genome_accession	query	uniprot	refseq	evalue	target
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O14727	NP_863658	3.5980000000000004e-25	AF-O14727-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O14727	NP_863659	3.5980000000000004e-25	AF-O14727-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6ZMY6	NP_775750	4.6890000000000005e-25	AF-Q6ZMY6-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TC44	NP_001186706	1.504e-24	AF-Q8TC44-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TC44	NP_758440	1.504e-24	AF-Q8TC44-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q12788	NP_006444	2.554e-24	AF-Q12788-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q15269	NP_005040	3.329e-24	AF-Q15269-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6RI45-5	XP_047297913	5.362e-24	AF-Q6RI45-5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9GZS3	NP_001290176	9.107e-24	AF-Q9GZS3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9GZS3	NP_001290177	9.107e-24	AF-Q9GZS3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9GZS3	NP_079510	9.107e-24	AF-Q9GZS3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9GZS3	XP_011520396	9.107e-24	AF-Q9GZS3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N0X2	NP_001020607	1.068e-23	AF-Q8N0X2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N0X2	NP_078808	1.068e-23	AF-Q8N0X2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TAF3	NP_001290331	1.391e-23	AF-Q8TAF3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TAF3	NP_001333156	1.391e-23	AF-Q8TAF3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TAF3	NP_001333157	1.391e-23	AF-Q8TAF3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TAF3	NP_065890	1.391e-23	AF-Q8TAF3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P16520	NP_001284500	2.016e-23	AF-P16520-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P16520	NP_002066	2.016e-23	AF-P16520-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	NP_001121684	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	NP_001121685	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	NP_001294923	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	NP_001317207	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	NP_689741	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N9V3	XP_047299482	4.961e-23	AF-Q8N9V3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96DI7	NP_004805	5.515e-23	AF-Q96DI7-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9HAV0	NP_067642	6.816999999999999e-23	AF-Q9HAV0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9HAV0	XP_006713784	6.816999999999999e-23	AF-Q9HAV0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9HAV0	XP_047304609	6.816999999999999e-23	AF-Q9HAV0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9HAV0	XP_047304610	6.816999999999999e-23	AF-Q9HAV0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	NP_001269468	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	NP_002065	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_016856548	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_016856549	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_024302263	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047273998	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047273999	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274000	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274001	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274002	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274006	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274010	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274011	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274013	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274014	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274015	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274016	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274017	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274019	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274023	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274024	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274025	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274026	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P62873	XP_047274027	7.188e-23	AF-P62873-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TC44-2	NP_001186706	1.221e-22	AF-Q8TC44-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P53621	NP_001091868	2.4309999999999996e-22	AF-P53621-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P53621	NP_004362	2.4309999999999996e-22	AF-P53621-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N1V2-3	NP_001074025	3.3400000000000003e-22	AF-Q8N1V2-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6RI45	XP_016884873	4.59e-22	AF-Q6RI45-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6RI45	XP_047297913	4.59e-22	AF-Q6RI45-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O43660	NP_001188493	5.1029999999999995e-22	AF-O43660-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O43660	NP_002660	5.1029999999999995e-22	AF-O43660-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75083	NP_005103	7.011999999999999e-22	AF-O75083-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75083	NP_059830	7.011999999999999e-22	AF-O75083-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q15542	NP_008882	7.796e-22	AF-Q15542-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q15542	NP_620640	7.796e-22	AF-Q15542-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5	NP_001177196	8.219999999999999e-22	AF-Q676U5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5	NP_060444	8.219999999999999e-22	AF-Q676U5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5	NP_110430	8.219999999999999e-22	AF-Q676U5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5	NP_942593	8.219999999999999e-22	AF-Q676U5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4-2	NP_001305695	9.139e-22	AF-Q8NAA4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4-2	XP_011543635	9.139e-22	AF-Q8NAA4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4-2	XP_011543636	9.139e-22	AF-Q8NAA4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O43660-2	NP_001188493	9.139e-22	AF-O43660-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75529	NP_001020418	1.13e-21	AF-O75529-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75529	NP_055224	1.13e-21	AF-O75529-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75529	XP_005273156	1.13e-21	AF-O75529-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5-5	NP_942593	1.472e-21	AF-Q676U5-5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TED0	NP_001271359	1.472e-21	AF-Q8TED0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TED0	NP_001271360	1.472e-21	AF-Q8TED0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TED0	NP_115551	1.472e-21	AF-Q8TED0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TED0	XP_011541982	1.472e-21	AF-Q8TED0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NBT0-3	NP_001155053	1.819e-21	AF-Q8NBT0-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9Y3F4	NP_009109	1.918e-21	AF-Q9Y3F4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q676U5-2	NP_060444	2.133e-21	AF-Q676U5-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N1V2	NP_001074025	3.623e-21	AF-Q8N1V2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8N1V2	NP_659491	3.623e-21	AF-Q8N1V2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVA0	NP_005877	3.82e-21	AF-Q9BVA0-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q86TI4-4	NP_001271189	3.82e-21	AF-Q86TI4-4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NSI6	NP_001007247	3.82e-21	AF-Q9NSI6-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NSI6	NP_061836	3.82e-21	AF-Q9NSI6-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NSI6	NP_387505	3.82e-21	AF-Q9NSI6-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9UNX4	NP_006775	4.478e-21	AF-Q9UNX4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q99973	NP_009041	4.978e-21	AF-Q99973-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q99973	XP_005268084	4.978e-21	AF-Q99973-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P35606	NP_001397763	5.836e-21	AF-P35606-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P35606	NP_004757	5.836e-21	AF-P35606-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TAF3-4	NP_001290331	6.488e-21	AF-Q8TAF3-4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q05BV3	NP_001397962	8.019e-21	AF-Q05BV3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q05BV3	NP_899243	8.019e-21	AF-Q05BV3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4-2	NP_001254732	8.455e-21	AF-Q9BRP4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4-2	NP_001254733	8.455e-21	AF-Q9BRP4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4-2	NP_001254734	8.455e-21	AF-Q9BRP4-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9C0J8	NP_001006623	1.102e-20	AF-Q9C0J8-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9C0J8	NP_001006624	1.102e-20	AF-Q9C0J8-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9C0J8	NP_060853	1.102e-20	AF-Q9C0J8-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9C0J8	XP_011509738	1.102e-20	AF-Q9C0J8-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96KV7	NP_660337	1.292e-20	AF-Q96KV7-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6ZMW3	NP_001034842	1.362e-20	AF-Q6ZMW3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4	NP_001305695	1.436e-20	AF-Q8NAA4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4	NP_203746	1.436e-20	AF-Q8NAA4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4	XP_011543635	1.436e-20	AF-Q8NAA4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NAA4	XP_011543636	1.436e-20	AF-Q8NAA4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	NP_001007526	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	NP_001277284	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	NP_001334923	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	XP_011526231	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	XP_011526232	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	XP_011526233	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q149M9	XP_024307234	1.436e-20	AF-Q149M9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O75083-3	NP_005103	1.683e-20	AF-O75083-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4	NP_001254732	1.973e-20	AF-Q9BRP4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4	NP_001254733	1.973e-20	AF-Q9BRP4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4	NP_001254734	1.973e-20	AF-Q9BRP4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4	NP_001254735	1.973e-20	AF-Q9BRP4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BRP4	NP_079431	1.973e-20	AF-Q9BRP4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P35606-2	NP_001397763	2.3130000000000003e-20	AF-P35606-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726-3	NP_001269908	3.015e-20	AF-Q04726-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8TED0-3	NP_001271359	3.1790000000000003e-20	AF-Q8TED0-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726-6	NP_001269909	3.352e-20	AF-Q04726-6-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q92636	NP_001138244	3.9290000000000006e-20	AF-Q92636-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q92636	NP_003571	3.9290000000000006e-20	AF-Q92636-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_001098662	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_001269908	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_001269909	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_001269910	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_001269911	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_005069	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726	NP_065959	5.121e-20	AF-Q04726-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_001186102	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_001186103	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_001186104	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_001338988	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_001338989	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9BVC4	NP_071767	5.121e-20	AF-Q9BVC4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726-2	NP_065959	6.002e-20	AF-Q04726-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q92636-2	NP_001138244	9.17e-20	AF-Q92636-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726-7	NP_001269910	9.669e-20	AF-Q04726-7-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q2TAY7	NP_060695	1.26e-19	AF-Q2TAY7-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04726-5	NP_001098662	1.26e-19	AF-Q04726-5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96J01	NP_001363831	1.401e-19	AF-Q96J01-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96J01	NP_115737	1.401e-19	AF-Q96J01-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NRL3-3	NP_001034966	1.925e-19	AF-Q9NRL3-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04727-3	NP_001269677	2.14e-19	AF-Q04727-3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23-2	NP_660284	2.14e-19	AF-Q8NA23-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23-2	XP_047278669	2.14e-19	AF-Q8NA23-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NRL3	NP_001034966	2.645e-19	AF-Q9NRL3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NRL3	NP_037535	2.645e-19	AF-Q9NRL3-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04727-4	NP_001269678	2.941e-19	AF-Q04727-4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04725	NP_001138233	3.101e-19	AF-Q04725-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04725	NP_001138234	3.101e-19	AF-Q04725-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04725	NP_001287775	3.101e-19	AF-Q04725-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04725	NP_003251	3.101e-19	AF-Q04725-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23	NP_001012361	3.635e-19	AF-Q8NA23-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23	NP_660284	3.635e-19	AF-Q8NA23-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23	XP_047278668	3.635e-19	AF-Q8NA23-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NA23	XP_047278669	3.635e-19	AF-Q8NA23-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O95834	NP_001180197	3.635e-19	AF-O95834-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O95834	NP_001180198	3.635e-19	AF-O95834-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04724	NP_001290032	4.493e-19	AF-Q04724-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04724	NP_001290033	4.493e-19	AF-Q04724-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04724	NP_005068	4.493e-19	AF-Q04724-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O60508	NP_056975	4.738e-19	AF-O60508-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04725-2	NP_001138234	4.995e-19	AF-Q04725-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04727	NP_001269677	5.267e-19	AF-Q04727-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04727	NP_001269678	5.267e-19	AF-Q04727-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q04727	NP_008936	5.267e-19	AF-Q04727-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q13033-2	NP_055389	5.554e-19	AF-Q13033-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q13033	NP_001077362	5.856e-19	AF-Q13033-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q13033	NP_055389	5.856e-19	AF-Q13033-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9ULI1	NP_001138462	6.174e-19	AF-Q9ULI1-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q64LD2	NP_001154948	8.484e-19	AF-Q64LD2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q64LD2	NP_001337876	8.484e-19	AF-Q64LD2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q64LD2	NP_001337877	8.484e-19	AF-Q64LD2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q64LD2	NP_078791	8.484e-19	AF-Q64LD2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O94967	NP_001136022	8.484e-19	AF-O94967-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O94967	NP_001136023	8.484e-19	AF-O94967-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O94967	NP_055784	8.484e-19	AF-O94967-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O94967	XP_016856186	8.484e-19	AF-O94967-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	O94967	XP_047305478	8.484e-19	AF-O94967-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	P54198	NP_003316	1.049e-18	AF-P54198-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q6UXN9	NP_079498	1.106e-18	AF-Q6UXN9-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96DN5	NP_001350077	1.878e-18	AF-Q96DN5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q96DN5	NP_663622	1.878e-18	AF-Q96DN5-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9H6Y2	XP_005268526	2.581e-18	AF-Q9H6Y2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9UM11-2	NP_057347	2.721e-18	AF-Q9UM11-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q7Z4S6-4	NP_001365368	3.19e-18	AF-Q7Z4S6-4-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q8NHY2-2	NP_001001740	3.363e-18	AF-Q8NHY2-2-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9Y5J1	NP_057085	3.546e-18	AF-Q9Y5J1-F1-model_v6
GCF_000001405.26	rank0038_ca6_proteinbinders_6189_A	Q9NYS7-2	NP_001265486	3.739e-18	AF-Q9NYS7-2-F1-model_v6
