genome_accession	query	uniprot	refseq	evalue	target
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P16885	NP_001412680	1.998e-06	AF-P16885-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P16885	NP_002652	1.998e-06	AF-P16885-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-10	NP_001129472	2.258e-06	AF-P42684-10-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	NP_001001550	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	NP_001001555	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	NP_001337745	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	NP_001357937	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	XP_016867534	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	XP_047276208	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	XP_047276209	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	XP_047276210	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-3	XP_047276211	2.258e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q9UKW4-2	XP_005270417	2.712e-06	AF-Q9UKW4-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42679-3	NP_647611	2.712e-06	AF-P42679-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001129472	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001129473	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001161708	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001161709	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001161710	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_001161711	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_005149	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	NP_009298	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684	XP_005245145	2.883e-06	AF-P42684-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-4	XP_047276199	2.883e-06	AF-Q13322-4-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-4	XP_047276200	2.883e-06	AF-Q13322-4-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q92835-2	NP_005532	3.258e-06	AF-Q92835-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322-2	NP_001001549	3.258e-06	AF-Q13322-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q9UKW4-3	NP_001073343	3.681e-06	AF-Q9UKW4-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-5	NP_001161709	3.913e-06	AF-P42684-5-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-3	NP_005149	4.16e-06	AF-P42684-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P00519-2	NP_009297	4.16e-06	AF-P00519-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P43405-2	NP_001128524	4.422e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P43405-2	NP_001167639	4.422e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P43405-2	XP_047279766	4.422e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P00519	NP_005148	4.997e-06	AF-P00519-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P00519	NP_009297	4.997e-06	AF-P00519-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-2	XP_005245145	5.312e-06	AF-P42684-2-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001001549	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001001550	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001001555	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001337743	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001337745	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	NP_001357937	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_016867534	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276197	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276199	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276200	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276208	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276209	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276210	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q13322	XP_047276211	5.647e-06	AF-Q13322-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-6	NP_001161708	6.381e-06	AF-P42684-6-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350-4	NP_536859	6.381e-06	AF-P29350-4-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-7	NP_001161710	6.783e-06	AF-P42684-7-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q9UN19	NP_001293080	6.783e-06	AF-Q9UN19-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q9UN19	NP_055210	6.783e-06	AF-Q9UN19-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	A6NKC9	NP_001094874	7.21e-06	AF-A6NKC9-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q9H3Y6	NP_543013	7.21e-06	AF-Q9H3Y6-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q14449	NP_001290351	7.665e-06	AF-Q14449-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q14449	NP_004481	7.665e-06	AF-Q14449-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350	NP_002822	7.665e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350	NP_536858	7.665e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350	NP_536859	7.665e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350	XP_011519290	7.665e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350	XP_024304874	7.665e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P42684-4	NP_001161711	8.148e-06	AF-P42684-4-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P15498	NP_001245136	8.148e-06	AF-P15498-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P15498	NP_005419	8.148e-06	AF-P15498-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	Q06124-3	NP_542168	9.207e-06	AF-Q06124-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350-3	NP_536858	9.207e-06	AF-P29350-3-F1-model_v6
GCF_000001405.26	rank00065_coA_proteinbinders_4978_A	P29350-3	XP_011519290	9.207e-06	AF-P29350-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_016883515	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_047296352	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_047296353	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_047296354	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_047296355	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931-2	XP_047296356	6.673e-09	AF-P12931-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	NP_005408	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	NP_938033	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_016883515	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296352	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296353	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296354	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296355	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296356	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296357	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296358	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296359	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296360	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296361	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296362	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296366	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296367	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296368	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P12931	XP_047296369	7.988e-09	AF-P12931-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P09769	NP_001036194	1.85e-08	AF-P09769-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P09769	NP_001036212	1.85e-08	AF-P09769-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P09769	NP_005239	1.85e-08	AF-P09769-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	NP_005424	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	XP_016881449	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	XP_024307011	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	XP_024307012	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	XP_024307013	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07947	XP_024307014	2.214e-08	AF-P07947-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-2	NP_694592	3.37e-08	AF-P06241-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-2	XP_047274524	3.37e-08	AF-P06241-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-2	XP_047274525	3.37e-08	AF-P06241-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-2	XP_047274526	3.37e-08	AF-P06241-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-2	XP_047274527	3.37e-08	AF-P06241-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	NP_001357458	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	NP_002028	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	NP_694592	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	NP_694593	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_005266949	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_016866139	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_016866140	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_016866141	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_016866142	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274517	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274518	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274519	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274521	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274522	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274523	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274524	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274525	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274526	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274527	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241	XP_047274528	5.781e-08	AF-P06241-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631-4	NP_001165601	6.138e-08	AF-P08631-4-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07948-2	NP_001104567	6.518e-08	AF-P07948-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631-3	NP_001165602	6.92e-08	AF-P08631-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06239	NP_001036236	8.797e-08	AF-P06239-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06239	NP_005347	8.797e-08	AF-P06239-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631-2	NP_001165600	9.34e-08	AF-P08631-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631-2	NP_001165604	9.34e-08	AF-P08631-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631	NP_001165600	9.34e-08	AF-P08631-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631	NP_001165601	9.34e-08	AF-P08631-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631	NP_001165602	9.34e-08	AF-P08631-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631	NP_001165604	9.34e-08	AF-P08631-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P08631	NP_002101	9.34e-08	AF-P08631-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07948	NP_001104567	2.589e-07	AF-P07948-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P07948	NP_002341	2.589e-07	AF-P07948-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	O14796	NP_444512	4.183e-07	AF-O14796-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P51451	NP_001706	5.008e-07	AF-P51451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P51451	XP_047278038	5.008e-07	AF-P51451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P51451	XP_047278039	5.008e-07	AF-P51451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	O60880-4	NP_001108409	8.092e-07	AF-O60880-4-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	O60880	NP_001108409	1.16e-06	AF-O60880-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	O60880	NP_002342	1.16e-06	AF-O60880-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14449	NP_001290351	2.112e-06	AF-Q14449-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14449	NP_004481	2.112e-06	AF-Q14449-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350-3	NP_536858	2.243e-06	AF-P29350-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350-3	XP_011519290	2.243e-06	AF-P29350-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	NP_001001550	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	NP_001001555	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	NP_001337745	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	NP_001357937	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	XP_016867534	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	XP_047276208	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	XP_047276209	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	XP_047276210	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-3	XP_047276211	2.243e-06	AF-Q13322-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q92835-2	NP_005532	2.382e-06	AF-Q92835-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350-4	NP_536859	2.382e-06	AF-P29350-4-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13882	NP_001243287	2.685e-06	AF-Q13882-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13882	NP_005966	2.685e-06	AF-Q13882-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	NP_002022	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_005266937	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_005266938	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_011533956	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_011533957	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_016866134	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_047274510	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P42685	XP_047274511	3.027e-06	AF-P42685-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14449-2	NP_001290351	3.027e-06	AF-Q14449-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-3	NP_694593	3.214e-06	AF-P06241-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-3	XP_005266949	3.214e-06	AF-P06241-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P06241-3	XP_047274528	3.214e-06	AF-P06241-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-2	NP_001001549	3.413e-06	AF-Q13322-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q92835	NP_001017915	3.848e-06	AF-Q92835-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q92835	NP_005532	3.848e-06	AF-Q92835-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405-2	NP_001128524	4.086e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405-2	NP_001167639	4.086e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405-2	XP_047279766	4.086e-06	AF-P43405-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q08881	NP_005537	4.086e-06	AF-Q08881-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	NP_001128524	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	NP_001167638	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	NP_001167639	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	NP_003168	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	XP_005252204	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	XP_011517248	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	XP_047279765	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43405	XP_047279766	4.607e-06	AF-P43405-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P19174	NP_002651	4.607e-06	AF-P19174-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P19174	NP_877963	4.607e-06	AF-P19174-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P19174-2	NP_002651	4.891e-06	AF-P19174-2-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-4	XP_047276199	5.515e-06	AF-Q13322-4-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q13322-4	XP_047276200	5.515e-06	AF-Q13322-4-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P46109	NP_005198	5.856e-06	AF-P46109-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350	NP_002822	6.218e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350	NP_536858	6.218e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350	NP_536859	6.218e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350	XP_011519290	6.218e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P29350	XP_024304874	6.218e-06	AF-P29350-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451	NP_001025173	6.218e-06	AF-Q14451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451	NP_001229371	6.218e-06	AF-Q14451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451	NP_001229372	6.218e-06	AF-Q14451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451	NP_001317136	6.218e-06	AF-Q14451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451	NP_005301	6.218e-06	AF-Q14451-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43403	NP_001070	7.443e-06	AF-P43403-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43403	NP_001365523	7.443e-06	AF-P43403-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	P43403	NP_997402	7.443e-06	AF-P43403-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q14451-3	NP_001229371	7.443e-06	AF-Q14451-3-F1-model_v6
GCF_000001405.26	rank00071_coA_proteinbinders_3418_A	Q7M4L6	NP_612365	7.903e-06	AF-Q7M4L6-F1-model_v6
