query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank00062_coA_proteinbinders_2870_A,AF-P63053-F1-model_v6,0.476,79,1.0,0.578,9.289e-06,184,P63053
rank00062_coA_proteinbinders_2870_A,AF-P40909-F1-model_v6,0.465,79,1.0,0.574,8.146e-06,184,P40909
rank00062_coA_proteinbinders_2870_A,AF-P49632-F1-model_v6,0.465,79,1.0,0.578,9.919e-06,183,P49632
rank00062_coA_proteinbinders_2870_A,AF-P0CG60-F1-model_v6,0.42,93,1.0,0.406,4.819e-06,183,P0CG60
rank00062_coA_proteinbinders_2870_A,AF-P0CH28-F1-model_v6,0.476,79,1.0,0.107,9.919e-06,183,P0CH28
rank00062_coA_proteinbinders_2870_A,AF-P0CG69-F1-model_v6,0.42,93,1.0,0.122,5.145e-06,183,P0CG69
rank00062_coA_proteinbinders_2870_A,AF-P0CG64-F1-model_v6,0.42,93,1.0,0.122,6.265e-06,181,P0CG64
rank00062_coA_proteinbinders_2870_A,AF-Q63429-F1-model_v6,0.42,93,1.0,0.115,6.265e-06,181,Q63429
rank00062_coA_proteinbinders_2870_A,AF-P0CG50-F1-model_v6,0.42,93,1.0,0.127,6.69e-06,180,P0CG50
rank00062_coA_proteinbinders_2870_A,AF-P0CG48-F1-model_v6,0.42,93,1.0,0.136,7.629e-06,179,P0CG48
rank00062_coA_proteinbinders_2870_A,AF-P0CG47-F1-model_v6,0.42,93,1.0,0.406,8.146e-06,178,P0CG47
rank00062_coA_proteinbinders_2870_A,AF-P62976-F1-model_v6,0.42,93,1.0,0.141,8.146e-06,178,P62976
rank00062_coA_proteinbinders_2870_A,AF-P0CH27-F1-model_v6,0.41,93,1.0,0.261,9.289e-06,177,P0CH27
rank00062_coA_proteinbinders_2870_A,AF-P0CG78-F1-model_v6,0.4,93,1.0,0.174,9.289e-06,177,P0CG78
rank00065_coA_proteinbinders_4978_A,AF-P00523-F1-model_v6,0.428,111,1.0,0.199,5.901e-10,378,P00523
rank00065_coA_proteinbinders_4978_A,AF-Q6EWH2-2-F1-model_v6,0.41,111,1.0,0.362,1.229e-09,371,Q6EWH2-2
rank00065_coA_proteinbinders_4978_A,AF-P13115-F1-model_v6,0.437,111,1.0,0.199,1.023e-09,371,P13115
rank00065_coA_proteinbinders_4978_A,AF-Q9WUD9-3-F1-model_v6,0.428,111,1.0,0.192,9.621e-10,371,Q9WUD9-3
rank00065_coA_proteinbinders_4978_A,AF-P06241-F1-model_v6,0.41,111,1.0,0.197,1.306e-09,369,P06241
rank00065_coA_proteinbinders_4978_A,AF-P12931-3-F1-model_v6,0.428,111,1.0,0.192,1.156e-09,369,P12931-3
rank00065_coA_proteinbinders_4978_A,AF-P12931-F1-model_v6,0.428,111,1.0,0.198,1.388e-09,366,P12931
rank00065_coA_proteinbinders_4978_A,AF-P05480-1-F1-model_v6,0.428,111,1.0,0.196,1.388e-09,366,P05480-1
rank00065_coA_proteinbinders_4978_A,AF-Q02977-F1-model_v6,0.41,111,1.0,0.198,2.003e-09,365,Q02977
rank00065_coA_proteinbinders_4978_A,AF-P12931-2-F1-model_v6,0.428,111,1.0,0.196,1.569e-09,365,P12931-2
rank00065_coA_proteinbinders_4978_A,AF-P07947-F1-model_v6,0.401,111,1.0,0.195,1.476e-09,365,P07947
rank00065_coA_proteinbinders_4978_A,AF-Q9WUD9-F1-model_v6,0.428,111,1.0,0.198,1.668e-09,364,Q9WUD9
rank00065_coA_proteinbinders_4978_A,AF-Q9WUD9-2-F1-model_v6,0.428,111,1.0,0.196,1.668e-09,364,Q9WUD9-2
rank00065_coA_proteinbinders_4978_A,AF-P27446-F1-model_v6,0.41,111,1.0,0.197,2.129e-09,361,P27446
rank00065_coA_proteinbinders_4978_A,AF-Q04736-F1-model_v6,0.401,111,1.0,0.196,2.003e-09,360,Q04736
rank00065_coA_proteinbinders_4978_A,AF-P05480-F1-model_v6,0.428,111,1.0,0.198,2.263e-09,359,P05480
rank00065_coA_proteinbinders_4978_A,AF-P10936-F1-model_v6,0.396,111,1.0,0.197,1.773e-09,359,P10936
rank00065_coA_proteinbinders_4978_A,AF-Q6EWH2-F1-model_v6,0.41,111,1.0,0.197,2.406e-09,359,Q6EWH2
rank00065_coA_proteinbinders_4978_A,AF-P09324-F1-model_v6,0.41,111,1.0,0.196,3.266e-09,354,P09324
rank00065_coA_proteinbinders_4978_A,AF-Q1JPZ3-F1-model_v6,0.405,111,1.0,0.199,2.003e-09,353,Q1JPZ3
rank00065_coA_proteinbinders_4978_A,AF-F1LM93-F1-model_v6,0.401,111,1.0,0.196,3.472e-09,353,F1LM93
rank00065_coA_proteinbinders_4978_A,AF-Q62844-F1-model_v6,0.405,111,1.0,0.197,2.263e-09,352,Q62844
rank00065_coA_proteinbinders_4978_A,AF-P06241-2-F1-model_v6,0.375,111,1.0,0.199,5.325e-09,348,P06241-2
rank00065_coA_proteinbinders_4978_A,AF-P39688-2-F1-model_v6,0.375,111,1.0,0.199,6.017e-09,347,P39688-2
rank00065_coA_proteinbinders_4978_A,AF-P13406-F1-model_v6,0.396,111,1.0,0.197,3.691e-09,346,P13406
rank00065_coA_proteinbinders_4978_A,AF-A1Y2K1-F1-model_v6,0.405,111,1.0,0.197,3.472e-09,346,A1Y2K1
rank00065_coA_proteinbinders_4978_A,AF-P13116-F1-model_v6,0.432,111,1.0,0.199,3.266e-09,345,P13116
rank00065_coA_proteinbinders_4978_A,AF-Q05876-F1-model_v6,0.375,111,1.0,0.199,6.8e-09,345,Q05876
rank00065_coA_proteinbinders_4978_A,AF-P39688-F1-model_v6,0.405,111,1.0,0.197,3.923e-09,345,P39688
rank00065_coA_proteinbinders_4978_A,AF-F1RDG9-F1-model_v6,0.396,111,1.0,0.195,3.472e-09,345,F1RDG9
rank00065_coA_proteinbinders_4978_A,AF-P14234-F1-model_v6,0.394,111,1.0,0.205,4.433e-09,343,P14234
rank00065_coA_proteinbinders_4978_A,AF-P09769-F1-model_v6,0.394,111,1.0,0.2,3.923e-09,343,P09769
rank00065_coA_proteinbinders_4978_A,AF-P27447-F1-model_v6,0.385,111,1.0,0.195,5.661e-09,340,P27447
rank00065_coA_proteinbinders_4978_A,AF-A0JNB0-F1-model_v6,0.405,111,1.0,0.197,6.8e-09,336,A0JNB0
rank00065_coA_proteinbinders_4978_A,AF-P06239-F1-model_v6,0.351,111,1.0,0.208,6.397e-09,334,P06239
rank00065_coA_proteinbinders_4978_A,AF-Q6P6U0-F1-model_v6,0.385,111,1.0,0.205,8.168e-09,334,Q6P6U0
rank00065_coA_proteinbinders_4978_A,AF-P00528-F1-model_v6,0.359,111,1.0,0.192,1.179e-08,334,P00528
rank00065_coA_proteinbinders_4978_A,AF-Q95KR7-F1-model_v6,0.351,111,1.0,0.208,8.168e-09,331,Q95KR7
rank00065_coA_proteinbinders_4978_A,AF-P06239-3-F1-model_v6,0.351,111,1.0,0.197,8.682e-09,331,P06239-3
rank00065_coA_proteinbinders_4978_A,AF-A1A5H8-F1-model_v6,0.432,96,0.865,0.168,5.009e-09,330,A1A5H8
rank00065_coA_proteinbinders_4978_A,AF-Q01621-F1-model_v6,0.342,111,1.0,0.208,1.043e-08,328,Q01621
rank00065_coA_proteinbinders_4978_A,AF-P06239-2-F1-model_v6,0.351,111,1.0,0.292,1.416e-08,326,P06239-2
rank00065_coA_proteinbinders_4978_A,AF-Q28923-F1-model_v6,0.422,96,0.865,0.171,7.228e-09,324,Q28923
rank00065_coA_proteinbinders_4978_A,AF-P42683-F1-model_v6,0.366,111,1.0,0.209,2.454e-08,323,P42683
rank00065_coA_proteinbinders_4978_A,AF-P06240-F1-model_v6,0.342,111,1.0,0.208,1.808e-08,321,P06240
rank00065_coA_proteinbinders_4978_A,AF-Q5PXS1-F1-model_v6,0.351,111,1.0,0.208,1.922e-08,320,Q5PXS1
rank00065_coA_proteinbinders_4978_A,AF-P08103-F1-model_v6,0.369,111,1.0,0.202,2.608e-08,319,P08103
rank00065_coA_proteinbinders_4978_A,AF-P50545-F1-model_v6,0.36,111,1.0,0.202,2.308e-08,318,P50545
rank00065_coA_proteinbinders_4978_A,AF-P50545-2-F1-model_v6,0.36,111,1.0,0.211,2.608e-08,317,P50545-2
rank00065_coA_proteinbinders_4978_A,AF-P08631-4-F1-model_v6,0.36,111,1.0,0.202,2.454e-08,317,P08631-4
rank00065_coA_proteinbinders_4978_A,AF-Q95M30-F1-model_v6,0.369,111,1.0,0.21,3.133e-08,315,Q95M30
rank00065_coA_proteinbinders_4978_A,AF-Q07014-2-F1-model_v6,0.303,111,1.0,0.216,5.772e-08,314,Q07014-2
rank00065_coA_proteinbinders_4978_A,AF-P25911-F1-model_v6,0.303,111,1.0,0.207,5.772e-08,314,P25911
rank00065_coA_proteinbinders_4978_A,AF-P08631-2-F1-model_v6,0.369,111,1.0,0.21,3.33e-08,313,P08631-2
rank00065_coA_proteinbinders_4978_A,AF-P08631-F1-model_v6,0.369,111,1.0,0.202,3.33e-08,313,P08631
rank00065_coA_proteinbinders_4978_A,AF-P08103-2-F1-model_v6,0.36,111,1.0,0.211,3.763e-08,312,P08103-2
rank00065_coA_proteinbinders_4978_A,AF-P08631-3-F1-model_v6,0.36,111,1.0,0.21,4.001e-08,311,P08631-3
rank00065_coA_proteinbinders_4978_A,AF-P16277-F1-model_v6,0.383,106,0.955,0.2,6.136e-08,308,P16277
rank00065_coA_proteinbinders_4978_A,AF-P25911-2-F1-model_v6,0.303,111,1.0,0.216,1e-07,307,P25911-2
rank00065_coA_proteinbinders_4978_A,AF-P07948-2-F1-model_v6,0.294,111,1.0,0.216,1.064e-07,306,P07948-2
rank00065_coA_proteinbinders_4978_A,AF-Q07014-F1-model_v6,0.303,111,1.0,0.207,1.131e-07,305,Q07014
rank00065_coA_proteinbinders_4978_A,AF-P07948-F1-model_v6,0.312,95,0.856,0.178,1.064e-07,288,P07948
rank00065_coA_proteinbinders_4978_A,AF-P06241-3-F1-model_v6,0.4,99,0.892,0.197,4.806e-08,282,P06241-3
rank00065_coA_proteinbinders_4978_A,AF-P51451-F1-model_v6,0.36,111,1.0,0.208,4.08e-07,280,P51451
rank00065_coA_proteinbinders_4978_A,AF-O60880-F1-model_v6,0.351,107,0.964,0.789,3.396e-07,277,O60880
rank00065_coA_proteinbinders_4978_A,AF-Q71S10-F1-model_v6,0.351,107,0.964,0.789,3.396e-07,277,Q71S10
rank00065_coA_proteinbinders_4978_A,AF-P42686-F1-model_v6,0.36,111,1.0,0.2,1.064e-07,277,P42686
rank00065_coA_proteinbinders_4978_A,AF-Q06AA1-F1-model_v6,0.363,107,0.964,0.789,2.083e-07,273,Q06AA1
rank00065_coA_proteinbinders_4978_A,AF-O88890-F1-model_v6,0.354,107,0.964,0.802,2.214e-07,272,O88890
rank00065_coA_proteinbinders_4978_A,AF-Q64434-F1-model_v6,0.392,111,1.0,0.224,8.329e-08,272,Q64434
rank00065_coA_proteinbinders_4978_A,AF-Q8R4L0-2-F1-model_v6,0.409,105,0.946,0.429,1.631e-07,271,Q8R4L0-2
rank00065_coA_proteinbinders_4978_A,AF-P17713-F1-model_v6,0.362,111,1.0,0.198,2.214e-07,270,P17713
rank00065_coA_proteinbinders_4978_A,AF-Q9H6Q3-F1-model_v6,0.4,105,0.946,0.383,1.959e-07,269,Q9H6Q3
rank00065_coA_proteinbinders_4978_A,AF-Q3ZBB1-F1-model_v6,0.354,107,0.964,0.789,3.195e-07,268,Q3ZBB1
rank00065_coA_proteinbinders_4978_A,AF-Q13239-F1-model_v6,0.375,104,0.937,0.337,4.337e-07,268,Q13239
rank00065_coA_proteinbinders_4978_A,AF-Q13239-5-F1-model_v6,0.375,104,0.937,0.294,4.61e-07,267,Q13239-5
rank00065_coA_proteinbinders_4978_A,AF-Q9H6Q3-3-F1-model_v6,0.4,105,0.946,0.427,2.502e-07,266,Q9H6Q3-3
rank00065_coA_proteinbinders_4978_A,AF-P59622-F1-model_v6,0.375,104,0.937,0.298,5.209e-07,266,P59622
rank00065_coA_proteinbinders_4978_A,AF-Q8R4L0-F1-model_v6,0.409,105,0.946,0.386,4.9e-07,264,Q8R4L0
rank00065_coA_proteinbinders_4978_A,AF-Q60898-2-F1-model_v6,0.375,104,0.937,0.314,7.071e-07,261,Q60898-2
rank00065_coA_proteinbinders_4978_A,AF-Q6PD21-F1-model_v6,0.271,111,1.0,0.205,4.61e-07,261,Q6PD21
rank00065_coA_proteinbinders_4978_A,AF-Q9V9J3-F1-model_v6,0.412,111,1.0,0.195,4.337e-07,261,Q9V9J3
rank00065_coA_proteinbinders_4978_A,AF-O88834-2-F1-model_v6,0.271,110,0.991,0.299,6.257e-07,260,O88834-2
rank00065_coA_proteinbinders_4978_A,AF-P41239-F1-model_v6,0.387,111,1.0,0.213,3.195e-07,260,P41239
rank00065_coA_proteinbinders_4978_A,AF-Q60898-F1-model_v6,0.375,104,0.937,0.331,7.99e-07,259,Q60898
rank00065_coA_proteinbinders_4978_A,AF-Q15464-F1-model_v6,0.263,111,1.0,0.202,3.838e-07,259,Q15464
rank00065_coA_proteinbinders_4978_A,AF-Q13239-3-F1-model_v6,0.365,104,0.937,0.317,7.071e-07,258,Q13239-3
rank00065_coA_proteinbinders_4978_A,AF-P42690-F1-model_v6,0.377,111,1.0,0.2,6.257e-07,258,P42690
rank00065_coA_proteinbinders_4978_A,AF-O14796-F1-model_v6,0.348,108,0.973,0.773,1.303e-06,257,O14796
rank00065_coA_proteinbinders_4978_A,AF-O88834-F1-model_v6,0.271,110,0.991,0.3,3.838e-07,257,O88834
rank00065_coA_proteinbinders_4978_A,AF-G5EE56-3-F1-model_v6,0.321,111,1.0,0.226,1.085e-06,257,G5EE56-3
rank00065_coA_proteinbinders_4978_A,AF-P42679-F1-model_v6,0.392,107,0.964,0.185,1.02e-06,256,P42679
rank00065_coA_proteinbinders_4978_A,AF-O15357-F1-model_v6,0.333,107,0.964,0.08,9.598e-07,253,O15357
rank00065_coA_proteinbinders_4978_A,AF-Q13882-F1-model_v6,0.375,111,1.0,0.224,4.61e-07,252,Q13882
rank00065_coA_proteinbinders_4978_A,AF-P41242-3-F1-model_v6,0.392,107,0.964,0.202,1.385e-06,252,P41242-3
rank00065_coA_proteinbinders_4978_A,AF-P42685-F1-model_v6,0.371,111,1.0,0.2,7.99e-07,252,P42685
rank00065_coA_proteinbinders_4978_A,AF-G5EE56-F1-model_v6,0.313,111,1.0,0.203,1.472e-06,252,G5EE56
rank00065_coA_proteinbinders_4978_A,AF-P41242-F1-model_v6,0.398,107,0.964,0.186,7.071e-07,249,P41242
rank00065_coA_proteinbinders_4978_A,AF-Q7M4L6-2-F1-model_v6,0.26,111,1.0,0.277,1.153e-06,246,Q7M4L6-2
rank00065_coA_proteinbinders_4978_A,AF-P41243-F1-model_v6,0.383,107,0.964,0.201,2.258e-06,246,P41243
rank00065_coA_proteinbinders_4978_A,AF-Q9UKW4-F1-model_v6,0.278,111,1.0,0.122,1.88e-06,245,Q9UKW4
rank00065_coA_proteinbinders_4978_A,AF-P29355-F1-model_v6,0.311,104,0.937,0.417,1.768e-06,244,P29355
rank00065_coA_proteinbinders_4978_A,AF-Q92835-2-F1-model_v6,0.321,108,0.973,0.086,3.258e-06,244,Q92835-2
rank00065_coA_proteinbinders_4978_A,AF-P03949-3-F1-model_v6,0.378,111,1.0,0.082,8.493e-07,244,P03949-3
rank00065_coA_proteinbinders_4978_A,AF-Q60631-F1-model_v6,0.346,102,0.919,0.424,1.565e-06,243,Q60631
rank00065_coA_proteinbinders_4978_A,AF-Q96JZ2-F1-model_v6,0.311,108,0.973,0.276,1.472e-06,243,Q96JZ2
rank00065_coA_proteinbinders_4978_A,AF-P41242-2-F1-model_v6,0.398,107,0.964,0.186,1.226e-06,243,P41242-2
rank00065_coA_proteinbinders_4978_A,AF-P42684-8-F1-model_v6,0.351,111,1.0,0.183,1.768e-06,243,P42684-8
rank00065_coA_proteinbinders_4978_A,AF-Q96IW2-F1-model_v6,0.26,111,1.0,0.306,1.88e-06,242,Q96IW2
rank00065_coA_proteinbinders_4978_A,AF-G5EE56-2-F1-model_v6,0.313,111,1.0,0.201,3.065e-06,242,G5EE56-2
rank00065_coA_proteinbinders_4978_A,AF-Q9R0C8-F1-model_v6,0.278,111,1.0,0.122,2.551e-06,242,Q9R0C8
rank00065_coA_proteinbinders_4978_A,AF-Q9WVR3-F1-model_v6,0.324,107,0.964,0.08,2.883e-06,242,Q9WVR3
rank00065_coA_proteinbinders_4978_A,AF-P97573-F1-model_v6,0.324,107,0.964,0.085,1.226e-06,241,P97573
rank00065_coA_proteinbinders_4978_A,AF-Q6NR09-2-F1-model_v6,0.327,107,0.964,0.38,2.712e-06,240,Q6NR09-2
rank00065_coA_proteinbinders_4978_A,AF-Q9UKW4-2-F1-model_v6,0.278,111,1.0,0.137,2.712e-06,240,Q9UKW4-2
rank00065_coA_proteinbinders_4978_A,AF-Q9WVR3-2-F1-model_v6,0.333,107,0.964,0.085,2.712e-06,240,Q9WVR3-2
rank00065_coA_proteinbinders_4978_A,AF-P42684-10-F1-model_v6,0.351,111,1.0,0.093,2.258e-06,239,P42684-10
rank00065_coA_proteinbinders_4978_A,AF-P87379-2-F1-model_v6,0.339,107,0.964,0.447,1.565e-06,237,P87379-2
rank00065_coA_proteinbinders_4978_A,AF-Q66II3-F1-model_v6,0.339,107,0.964,0.424,1.303e-06,237,Q66II3
rank00065_coA_proteinbinders_4978_A,AF-Q8IPW2-1-F1-model_v6,0.245,110,0.991,0.249,1.303e-06,237,Q8IPW2-1
rank00065_coA_proteinbinders_4978_A,AF-Q00655-F1-model_v6,0.357,111,1.0,0.158,3.681e-06,237,Q00655
rank00065_coA_proteinbinders_4978_A,AF-Q9ES52-2-F1-model_v6,0.314,107,0.964,0.085,5.647e-06,237,Q9ES52-2
rank00065_coA_proteinbinders_4978_A,AF-A0A8I3NFE2-F1-model_v6,0.321,108,0.973,0.081,2.4e-06,237,A0A8I3NFE2
rank00065_coA_proteinbinders_4978_A,AF-Q8CG80-2-F1-model_v6,0.258,111,1.0,0.448,1.88e-06,236,Q8CG80-2
rank00065_coA_proteinbinders_4978_A,AF-P42679-2-F1-model_v6,0.398,107,0.964,0.185,1.998e-06,236,P42679-2
rank00065_coA_proteinbinders_4978_A,AF-Q4JIM5-F1-model_v6,0.351,111,1.0,0.084,2.712e-06,236,Q4JIM5
rank00065_coA_proteinbinders_4978_A,AF-P00522-F1-model_v6,0.383,111,1.0,0.062,2.551e-06,236,P00522
rank00065_coA_proteinbinders_4978_A,AF-P16333-2-F1-model_v6,0.287,94,0.847,0.262,1.472e-06,235,P16333-2
rank00065_coA_proteinbinders_4978_A,AF-P48025-F1-model_v6,0.348,111,1.0,0.159,4.422e-06,235,P48025
rank00065_coA_proteinbinders_4978_A,AF-P42684-F1-model_v6,0.351,111,1.0,0.084,2.883e-06,235,P42684
rank00065_coA_proteinbinders_4978_A,AF-P03949-2-F1-model_v6,0.369,111,1.0,0.082,1.565e-06,235,P03949-2
rank00065_coA_proteinbinders_4978_A,AF-Q6P549-F1-model_v6,0.324,107,0.964,0.08,2.551e-06,235,Q6P549
rank00065_coA_proteinbinders_4978_A,AF-P43405-2-F1-model_v6,0.366,111,1.0,0.163,4.422e-06,234,P43405-2
rank00065_coA_proteinbinders_4978_A,AF-Q64725-F1-model_v6,0.339,111,1.0,0.159,4.422e-06,234,Q64725
rank00065_coA_proteinbinders_4978_A,AF-P42679-3-F1-model_v6,0.398,107,0.964,0.202,2.712e-06,233,P42679-3
rank00065_coA_proteinbinders_4978_A,AF-O45539-F1-model_v6,0.339,111,1.0,0.199,9.207e-06,233,O45539
rank00065_coA_proteinbinders_4978_A,AF-P41499-F1-model_v6,0.377,93,0.838,0.155,6.257e-07,233,P41499
rank00065_coA_proteinbinders_4978_A,AF-P41499-1-F1-model_v6,0.377,93,0.838,0.154,6.652e-07,233,P41499-1
rank00065_coA_proteinbinders_4978_A,AF-Q9R0C8-3-F1-model_v6,0.281,106,0.955,0.341,2.4e-06,232,Q9R0C8-3
rank00065_coA_proteinbinders_4978_A,AF-Q922K9-F1-model_v6,0.35,111,1.0,0.197,5.312e-06,232,Q922K9
rank00065_coA_proteinbinders_4978_A,AF-Q90687-F1-model_v6,0.387,93,0.838,0.155,9.598e-07,232,Q90687
rank00065_coA_proteinbinders_4978_A,AF-Q06124-F1-model_v6,0.387,93,0.838,0.155,9.598e-07,232,Q06124
rank00065_coA_proteinbinders_4978_A,AF-Q06124-1-F1-model_v6,0.387,93,0.838,0.154,9.029e-07,232,Q06124-1
rank00065_coA_proteinbinders_4978_A,AF-P42684-5-F1-model_v6,0.351,111,1.0,0.092,3.913e-06,232,P42684-5
rank00065_coA_proteinbinders_4978_A,AF-Q2I6J1-F1-model_v6,0.311,108,0.973,0.081,3.463e-06,232,Q2I6J1
rank00065_coA_proteinbinders_4978_A,AF-P42684-3-F1-model_v6,0.351,111,1.0,0.085,4.16e-06,231,P42684-3
rank00065_coA_proteinbinders_4978_A,AF-P03949-F1-model_v6,0.369,111,1.0,0.081,2.124e-06,231,P03949
rank00065_coA_proteinbinders_4978_A,AF-Q56A36-F1-model_v6,0.287,107,0.964,0.263,5.647e-06,230,Q56A36
rank00065_coA_proteinbinders_4978_A,AF-Q8BI17-F1-model_v6,0.277,107,0.964,0.21,4.997e-06,230,Q8BI17
rank00065_coA_proteinbinders_4978_A,AF-P35235-F1-model_v6,0.387,93,0.838,0.155,1.153e-06,230,P35235
rank00065_coA_proteinbinders_4978_A,AF-P35235-1-F1-model_v6,0.387,93,0.838,0.154,1.153e-06,230,P35235-1
rank00065_coA_proteinbinders_4978_A,AF-Q9UKW4-4-F1-model_v6,0.269,111,1.0,0.118,3.258e-06,230,Q9UKW4-4
rank00065_coA_proteinbinders_4978_A,AF-Q24145-F1-model_v6,0.293,106,0.955,0.106,3.258e-06,230,Q24145
rank00065_coA_proteinbinders_4978_A,AF-P00520-3-F1-model_v6,0.36,111,1.0,0.089,4.16e-06,230,P00520-3
rank00065_coA_proteinbinders_4978_A,AF-P00519-2-F1-model_v6,0.36,111,1.0,0.086,4.16e-06,230,P00519-2
rank00065_coA_proteinbinders_4978_A,AF-Q6NR09-F1-model_v6,0.342,107,0.964,0.233,3.913e-06,229,Q6NR09
rank00065_coA_proteinbinders_4978_A,AF-Q9UKW4-3-F1-model_v6,0.269,111,1.0,0.359,3.681e-06,228,Q9UKW4-3
rank00065_coA_proteinbinders_4978_A,AF-P42684-7-F1-model_v6,0.36,111,1.0,0.094,6.783e-06,228,P42684-7
rank00065_coA_proteinbinders_4978_A,AF-P00519-F1-model_v6,0.36,111,1.0,0.088,4.997e-06,228,P00519
rank00065_coA_proteinbinders_4978_A,AF-P42684-2-F1-model_v6,0.36,111,1.0,0.086,5.312e-06,228,P42684-2
rank00065_coA_proteinbinders_4978_A,AF-Q9ES52-F1-model_v6,0.314,107,0.964,0.085,3.681e-06,228,Q9ES52
rank00065_coA_proteinbinders_4978_A,AF-Q9H6Q3-2-F1-model_v6,0.41,94,0.847,0.433,1.768e-06,227,Q9H6Q3-2
rank00065_coA_proteinbinders_4978_A,AF-Q64725-2-F1-model_v6,0.339,111,1.0,0.165,8.148e-06,227,Q64725-2
rank00065_coA_proteinbinders_4978_A,AF-P42684-6-F1-model_v6,0.36,111,1.0,0.085,6.381e-06,227,P42684-6
rank00065_coA_proteinbinders_4978_A,AF-P43403-3-F1-model_v6,0.321,111,1.0,0.203,7.21e-06,225,P43403-3
rank00065_coA_proteinbinders_4978_A,AF-F1N9Y5-F1-model_v6,0.36,110,0.991,0.162,7.665e-06,225,F1N9Y5
rank00065_coA_proteinbinders_4978_A,AF-Q9ES52-3-F1-model_v6,0.314,107,0.964,0.089,5.312e-06,224,Q9ES52-3
rank00065_coA_proteinbinders_4978_A,AF-P29349-2-F1-model_v6,0.342,105,0.946,0.115,3.913e-06,223,P29349-2
rank00065_coA_proteinbinders_4978_A,AF-P42684-4-F1-model_v6,0.351,111,1.0,0.095,8.148e-06,223,P42684-4
rank00065_coA_proteinbinders_4978_A,AF-P00520-F1-model_v6,0.36,111,1.0,0.088,6.381e-06,223,P00520
rank00065_coA_proteinbinders_4978_A,AF-P00520-4-F1-model_v6,0.36,111,1.0,0.087,7.21e-06,223,P00520-4
rank00065_coA_proteinbinders_4978_A,AF-G5ECJ6-2-F1-model_v6,0.411,90,0.811,0.127,1.226e-06,222,G5ECJ6-2
rank00065_coA_proteinbinders_4978_A,AF-P00520-2-F1-model_v6,0.36,111,1.0,0.089,7.21e-06,222,P00520-2
rank00065_coA_proteinbinders_4978_A,AF-A6NKC9-F1-model_v6,0.296,107,0.964,0.213,7.21e-06,221,A6NKC9
rank00065_coA_proteinbinders_4978_A,AF-Q62662-F1-model_v6,0.357,94,0.847,0.168,3.913e-06,221,Q62662
rank00065_coA_proteinbinders_4978_A,AF-D7PF45-F1-model_v6,0.324,107,0.964,0.08,8.661e-06,221,D7PF45
rank00065_coA_proteinbinders_4978_A,AF-O88900-F1-model_v6,0.324,109,0.982,0.191,3.913e-06,220,O88900
rank00065_coA_proteinbinders_4978_A,AF-P29349-4-F1-model_v6,0.33,106,0.955,0.104,3.681e-06,220,P29349-4
rank00065_coA_proteinbinders_4978_A,AF-P29349-F1-model_v6,0.348,105,0.946,0.115,3.913e-06,218,P29349
rank00065_coA_proteinbinders_4978_A,AF-Q13322-3-F1-model_v6,0.268,108,0.973,0.19,2.258e-06,217,Q13322-3
rank00065_coA_proteinbinders_4978_A,AF-P29351-F1-model_v6,0.33,112,1.0,0.188,3.681e-06,215,P29351
rank00065_coA_proteinbinders_4978_A,AF-Q13322-2-F1-model_v6,0.266,109,0.982,0.188,3.258e-06,214,Q13322-2
rank00065_coA_proteinbinders_4978_A,AF-P29351-3-F1-model_v6,0.373,95,0.856,0.167,2.883e-06,214,P29351-3
rank00065_coA_proteinbinders_4978_A,AF-Q13322-4-F1-model_v6,0.268,108,0.973,0.173,2.883e-06,213,Q13322-4
rank00065_coA_proteinbinders_4978_A,AF-P81718-F1-model_v6,0.322,112,1.0,0.183,7.665e-06,212,P81718
rank00065_coA_proteinbinders_4978_A,AF-Q24708-F1-model_v6,0.397,92,0.829,0.106,6.783e-06,212,Q24708
rank00065_coA_proteinbinders_4978_A,AF-Q9H6Q3-4-F1-model_v6,0.366,105,0.919,0.574,1.153e-06,211,Q9H6Q3-4
rank00065_coA_proteinbinders_4978_A,AF-Q14449-F1-model_v6,0.327,108,0.973,0.189,7.665e-06,211,Q14449
rank00065_coA_proteinbinders_4978_A,AF-P29350-2-F1-model_v6,0.322,112,1.0,0.201,4.997e-06,211,P29350-2
rank00065_coA_proteinbinders_4978_A,AF-Q9XYM0-F1-model_v6,0.276,109,0.982,0.369,5.312e-06,210,Q9XYM0
rank00065_coA_proteinbinders_4978_A,AF-P29350-4-F1-model_v6,0.322,112,1.0,0.179,6.381e-06,209,P29350-4
rank00065_coA_proteinbinders_4978_A,AF-Q9UN19-F1-model_v6,0.327,109,0.982,0.361,6.783e-06,208,Q9UN19
rank00065_coA_proteinbinders_4978_A,AF-B5KFD7-F1-model_v6,0.268,108,0.973,0.173,3.913e-06,208,B5KFD7
rank00065_coA_proteinbinders_4978_A,AF-Q1RMW5-F1-model_v6,0.348,109,0.982,0.194,8.148e-06,207,Q1RMW5
rank00065_coA_proteinbinders_4978_A,AF-Q13322-F1-model_v6,0.268,108,0.973,0.172,5.647e-06,205,Q13322
rank00065_coA_proteinbinders_4978_A,AF-P29350-F1-model_v6,0.363,95,0.856,0.156,7.665e-06,205,P29350
rank00065_coA_proteinbinders_4978_A,AF-Q60760-F1-model_v6,0.268,108,0.973,0.164,6.381e-06,205,Q60760
