query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank0017_ca6_proteinbinders_5713_A,AF-Q8TED0-F1-model_v6,0.205,336,0.991,0.558,2.798e-19,746,Q8TED0
rank0017_ca6_proteinbinders_5713_A,AF-A3LX18-F1-model_v6,0.201,334,0.985,0.923,5.638e-21,745,A3LX18
rank0017_ca6_proteinbinders_5713_A,AF-Q9D0I6-F1-model_v6,0.28,339,1.0,0.65,2.6100000000000003e-20,745,Q9D0I6
rank0017_ca6_proteinbinders_5713_A,AF-Q6GL39-F1-model_v6,0.21,338,0.997,0.952,4.627e-21,744,Q6GL39
rank0017_ca6_proteinbinders_5713_A,AF-B4NW98-F1-model_v6,0.206,330,0.973,0.957,3.797e-21,744,B4NW98
rank0017_ca6_proteinbinders_5713_A,AF-B4KRQ4-F1-model_v6,0.227,352,0.965,0.518,3.614e-21,744,B4KRQ4
rank0017_ca6_proteinbinders_5713_A,AF-Q54S59-F1-model_v6,0.212,338,0.997,0.987,3.089e-19,743,Q54S59
rank0017_ca6_proteinbinders_5713_A,AF-A6ZMK5-F1-model_v6,0.198,334,0.985,0.916,4.627e-21,742,A6ZMK5
rank0017_ca6_proteinbinders_5713_A,AF-B8M0Q1-F1-model_v6,0.267,350,0.988,0.763,1.9400000000000003e-20,742,B8M0Q1
rank0017_ca6_proteinbinders_5713_A,AF-Q99KP6-F1-model_v6,0.219,339,1.0,0.591,4.82e-19,742,Q99KP6
rank0017_ca6_proteinbinders_5713_A,AF-Q2TBS9-F1-model_v6,0.242,336,0.991,0.6,1.306e-20,742,Q2TBS9
rank0017_ca6_proteinbinders_5713_A,AF-Q99M63-F1-model_v6,0.239,336,0.991,0.6,1.5920000000000002e-20,742,Q99M63
rank0017_ca6_proteinbinders_5713_A,AF-B4MFM2-F1-model_v6,0.224,352,0.965,0.528,2.686e-21,742,B4MFM2
rank0017_ca6_proteinbinders_5713_A,AF-B4P7H8-F1-model_v6,0.223,353,0.965,0.519,2.965e-21,742,B4P7H8
rank0017_ca6_proteinbinders_5713_A,AF-Q13033-F1-model_v6,0.228,339,1.0,0.413,1.442e-20,742,Q13033
rank0017_ca6_proteinbinders_5713_A,AF-Q6NVM2-F1-model_v6,0.28,337,0.994,0.441,6.352e-20,741,Q6NVM2
rank0017_ca6_proteinbinders_5713_A,AF-Q8K4P0-F1-model_v6,0.208,336,0.991,0.221,2.535e-19,741,Q8K4P0
rank0017_ca6_proteinbinders_5713_A,AF-P40217-F1-model_v6,0.206,332,0.979,0.911,1.218e-21,739,P40217
rank0017_ca6_proteinbinders_5713_A,AF-Q99LC2-F1-model_v6,0.205,337,0.994,0.756,2.686e-21,739,Q99LC2
rank0017_ca6_proteinbinders_5713_A,AF-Q9NSI6-2-F1-model_v6,0.252,368,0.994,0.162,2.186e-19,739,Q9NSI6-2
rank0017_ca6_proteinbinders_5713_A,AF-Q5A7Q3-F1-model_v6,0.22,338,0.997,0.805,4.278e-20,738,Q5A7Q3
rank0017_ca6_proteinbinders_5713_A,AF-Q05048-F1-model_v6,0.208,337,0.994,0.756,2.822e-21,738,Q05048
rank0017_ca6_proteinbinders_5713_A,AF-Q6CI08-F1-model_v6,0.222,333,0.982,0.938,3.797e-21,737,Q6CI08
rank0017_ca6_proteinbinders_5713_A,AF-Q5F3D7-F1-model_v6,0.191,336,0.991,0.556,4.587e-19,737,Q5F3D7
rank0017_ca6_proteinbinders_5713_A,AF-Q5F201-F1-model_v6,0.186,329,0.971,0.46,4.587e-19,737,Q5F201
rank0017_ca6_proteinbinders_5713_A,AF-P42841-F1-model_v6,0.204,336,0.991,0.634,1.707e-19,736,P42841
rank0017_ca6_proteinbinders_5713_A,AF-A1DP19-F1-model_v6,0.255,359,0.988,0.814,7.219e-21,735,A1DP19
rank0017_ca6_proteinbinders_5713_A,AF-Q12788-F1-model_v6,0.227,443,0.979,0.548,1.6390000000000001e-21,734,Q12788
rank0017_ca6_proteinbinders_5713_A,AF-Q54H44-F1-model_v6,0.204,339,1.0,0.985,1.442e-20,733,Q54H44
rank0017_ca6_proteinbinders_5713_A,AF-A8QBF3-F1-model_v6,0.194,332,0.979,0.948,2.1410000000000002e-20,733,A8QBF3
rank0017_ca6_proteinbinders_5713_A,AF-P40968-F1-model_v6,0.183,337,0.994,0.666,3.341e-20,733,P40968
rank0017_ca6_proteinbinders_5713_A,AF-O61585-F1-model_v6,0.252,337,0.994,0.419,3.8750000000000004e-20,733,O61585
rank0017_ca6_proteinbinders_5713_A,AF-Q76B40-F1-model_v6,0.239,336,0.991,0.6,2.8810000000000004e-20,732,Q76B40
rank0017_ca6_proteinbinders_5713_A,AF-Q5ZIU8-F1-model_v6,0.25,337,0.994,0.44,1.794e-19,732,Q5ZIU8
rank0017_ca6_proteinbinders_5713_A,AF-Q09150-F1-model_v6,0.215,339,1.0,0.974,5.59e-19,731,Q09150
rank0017_ca6_proteinbinders_5713_A,AF-O94365-F1-model_v6,0.199,333,0.982,0.581,9.433e-20,731,O94365
rank0017_ca6_proteinbinders_5713_A,AF-Q2TAY7-F1-model_v6,0.245,336,0.991,0.6,1.306e-20,731,Q2TAY7
rank0017_ca6_proteinbinders_5713_A,AF-Q1LZ08-F1-model_v6,0.222,353,0.965,0.528,3.797e-21,731,Q1LZ08
rank0017_ca6_proteinbinders_5713_A,AF-A6H603-3-F1-model_v6,0.215,339,0.991,0.276,2.413e-19,731,A6H603-3
rank0017_ca6_proteinbinders_5713_A,AF-A6H603-2-F1-model_v6,0.215,339,0.991,0.236,2.413e-19,731,A6H603-2
rank0017_ca6_proteinbinders_5713_A,AF-Q13033-2-F1-model_v6,0.228,339,1.0,0.461,4.962e-20,730,Q13033-2
rank0017_ca6_proteinbinders_5713_A,AF-Q9ERG2-F1-model_v6,0.228,339,1.0,0.413,4.7220000000000006e-20,730,Q9ERG2
rank0017_ca6_proteinbinders_5713_A,AF-Q16MY0-F1-model_v6,0.22,340,0.968,0.516,7.584e-21,729,Q16MY0
rank0017_ca6_proteinbinders_5713_A,AF-O42469-F1-model_v6,0.202,339,1.0,0.383,2.663e-19,729,O42469
rank0017_ca6_proteinbinders_5713_A,AF-Q5AI86-F1-model_v6,0.206,334,0.985,0.923,1.0720000000000001e-20,728,Q5AI86
rank0017_ca6_proteinbinders_5713_A,AF-Q5BJQ6-F1-model_v6,0.205,337,0.994,0.756,6.2240000000000005e-21,728,Q5BJQ6
rank0017_ca6_proteinbinders_5713_A,AF-Q6CP71-F1-model_v6,0.208,336,0.991,0.657,1.98e-19,728,Q6CP71
rank0017_ca6_proteinbinders_5713_A,AF-Q9NRL3-F1-model_v6,0.221,339,1.0,0.434,2.7420000000000005e-20,728,Q9NRL3
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-4-F1-model_v6,0.203,339,1.0,0.381,3.765e-19,728,Q04726-4
rank0017_ca6_proteinbinders_5713_A,AF-Q99973-F1-model_v6,0.244,281,0.829,0.105,2.186e-19,728,Q99973
rank0017_ca6_proteinbinders_5713_A,AF-A2QP30-F1-model_v6,0.234,340,0.994,0.767,1.846e-20,727,A2QP30
rank0017_ca6_proteinbinders_5713_A,AF-B3NSK1-F1-model_v6,0.222,353,0.965,0.519,4.627e-21,727,B3NSK1
rank0017_ca6_proteinbinders_5713_A,AF-P18851-F1-model_v6,0.258,338,0.997,0.799,1.1260000000000001e-20,726,P18851
rank0017_ca6_proteinbinders_5713_A,AF-F4JF14-F1-model_v6,0.243,286,0.829,0.3,3.583e-19,726,F4JF14
rank0017_ca6_proteinbinders_5713_A,AF-P16520-2-F1-model_v6,0.314,250,0.735,0.842,2.344e-18,725,P16520-2
rank0017_ca6_proteinbinders_5713_A,AF-Q9JHB4-2-F1-model_v6,0.228,329,0.971,0.798,1.884e-19,725,Q9JHB4-2
rank0017_ca6_proteinbinders_5713_A,AF-D4AZ50-F1-model_v6,0.314,352,0.988,0.764,7.969e-21,725,D4AZ50
rank0017_ca6_proteinbinders_5713_A,AF-Q9JMJ4-F1-model_v6,0.219,339,1.0,0.591,1.578e-18,725,Q9JMJ4
rank0017_ca6_proteinbinders_5713_A,AF-Q7ZW33-F1-model_v6,0.208,337,0.994,0.557,6.171e-19,725,Q7ZW33
rank0017_ca6_proteinbinders_5713_A,AF-B4HND9-F1-model_v6,0.221,353,0.965,0.519,4.627e-21,725,B4HND9
rank0017_ca6_proteinbinders_5713_A,AF-Q8BG40-F1-model_v6,0.279,338,0.997,0.448,3.6880000000000005e-20,724,Q8BG40
rank0017_ca6_proteinbinders_5713_A,AF-Q07141-F1-model_v6,0.199,339,1.0,0.393,5.321e-19,723,Q07141
rank0017_ca6_proteinbinders_5713_A,AF-P58404-F1-model_v6,0.226,339,1.0,0.43,1.041e-19,723,P58404
rank0017_ca6_proteinbinders_5713_A,AF-Q5VQ78-F1-model_v6,0.222,338,0.997,0.321,2.08e-19,721,Q5VQ78
rank0017_ca6_proteinbinders_5713_A,AF-P0DPA1-F1-model_v6,0.227,337,0.991,0.573,1.413e-21,720,P0DPA1
rank0017_ca6_proteinbinders_5713_A,AF-O74319-F1-model_v6,0.245,315,0.929,0.453,4.071e-20,720,O74319
rank0017_ca6_proteinbinders_5713_A,AF-B3MET8-F1-model_v6,0.22,353,0.965,0.529,8.372e-21,719,B3MET8
rank0017_ca6_proteinbinders_5713_A,AF-Q5U2W5-F1-model_v6,0.227,443,0.979,0.554,2.686e-21,719,Q5U2W5
rank0017_ca6_proteinbinders_5713_A,AF-Q8BHB4-F1-model_v6,0.24,334,0.95,0.355,7.969e-21,719,Q8BHB4
rank0017_ca6_proteinbinders_5713_A,AF-C4JPW9-F1-model_v6,0.281,357,0.991,0.778,3.18e-20,718,C4JPW9
rank0017_ca6_proteinbinders_5713_A,AF-A5D7H2-F1-model_v6,0.222,339,1.0,0.413,6.674000000000001e-20,718,A5D7H2
rank0017_ca6_proteinbinders_5713_A,AF-Q149M9-F1-model_v6,0.211,339,0.991,0.217,8.302e-19,718,Q149M9
rank0017_ca6_proteinbinders_5713_A,AF-B4J8H6-F1-model_v6,0.226,352,0.965,0.528,8.372e-21,717,B4J8H6
rank0017_ca6_proteinbinders_5713_A,AF-Q2KJJ5-F1-model_v6,0.225,442,0.976,0.553,5.638e-21,717,Q2KJJ5
rank0017_ca6_proteinbinders_5713_A,AF-Q96J01-F1-model_v6,0.253,288,0.832,0.821,4.156e-19,716,Q96J01
rank0017_ca6_proteinbinders_5713_A,AF-B4GIJ0-F1-model_v6,0.22,364,0.997,0.535,4.1910000000000004e-21,716,B4GIJ0
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-6-F1-model_v6,0.203,339,1.0,0.383,7.901e-19,716,Q04726-6
rank0017_ca6_proteinbinders_5713_A,AF-Q9FKT5-F1-model_v6,0.264,337,0.994,0.959,5.477000000000001e-20,715,Q9FKT5
rank0017_ca6_proteinbinders_5713_A,AF-Q6CKX3-F1-model_v6,0.207,332,0.979,0.905,2.822e-21,714,Q6CKX3
rank0017_ca6_proteinbinders_5713_A,AF-B6QC56-F1-model_v6,0.291,350,0.988,0.763,5.477000000000001e-20,714,B6QC56
rank0017_ca6_proteinbinders_5713_A,AF-P58405-2-F1-model_v6,0.224,339,1.0,0.453,1.208e-19,714,P58405-2
rank0017_ca6_proteinbinders_5713_A,AF-O13166-F1-model_v6,0.203,339,1.0,0.386,9.164e-19,714,O13166
rank0017_ca6_proteinbinders_5713_A,AF-Q9FUY2-F1-model_v6,0.257,339,1.0,0.314,2.296e-19,714,Q9FUY2
rank0017_ca6_proteinbinders_5713_A,AF-Q9NV06-F1-model_v6,0.179,336,0.991,0.665,2.798e-19,713,Q9NV06
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-F1-model_v6,0.206,339,1.0,0.381,6.171e-19,713,Q04726
rank0017_ca6_proteinbinders_5713_A,AF-Q6UXN9-F1-model_v6,0.209,338,0.997,0.952,3.341e-20,712,Q6UXN9
rank0017_ca6_proteinbinders_5713_A,AF-Q28YY2-F1-model_v6,0.225,364,0.997,0.535,1.997e-21,712,Q28YY2
rank0017_ca6_proteinbinders_5713_A,AF-Q58E77-F1-model_v6,0.216,338,0.997,0.952,4.7220000000000006e-20,711,Q58E77
rank0017_ca6_proteinbinders_5713_A,AF-F4KB17-F1-model_v6,0.248,337,0.994,0.344,2.296e-19,711,F4KB17
rank0017_ca6_proteinbinders_5713_A,AF-Q759L2-F1-model_v6,0.198,331,0.976,0.905,4.7220000000000006e-20,710,Q759L2
rank0017_ca6_proteinbinders_5713_A,AF-P70483-F1-model_v6,0.2,339,1.0,0.422,1.401e-19,710,P70483
rank0017_ca6_proteinbinders_5713_A,AF-P58405-F1-model_v6,0.223,339,1.0,0.414,1.884e-19,710,P58405
rank0017_ca6_proteinbinders_5713_A,AF-A4R3M4-F1-model_v6,0.277,352,0.988,0.764,2.7420000000000005e-20,709,A4R3M4
rank0017_ca6_proteinbinders_5713_A,AF-Q12220-F1-model_v6,0.241,354,0.976,0.375,2.557e-21,709,Q12220
rank0017_ca6_proteinbinders_5713_A,AF-P14197-F1-model_v6,0.212,338,0.997,0.665,5.755000000000001e-20,708,P14197
rank0017_ca6_proteinbinders_5713_A,AF-Q54D08-F1-model_v6,0.255,294,0.864,0.967,6.812e-19,707,Q54D08
rank0017_ca6_proteinbinders_5713_A,AF-A5DGL8-F1-model_v6,0.188,334,0.985,0.922,1.041e-19,707,A5DGL8
rank0017_ca6_proteinbinders_5713_A,AF-Q8NA23-F1-model_v6,0.241,315,0.912,0.858,1.578e-18,707,Q8NA23
rank0017_ca6_proteinbinders_5713_A,AF-O43815-2-F1-model_v6,0.203,339,1.0,0.45,1.546e-19,707,O43815-2
rank0017_ca6_proteinbinders_5713_A,AF-Q8C4J7-F1-model_v6,0.224,443,0.979,0.553,8.797000000000001e-21,707,Q8C4J7
rank0017_ca6_proteinbinders_5713_A,AF-Q6H8D5-F1-model_v6,0.213,338,0.997,0.32,3.955e-19,707,Q6H8D5
rank0017_ca6_proteinbinders_5713_A,AF-Q4P6E2-F1-model_v6,0.215,331,0.976,0.919,7.969e-21,706,Q4P6E2
rank0017_ca6_proteinbinders_5713_A,AF-P16371-F1-model_v6,0.205,339,1.0,0.403,1.012e-18,705,P16371
rank0017_ca6_proteinbinders_5713_A,AF-Q08122-1-F1-model_v6,0.209,339,1.0,0.381,1.233e-18,704,Q08122-1
rank0017_ca6_proteinbinders_5713_A,AF-O22785-F1-model_v6,0.25,337,0.994,0.57,1.831e-18,703,O22785
rank0017_ca6_proteinbinders_5713_A,AF-Q9FNN2-F1-model_v6,0.23,335,0.988,0.499,2.94e-19,703,Q9FNN2
rank0017_ca6_proteinbinders_5713_A,AF-Q9WVB2-F1-model_v6,0.201,339,1.0,0.383,1.117e-18,703,Q9WVB2
rank0017_ca6_proteinbinders_5713_A,AF-Q5ZMV7-F1-model_v6,0.217,338,0.997,0.952,5.477000000000001e-20,702,Q5ZMV7
rank0017_ca6_proteinbinders_5713_A,AF-Q9S7I8-F1-model_v6,0.237,336,0.991,0.678,1.269e-19,702,Q9S7I8
rank0017_ca6_proteinbinders_5713_A,AF-O55106-F1-model_v6,0.2,339,1.0,0.422,1.98e-19,702,O55106
rank0017_ca6_proteinbinders_5713_A,AF-Q9AUR7-F1-model_v6,0.231,331,0.976,0.256,2.08e-19,702,Q9AUR7
rank0017_ca6_proteinbinders_5713_A,AF-Q54MT0-F1-model_v6,0.193,332,0.979,0.924,6.046e-20,701,Q54MT0
rank0017_ca6_proteinbinders_5713_A,AF-Q04725-2-F1-model_v6,0.2,339,1.0,0.473,2.123e-18,701,Q04725-2
rank0017_ca6_proteinbinders_5713_A,AF-P16371-2-F1-model_v6,0.236,283,0.835,0.391,5.874e-19,701,P16371-2
rank0017_ca6_proteinbinders_5713_A,AF-Q04727-F1-model_v6,0.2,339,1.0,0.38,3.313e-18,700,Q04727
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-7-F1-model_v6,0.203,339,1.0,0.386,2.463e-18,699,Q04726-7
rank0017_ca6_proteinbinders_5713_A,AF-O42478-F1-model_v6,0.197,339,1.0,0.381,2.587e-18,699,O42478
rank0017_ca6_proteinbinders_5713_A,AF-Q5RFQ3-F1-model_v6,0.187,443,0.968,0.483,1.757e-20,699,Q5RFQ3
rank0017_ca6_proteinbinders_5713_A,AF-O02482-F1-model_v6,0.214,338,0.997,0.485,1.233e-18,698,O02482
rank0017_ca6_proteinbinders_5713_A,AF-E1BKF9-F1-model_v6,0.204,328,0.968,0.523,1.625e-19,698,E1BKF9
rank0017_ca6_proteinbinders_5713_A,AF-Q9LV27-F1-model_v6,0.267,296,0.864,0.97,1.923e-18,697,Q9LV27
rank0017_ca6_proteinbinders_5713_A,AF-Q8N1V2-F1-model_v6,0.204,328,0.968,0.526,1.794e-19,697,Q8N1V2
rank0017_ca6_proteinbinders_5713_A,AF-A6H603-F1-model_v6,0.218,339,0.991,0.217,3.001e-18,697,A6H603
rank0017_ca6_proteinbinders_5713_A,AF-Q640J6-F1-model_v6,0.216,338,0.997,0.952,1.794e-19,694,Q640J6
rank0017_ca6_proteinbinders_5713_A,AF-Q8NA23-2-F1-model_v6,0.212,337,0.994,0.814,6.171e-19,694,Q8NA23-2
rank0017_ca6_proteinbinders_5713_A,AF-D1ZEM6-F1-model_v6,0.29,367,0.985,0.755,1.041e-19,694,D1ZEM6
rank0017_ca6_proteinbinders_5713_A,AF-Q08122-F1-model_v6,0.203,339,1.0,0.381,3.657e-18,694,Q08122
rank0017_ca6_proteinbinders_5713_A,AF-Q54J37-F1-model_v6,0.192,342,1.0,0.414,5.2130000000000006e-20,693,Q54J37
rank0017_ca6_proteinbinders_5713_A,AF-Q9SJT9-F1-model_v6,0.228,335,0.988,0.26,3.765e-19,693,Q9SJT9
rank0017_ca6_proteinbinders_5713_A,AF-Q9JHB4-F1-model_v6,0.225,329,0.971,0.796,1.43e-18,692,Q9JHB4
rank0017_ca6_proteinbinders_5713_A,AF-B2B766-F1-model_v6,0.279,352,0.985,0.752,4.278e-20,692,B2B766
rank0017_ca6_proteinbinders_5713_A,AF-O43815-F1-model_v6,0.203,339,1.0,0.422,3.246e-19,692,O43815
rank0017_ca6_proteinbinders_5713_A,AF-P87177-F1-model_v6,0.207,349,0.968,0.379,2.484e-20,692,P87177
rank0017_ca6_proteinbinders_5713_A,AF-Q9W328-F1-model_v6,0.234,303,0.879,0.968,3.153e-18,690,Q9W328
rank0017_ca6_proteinbinders_5713_A,AF-Q8SQS4-F1-model_v6,0.234,318,0.938,0.54,1.208e-19,690,Q8SQS4
rank0017_ca6_proteinbinders_5713_A,AF-Q62441-F1-model_v6,0.224,283,0.835,0.364,2.856e-18,690,Q62441
rank0017_ca6_proteinbinders_5713_A,AF-B4QFZ8-F1-model_v6,0.265,339,1.0,0.985,1.472e-19,689,B4QFZ8
rank0017_ca6_proteinbinders_5713_A,AF-Q91WM3-F1-model_v6,0.227,332,0.979,0.678,1.15e-19,689,Q91WM3
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-2-F1-model_v6,0.206,339,1.0,0.387,2.856e-18,689,Q04726-2
rank0017_ca6_proteinbinders_5713_A,AF-O13282-F1-model_v6,0.252,327,0.965,0.499,8.979e-20,688,O13282
rank0017_ca6_proteinbinders_5713_A,AF-Q62440-5-F1-model_v6,0.197,339,1.0,0.397,5.169e-18,688,Q62440-5
rank0017_ca6_proteinbinders_5713_A,AF-Q08122-2-F1-model_v6,0.203,339,1.0,0.382,5.169e-18,688,Q08122-2
rank0017_ca6_proteinbinders_5713_A,AF-Q9LYK6-F1-model_v6,0.186,337,0.994,0.903,1.472e-19,687,Q9LYK6
rank0017_ca6_proteinbinders_5713_A,AF-Q29RH4-F1-model_v6,0.253,288,0.832,0.821,2.344e-18,687,Q29RH4
rank0017_ca6_proteinbinders_5713_A,AF-O94967-4-F1-model_v6,0.233,337,0.994,0.344,8.546000000000001e-20,687,O94967-4
rank0017_ca6_proteinbinders_5713_A,AF-Q4R2Z6-F1-model_v6,0.212,370,0.997,0.595,3.8750000000000004e-20,686,Q4R2Z6
rank0017_ca6_proteinbinders_5713_A,AF-Q7KWL3-F1-model_v6,0.198,336,0.991,0.667,9.164e-19,685,Q7KWL3
rank0017_ca6_proteinbinders_5713_A,AF-A8ILK1-F1-model_v6,0.205,332,0.976,0.54,2.798e-19,685,A8ILK1
rank0017_ca6_proteinbinders_5713_A,AF-Q62440-2-F1-model_v6,0.197,339,1.0,0.422,6.299e-18,685,Q62440-2
rank0017_ca6_proteinbinders_5713_A,AF-Q04727-4-F1-model_v6,0.201,339,1.0,0.393,3.481e-18,685,Q04727-4
rank0017_ca6_proteinbinders_5713_A,AF-Q8BH57-2-F1-model_v6,0.214,371,1.0,0.56,2.8810000000000004e-20,684,Q8BH57-2
rank0017_ca6_proteinbinders_5713_A,AF-Q62440-F1-model_v6,0.196,339,1.0,0.382,3.313e-18,684,Q62440
rank0017_ca6_proteinbinders_5713_A,AF-Q04727-3-F1-model_v6,0.224,283,0.835,0.349,4.242e-18,684,Q04727-3
rank0017_ca6_proteinbinders_5713_A,AF-Q2TZG4-F1-model_v6,0.224,336,0.991,0.53,4.82e-19,683,Q2TZG4
rank0017_ca6_proteinbinders_5713_A,AF-Q04725-F1-model_v6,0.206,339,1.0,0.396,2.719e-18,682,Q04725
rank0017_ca6_proteinbinders_5713_A,AF-B3NQR5-F1-model_v6,0.269,339,1.0,0.985,2.413e-19,681,B3NQR5
rank0017_ca6_proteinbinders_5713_A,AF-Q62440-3-F1-model_v6,0.197,339,1.0,0.452,8.903e-18,681,Q62440-3
rank0017_ca6_proteinbinders_5713_A,AF-Q55FR9-F1-model_v6,0.212,329,0.971,0.251,1.012e-18,681,Q55FR9
rank0017_ca6_proteinbinders_5713_A,AF-Q04727-2-F1-model_v6,0.196,339,1.0,0.418,4.457e-18,680,Q04727-2
rank0017_ca6_proteinbinders_5713_A,AF-P58404-2-F1-model_v6,0.248,339,1.0,0.434,4.366e-19,680,P58404-2
rank0017_ca6_proteinbinders_5713_A,AF-O42937-F1-model_v6,0.198,339,1.0,0.368,3.153e-18,680,O42937
rank0017_ca6_proteinbinders_5713_A,AF-P35606-F1-model_v6,0.203,337,0.994,0.325,2.463e-18,680,P35606
rank0017_ca6_proteinbinders_5713_A,AF-Q28DW0-F1-model_v6,0.263,338,0.997,0.973,6.812e-19,679,Q28DW0
rank0017_ca6_proteinbinders_5713_A,AF-Q04724-F1-model_v6,0.196,339,1.0,0.382,4.682e-18,679,Q04724
rank0017_ca6_proteinbinders_5713_A,AF-O13168-F1-model_v6,0.206,339,1.0,0.381,5.431e-18,678,O13168
rank0017_ca6_proteinbinders_5713_A,AF-Q8VE80-F1-model_v6,0.253,288,0.832,0.821,3.481e-18,677,Q8VE80
rank0017_ca6_proteinbinders_5713_A,AF-P0CS39-2-F1-model_v6,0.247,339,0.85,0.41,3.481e-18,677,P0CS39-2
rank0017_ca6_proteinbinders_5713_A,AF-Q8CBE3-F1-model_v6,0.234,342,1.0,0.69,7.901e-19,676,Q8CBE3
rank0017_ca6_proteinbinders_5713_A,AF-O43818-F1-model_v6,0.211,333,0.982,0.676,2.663e-19,674,O43818
rank0017_ca6_proteinbinders_5713_A,AF-Q0J3D9-F1-model_v6,0.228,335,0.988,0.26,1.658e-18,672,Q0J3D9
rank0017_ca6_proteinbinders_5713_A,AF-Q5R650-F1-model_v6,0.231,341,1.0,0.689,2.021e-18,670,Q5R650
rank0017_ca6_proteinbinders_5713_A,AF-P62879-2-F1-model_v6,0.287,281,0.829,0.996,1.233e-18,669,P62879-2
rank0017_ca6_proteinbinders_5713_A,AF-Q7ZYQ6-F1-model_v6,0.17,336,0.991,0.665,3.481e-18,669,Q7ZYQ6
rank0017_ca6_proteinbinders_5713_A,AF-Q9R1A8-F1-model_v6,0.219,306,0.835,0.417,1.033e-17,669,Q9R1A8
rank0017_ca6_proteinbinders_5713_A,AF-P35605-F1-model_v6,0.203,337,0.994,0.325,4.92e-18,667,P35605
rank0017_ca6_proteinbinders_5713_A,AF-Q54YD8-F1-model_v6,0.242,287,0.847,0.286,9.354e-18,667,Q54YD8
rank0017_ca6_proteinbinders_5713_A,AF-P0CS39-F1-model_v6,0.244,339,0.85,0.385,4.037e-18,666,P0CS39
rank0017_ca6_proteinbinders_5713_A,AF-B4P7Q3-F1-model_v6,0.267,339,1.0,0.985,8.302e-19,665,B4P7Q3
rank0017_ca6_proteinbinders_5713_A,AF-Q9W5Z5-F1-model_v6,0.262,345,0.826,0.808,1.533e-17,665,Q9W5Z5
rank0017_ca6_proteinbinders_5713_A,AF-G5EF68-F1-model_v6,0.241,278,0.732,0.429,1.054e-16,665,G5EF68
rank0017_ca6_proteinbinders_5713_A,AF-B3MC74-F1-model_v6,0.268,339,1.0,0.985,8.302e-19,664,B3MC74
rank0017_ca6_proteinbinders_5713_A,AF-Q5M7T1-F1-model_v6,0.266,338,0.997,0.968,1.578e-18,663,Q5M7T1
rank0017_ca6_proteinbinders_5713_A,AF-A4IIX9-F1-model_v6,0.234,340,1.0,0.688,1.831e-18,663,A4IIX9
rank0017_ca6_proteinbinders_5713_A,AF-Q99973-2-F1-model_v6,0.216,367,0.976,0.14,5.2130000000000006e-20,663,Q99973-2
rank0017_ca6_proteinbinders_5713_A,AF-Q292E8-F1-model_v6,0.271,339,1.0,0.985,8.722e-19,661,Q292E8
rank0017_ca6_proteinbinders_5713_A,AF-Q99KN2-F1-model_v6,0.268,339,1.0,0.971,2.021e-18,660,Q99KN2
rank0017_ca6_proteinbinders_5713_A,AF-Q08122-4-F1-model_v6,0.204,334,0.985,0.389,1.578e-18,660,Q08122-4
rank0017_ca6_proteinbinders_5713_A,AF-Q9USL1-F1-model_v6,0.195,289,0.853,0.932,9.828e-18,659,Q9USL1
rank0017_ca6_proteinbinders_5713_A,AF-Q9Y2I8-F1-model_v6,0.233,338,0.994,0.684,2.231e-18,659,Q9Y2I8
rank0017_ca6_proteinbinders_5713_A,AF-F4IIK6-2-F1-model_v6,0.238,299,0.867,0.958,1.533e-17,658,F4IIK6-2
rank0017_ca6_proteinbinders_5713_A,AF-Q8NHY2-2-F1-model_v6,0.199,339,1.0,0.461,3.153e-18,658,Q8NHY2-2
rank0017_ca6_proteinbinders_5713_A,AF-Q6P0D9-F1-model_v6,0.265,338,0.997,0.976,2.231e-18,656,Q6P0D9
rank0017_ca6_proteinbinders_5713_A,AF-Q9Y2I8-2-F1-model_v6,0.233,339,0.994,0.685,3.657e-18,656,Q9Y2I8-2
rank0017_ca6_proteinbinders_5713_A,AF-Q8NHY2-4-F1-model_v6,0.226,306,0.835,0.43,2.514e-17,656,Q8NHY2-4
rank0017_ca6_proteinbinders_5713_A,AF-Q803V5-F1-model_v6,0.237,276,0.776,0.847,4.549e-17,655,Q803V5
rank0017_ca6_proteinbinders_5713_A,AF-B4MY77-F1-model_v6,0.271,339,1.0,0.985,1.361e-18,654,B4MY77
rank0017_ca6_proteinbinders_5713_A,AF-Q04726-3-F1-model_v6,0.204,334,0.985,0.398,1.923e-18,654,Q04726-3
rank0017_ca6_proteinbinders_5713_A,AF-P0CS38-2-F1-model_v6,0.242,339,0.85,0.41,9.828e-18,653,P0CS38-2
rank0017_ca6_proteinbinders_5713_A,AF-Q64LD2-F1-model_v6,0.197,336,0.991,0.564,2.94e-19,652,Q64LD2
rank0017_ca6_proteinbinders_5713_A,AF-Q8NHY2-F1-model_v6,0.199,339,1.0,0.446,4.457e-18,652,Q8NHY2
rank0017_ca6_proteinbinders_5713_A,AF-Q17GR9-F1-model_v6,0.25,338,0.997,0.976,2.021e-18,651,Q17GR9
