query,target,evalue,lddt,pdb_id,chain,SCIENTIFIC_NAME
rank00029_ca4_proteinbinders_4407_A,1vdm-assembly1_D,0.9307,0.25,1vdm,D,Pyrococcus horikoshii
rank00029_ca4_proteinbinders_4407_A,4i34-assembly1_D,1.129,0.2497,4i34,D,Escherichia coli K-12
rank00029_ca4_proteinbinders_4407_A,3qku-assembly2_B,2.289,0.2483,3qku,B,Pyrococcus furiosus
rank00029_ca4_proteinbinders_4407_A,5b55-assembly1_B,7.279,0.2468,5b55,B,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
rank00029_ca4_proteinbinders_4407_A,3cqk-assembly1_B,4.795,0.2467,3cqk,B,Escherichia coli
rank00029_ca4_proteinbinders_4407_A,1vdm-assembly1_L,0.5219,0.2454,1vdm,L,Pyrococcus horikoshii
rank00029_ca4_proteinbinders_4407_A,8t3k-assembly1_D,2.289,0.2449,8t3k,D,Bacillus subtilis subsp. subtilis str. 168
rank00029_ca4_proteinbinders_4407_A,8dmr-assembly1_A,6.002,0.2428,8dmr,A,Legionella pneumophila
rank00029_ca4_proteinbinders_4407_A,1vdm-assembly1_A,0.1353,0.2413,1vdm,A,Pyrococcus horikoshii
rank00029_ca4_proteinbinders_4407_A,1jsw-assembly1_C,8.315,0.2411,1jsw,C,Escherichia coli B
rank00029_ca4_proteinbinders_4407_A,6bu2-assembly1_A,1.887,0.2399,6bu2,A,Mycobacterium tuberculosis H37Rv
rank00029_ca4_proteinbinders_4407_A,8ipt-assembly2_E,4.95,0.239,8ipt,E,Escherichia coli BL21(DE3)
rank00029_ca4_proteinbinders_4407_A,7dl1-assembly2_D,8.839,0.238,7dl1,D,Candidatus Cloacimonas acidaminovorans str. Evry
rank00029_ca4_proteinbinders_4407_A,1vdm-assembly1_E,0.5219,0.2378,1vdm,E,Pyrococcus horikoshii
rank00029_ca4_proteinbinders_4407_A,1vdm-assembly1_C,1.887,0.2362,1vdm,C,Pyrococcus horikoshii
rank00029_ca4_proteinbinders_4407_A,6kcf-assembly1_B,5.278,0.2342,6kcf,B,Candidatus Liberibacter asiaticus str. psy62
rank00029_ca4_proteinbinders_4407_A,7c1a-assembly1_D,7.822,0.234,7c1a,D,[Mannheimia] succiniciproducens MBEL55E
rank00029_ca4_proteinbinders_4407_A,3pqd-assembly1_D,1.283,0.2316,3pqd,D,Bacillus subtilis
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly6_F,6.511,0.2312,6qd6,F,Helicobacter pylori
rank00029_ca4_proteinbinders_4407_A,6j31-assembly4_D,7.358,0.2282,6j31,D,Kitasatospora
rank00029_ca4_proteinbinders_4407_A,6ui3-assembly1_A,9.99,0.228,6ui3,A,Clostridium cellulovorans
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly4_D,3.532,0.2279,6qd6,D,Helicobacter pylori
rank00029_ca4_proteinbinders_4407_A,6xvi-assembly3_C,9.397,0.2276,6xvi,C,Helicobacter pylori G27
rank00029_ca4_proteinbinders_4407_A,4fwd-assembly1_A,2.96,0.2261,4fwd,A,Meiothermus taiwanensis
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly8_H,5.419,0.2256,6qd6,H,Helicobacter pylori
rank00029_ca4_proteinbinders_4407_A,3ecd-assembly1_A,9.99,0.224,3ecd,A,Burkholderia pseudomallei
rank00029_ca4_proteinbinders_4407_A,7ola-assembly1_D,8.839,0.2236,7ola,D,Staphylococcus aureus
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly2_B,9.99,0.2217,6qd6,B,Helicobacter pylori
rank00029_ca4_proteinbinders_4407_A,4r7o-assembly5_E,8.277,0.2159,4r7o,E,Bacillus anthracis str. Ames
rank00029_ca4_proteinbinders_4407_A,7c1c-assembly1_B,6.511,0.215,7c1c,B,[Mannheimia] succiniciproducens MBEL55E
rank00029_ca4_proteinbinders_4407_A,8e2r-assembly1_A,4.082,0.2146,8e2r,A,Escherichia coli
rank00029_ca4_proteinbinders_4407_A,3qkt-assembly2_C,1.887,0.2134,3qkt,C,Pyrococcus furiosus
rank00029_ca4_proteinbinders_4407_A,8q51-assembly1_A,5.629,0.2107,8q51,A,Niallia circulans
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly7_G,2.94,0.2038,6qd6,G,Helicobacter pylori
rank00029_ca4_proteinbinders_4407_A,6qd6-assembly5_E,5.098,0.203,6qd6,E,Helicobacter pylori
rank00030_ca4_proteinbinders_4595_A,8hqp-assembly1_C,0.0002345,0.4403,8hqp,C,Acidimicrobiia bacterium
rank00030_ca4_proteinbinders_4595_A,2ohh-assembly1_A,0.0793,0.4318,2ohh,A,Methanothermobacter thermautotrophicus
rank00030_ca4_proteinbinders_4595_A,8sye-assembly1_A,0.001135,0.43,8sye,A,Thermus thermophilus HB27
rank00030_ca4_proteinbinders_4595_A,4d02-assembly1_A,0.01965,0.4268,4d02,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,6h0d-assembly1_A,0.02827,0.4186,6h0d,A,Synechocystis sp. PCC 6803 substr. Kazusa
rank00030_ca4_proteinbinders_4595_A,5wid-assembly2_B,0.003594,0.4142,5wid,B,Methanosarcina acetivorans C2A
rank00030_ca4_proteinbinders_4595_A,6j32-assembly2_C,0.01285,0.4115,6j32,C,Kitasatospora
rank00030_ca4_proteinbinders_4595_A,3s2u-assembly1_A,0.0001839,0.4113,3s2u,A,Pseudomonas aeruginosa PAO1
rank00030_ca4_proteinbinders_4595_A,7r2o-assembly1_A,0.0174,0.4091,7r2o,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,4xcq-assembly1_A,0.01138,0.4082,4xcq,A,Clostridium phage c-st
rank00030_ca4_proteinbinders_4595_A,1vgv-assembly1_B,0.0003585,0.4071,1vgv,B,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,6dqp-assembly1_A,0.04594,0.4051,6dqp,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,3ksu-assembly1_B,0.05186,0.403,3ksu,B,Oenococcus oeni PSU-1
rank00030_ca4_proteinbinders_4595_A,1e5d-assembly1_B,0.02827,0.4029,1e5d,B,Megalodesulfovibrio gigas
rank00030_ca4_proteinbinders_4595_A,5vt6-assembly1_D,0.004582,0.4028,5vt6,D,Burkholderia pseudomallei 1710b
rank00030_ca4_proteinbinders_4595_A,2hq1-assembly1_A,0.04594,0.4008,2hq1,A,Acetivibrio thermocellus
rank00030_ca4_proteinbinders_4595_A,6frm-assembly2_F,0.01209,0.3992,6frm,F,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,1vgv-assembly2_C,0.0001839,0.3978,1vgv,C,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,7r2p-assembly1_A,0.01965,0.3972,7r2p,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,2fz5-assembly1_A,0.07463,0.3968,2fz5,A,Megasphaera elsdenii
rank00030_ca4_proteinbinders_4595_A,7r0f-assembly1_A,0.02504,0.3958,7r0f,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,5mn5-assembly2_B,0.002996,0.3953,5mn5,B,Staphylococcus aureus
rank00030_ca4_proteinbinders_4595_A,6frm-assembly2_E,0.01365,0.3953,6frm,E,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,3hp4-assembly1_A,0.2363,0.3929,3hp4,A,Pseudoalteromonas sp. 643A
rank00030_ca4_proteinbinders_4595_A,7ylq-assembly1_B,0.06221,0.3915,7ylq,B,Sphingomonas sp. ACM-3962
rank00030_ca4_proteinbinders_4595_A,6frn-assembly1_A,0.01541,0.3893,6frn,A,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,6frm-assembly1_A,0.01451,0.3882,6frm,A,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,1psw-assembly1_A,0.01365,0.3882,1psw,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,5enz-assembly1_B,0.003383,0.387,5enz,B,Staphylococcus aureus
rank00030_ca4_proteinbinders_4595_A,9cm8-assembly1_A,0.0008906,0.3863,9cm8,A,Paenibacillus alvei
rank00030_ca4_proteinbinders_4595_A,7vz6-assembly1_E,0.01541,0.3858,7vz6,E,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,2h1h-assembly2_B,0.008929,0.3855,2h1h,B,Escherichia coli RS218
rank00030_ca4_proteinbinders_4595_A,5l3s-assembly1_A,0.01849,0.3839,5l3s,A,Saccharolobus solfataricus P2
rank00030_ca4_proteinbinders_4595_A,7vz6-assembly1_A,0.008929,0.3834,7vz6,A,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,5bp4-assembly4_G,0.0793,0.3832,5bp4,G,Mycolicibacterium smegmatis MC2 155
rank00030_ca4_proteinbinders_4595_A,7vza-assembly1_G,0.008404,0.3828,7vza,G,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,3a11-assembly1_E,0.004312,0.3826,3a11,E,Thermococcus kodakarensis KOD1
rank00030_ca4_proteinbinders_4595_A,7qh2-assembly1_E,0.6628,0.3826,7qh2,E,Acetobacterium woodii
rank00030_ca4_proteinbinders_4595_A,3l3b-assembly1_A,0.01365,0.3823,3l3b,A,Ehrlichia chaffeensis str. Arkansas
rank00030_ca4_proteinbinders_4595_A,7vyy-assembly1_B,0.05511,0.3819,7vyy,B,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,7vyy-assembly1_A,0.03192,0.3814,7vyy,A,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,6frn-assembly1_B,0.01008,0.381,6frn,B,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,7vza-assembly1_A,0.02827,0.381,7vza,A,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,3d1j-assembly1_A,0.05855,0.3804,3d1j,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,6frm-assembly2_H,0.03004,0.38,6frm,H,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,7ya2-assembly1_A,0.008929,0.3785,7ya2,A,Staphylococcus aureus subsp. aureus str. Newman
rank00030_ca4_proteinbinders_4595_A,6frm-assembly1_B,0.01965,0.3784,6frm,B,Methanothermococcus thermolithotrophicus
rank00030_ca4_proteinbinders_4595_A,2cnw-assembly2_E,0.07024,0.3782,2cnw,E,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,7vza-assembly1_B,0.01451,0.3777,7vza,B,Streptomyces kasugaensis
rank00030_ca4_proteinbinders_4595_A,1oy1-assembly1_B,0.003594,0.3774,1oy1,B,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,3fg9-assembly1_B,0.0793,0.3774,3fg9,B,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,4wkg-assembly1_F,0.02504,0.3768,4wkg,F,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,6m8v-assembly1_A,0.007005,0.3757,6m8v,A,Methanocaldococcus jannaschii DSM 2661
rank00030_ca4_proteinbinders_4595_A,4hwg-assembly1_A,0.001447,0.3756,4hwg,A,Rickettsia bellii RML369-C
rank00030_ca4_proteinbinders_4595_A,7yp4-assembly1_A,0.0793,0.3752,7yp4,A,Streptomyces sp. SCSIO 01934
rank00030_ca4_proteinbinders_4595_A,8h4z-assembly2_C,0.04069,0.3751,8h4z,C,Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093
rank00030_ca4_proteinbinders_4595_A,2h1f-assembly2_B,0.02504,0.3748,2h1f,B,Escherichia coli O6
rank00030_ca4_proteinbinders_4595_A,6j7u-assembly1_A,0.003819,0.3746,6j7u,A,uncultured bacterium
rank00030_ca4_proteinbinders_4595_A,2cnw-assembly3_F,0.05855,0.3746,2cnw,F,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,3ksu-assembly1_A,0.07463,0.3743,3ksu,A,Oenococcus oeni PSU-1
rank00030_ca4_proteinbinders_4595_A,3mbo-assembly1_A,0.04323,0.3736,3mbo,A,Bacillus anthracis
rank00030_ca4_proteinbinders_4595_A,2r75-assembly1_1,0.007005,0.3732,2r75,1,Aquifex aeolicus
rank00030_ca4_proteinbinders_4595_A,3cx4-assembly1_A,0.03004,0.3732,3cx4,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,1vb5-assembly1_B,0.07024,0.3726,1vb5,B,Pyrococcus horikoshii OT3
rank00030_ca4_proteinbinders_4595_A,8sxv-assembly1_B,0.002498,0.371,8sxv,B,Thermus thermophilus HB27
rank00030_ca4_proteinbinders_4595_A,3f5q-assembly2_B,0.02827,0.3705,3f5q,B,Escherichia coli O6
rank00030_ca4_proteinbinders_4595_A,3i1j-assembly1_A,0.02504,0.3702,3i1j,A,Pseudomonas syringae pv. tomato
rank00030_ca4_proteinbinders_4595_A,4n82-assembly1_B,0.1745,0.37,4n82,B,Streptococcus sanguinis SK36
rank00030_ca4_proteinbinders_4595_A,2r4t-assembly1_A,0.008929,0.3682,2r4t,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,3ksm-assembly2_A,0.04881,0.3681,3ksm,A,Hahella chejuensis KCTC 2396
rank00030_ca4_proteinbinders_4595_A,7yp5-assembly1_B,0.1141,0.3678,7yp5,B,Streptomyces sp. SCSIO 01934
rank00030_ca4_proteinbinders_4595_A,4c7o-assembly1_A,0.04594,0.3677,4c7o,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,7bov-assembly1_A,0.001206,0.3673,7bov,A,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,8tav-assembly1_A,0.02088,0.3673,8tav,A,Staphylococcus aureus USA300-0114
rank00030_ca4_proteinbinders_4595_A,3f5q-assembly2_A,0.01638,0.3667,3f5q,A,Escherichia coli O6
rank00030_ca4_proteinbinders_4595_A,2qjw-assembly2_C,0.002996,0.3665,2qjw,C,Xanthomonas campestris pv. campestris
rank00030_ca4_proteinbinders_4595_A,4j1s-assembly1_A,0.007005,0.3659,4j1s,A,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,1ls1-assembly1_A,0.04323,0.3652,1ls1,A,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,2q9a-assembly2_B,0.1455,0.3644,2q9a,B,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,3qq1-assembly1_C,0.4335,0.3644,3qq1,C,Neisseria meningitidis MC58
rank00030_ca4_proteinbinders_4595_A,3i1j-assembly1_B,0.02357,0.3641,3i1j,B,Pseudomonas syringae pv. tomato
rank00030_ca4_proteinbinders_4595_A,1kh2-assembly1_B,0.008929,0.3634,1kh2,B,Thermus thermophilus
rank00030_ca4_proteinbinders_4595_A,1zun-assembly1_A,1.859,0.3627,1zun,A,Pseudomonas syringae
rank00030_ca4_proteinbinders_4595_A,3t1q-assembly1_A,0.3201,0.3626,3t1q,A,Thermus thermophilus HB8
rank00030_ca4_proteinbinders_4595_A,7ulh-assembly1_F,0.0007424,0.3625,7ulh,F,Mycobacterium avium 104
rank00030_ca4_proteinbinders_4595_A,4zgw-assembly1_A,0.0002647,0.3621,4zgw,A,Serratia marcescens
rank00030_ca4_proteinbinders_4595_A,3fg9-assembly3_E,0.03192,0.3621,3fg9,E,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,7o9f-assembly1_A,0.02218,0.362,7o9f,A,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,5mn6-assembly1_A,0.05186,0.3615,5mn6,A,Staphylococcus aureus
rank00030_ca4_proteinbinders_4595_A,2xxa-assembly2_C,0.0793,0.3614,2xxa,C,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,1vma-assembly2_B,0.09513,0.3605,1vma,B,Thermotoga maritima
rank00030_ca4_proteinbinders_4595_A,5gad-assembly1_i,0.02088,0.3596,5gad,I,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,3l3b-assembly1_B,0.02218,0.3596,3l3b,B,Ehrlichia chaffeensis str. Arkansas
rank00030_ca4_proteinbinders_4595_A,6ow4-assembly1_E,0.08953,0.358,6ow4,E,Bifidobacterium adolescentis L2-32
rank00030_ca4_proteinbinders_4595_A,7o5b-assembly1_g,0.02357,0.3557,7o5b,G,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,1vl2-assembly1_C,0.1213,0.3548,1vl2,C,Thermotoga maritima
rank00030_ca4_proteinbinders_4595_A,1kh2-assembly1_D,0.01138,0.3546,1kh2,D,Thermus thermophilus
rank00030_ca4_proteinbinders_4595_A,8wky-assembly1_A,0.01965,0.3545,8wky,A,Pyrococcus abyssi GE5
rank00030_ca4_proteinbinders_4595_A,7ulh-assembly1_C,0.00282,0.354,7ulh,C,Mycobacterium avium 104
rank00030_ca4_proteinbinders_4595_A,3qpy-assembly1_D,1.859,0.3538,3qpy,D,Neisseria meningitidis MC58
rank00030_ca4_proteinbinders_4595_A,4l2i-assembly1_B,0.1074,0.3526,4l2i,B,Acidaminococcus fermentans DSM 20731
rank00030_ca4_proteinbinders_4595_A,4nzp-assembly1_A,0.004058,0.3525,4nzp,A,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
rank00030_ca4_proteinbinders_4595_A,5tz8-assembly1_B,0.2224,0.352,5tz8,B,Staphylococcus aureus
rank00030_ca4_proteinbinders_4595_A,3a2k-assembly2_B,0.0661,0.3515,3a2k,B,Geobacillus kaustophilus
rank00030_ca4_proteinbinders_4595_A,2h1f-assembly1_A,0.04881,0.3512,2h1f,A,Escherichia coli O6
rank00030_ca4_proteinbinders_4595_A,2cnw-assembly1_D,0.09513,0.3512,2cnw,D,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,1rlu-assembly1_B,0.0001533,0.3511,1rlu,B,Mycobacterium tuberculosis
rank00030_ca4_proteinbinders_4595_A,5ahw-assembly3_E,0.4894,0.351,5ahw,E,Mycolicibacterium smegmatis MC2 155
rank00030_ca4_proteinbinders_4595_A,1h7q-assembly1_A,0.04594,0.3508,1h7q,A,Bacillus subtilis
rank00030_ca4_proteinbinders_4595_A,1kh1-assembly1_A,0.00282,0.3503,1kh1,A,Thermus thermophilus
rank00030_ca4_proteinbinders_4595_A,3ksm-assembly3_B,0.2668,0.3501,3ksm,B,Hahella chejuensis KCTC 2396
rank00030_ca4_proteinbinders_4595_A,5nco-assembly1_i,0.0661,0.3498,5nco,I,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,2iyl-assembly1_D,0.7042,0.3496,2iyl,D,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,1qgs-assembly1_A,0.05186,0.3486,1qgs,A,Bacillus subtilis
rank00030_ca4_proteinbinders_4595_A,6gnf-assembly2_B,0.0793,0.3485,6gnf,B,Cyanobacterium sp. CLg1
rank00030_ca4_proteinbinders_4595_A,3ufx-assembly5_G,1.373,0.3482,3ufx,G,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,2xxa-assembly1_A,0.09513,0.3479,2xxa,A,Escherichia coli K-12
rank00030_ca4_proteinbinders_4595_A,7ulh-assembly2_G,0.001736,0.3477,7ulh,G,Mycobacterium avium 104
rank00030_ca4_proteinbinders_4595_A,3qpz-assembly1_C,1.144,0.3471,3qpz,C,Neisseria meningitidis MC58
rank00030_ca4_proteinbinders_4595_A,3rm3-assembly1_A,0.1011,0.3465,3rm3,A,Bacillus sp. H-257
rank00030_ca4_proteinbinders_4595_A,2y4m-assembly2_B,2.23,0.3462,2y4m,B,Rhodothermus marinus DSM 4252
rank00030_ca4_proteinbinders_4595_A,6a1k-assembly1_B,0.004312,0.346,6a1k,B,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,7epk-assembly1_A,0.005173,0.3456,7epk,A,Aeropyrum pernix K1
rank00030_ca4_proteinbinders_4595_A,3k32-assembly3_F,0.03392,0.3453,3k32,F,Methanocaldococcus jannaschii
rank00030_ca4_proteinbinders_4595_A,6jak-assembly2_D,0.02218,0.3452,6jak,D,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,4m60-assembly1_A,0.04069,0.3451,4m60,A,Streptomyces antibioticus
rank00030_ca4_proteinbinders_4595_A,7vm0-assembly1_B,0.003819,0.3448,7vm0,B,Bacillus subtilis
rank00030_ca4_proteinbinders_4595_A,6unx-assembly1_A,0.007444,0.3448,6unx,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,6hll-assembly1_A,0.04594,0.3448,6hll,A,Pyrococcus abyssi GE5
rank00030_ca4_proteinbinders_4595_A,5ghr-assembly1_A,0.09513,0.3446,5ghr,A,Thermococcus kodakarensis KOD1
rank00030_ca4_proteinbinders_4595_A,6gnf-assembly3_C,0.1455,0.3444,6gnf,C,Cyanobacterium sp. CLg1
rank00030_ca4_proteinbinders_4595_A,6xl1-assembly1_B,0.3201,0.3444,6xl1,B,Treponema succinifaciens DSM 2489
rank00030_ca4_proteinbinders_4595_A,2bfw-assembly1_A,0.07463,0.3442,2bfw,A,Pyrococcus abyssi
rank00030_ca4_proteinbinders_4595_A,5udr-assembly1_F,0.2668,0.3435,5udr,F,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,8b5s-assembly1_A,0.01285,0.3433,8b5s,A,Pseudomonas aeruginosa
rank00030_ca4_proteinbinders_4595_A,3aus-assembly1_A,0.04594,0.3432,3aus,A,Priestia megaterium
rank00030_ca4_proteinbinders_4595_A,5tzk-assembly1_C,0.4606,0.3432,5tzk,C,Staphylococcus aureus
rank00030_ca4_proteinbinders_4595_A,6gnf-assembly1_A,0.2363,0.3415,6gnf,A,Cyanobacterium sp. CLg1
rank00030_ca4_proteinbinders_4595_A,5ghr-assembly2_C,0.1213,0.3407,5ghr,C,Thermococcus kodakarensis KOD1
rank00030_ca4_proteinbinders_4595_A,2iy3-assembly1_A,0.3201,0.3403,2iy3,A,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,1kah-assembly1_A,1.077,0.3403,1kah,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,2q9b-assembly2_B,0.04323,0.3402,2q9b,B,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,1ce8-assembly1_A,0.1074,0.3393,1ce8,A,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,7z2x-assembly1_B,1.013,0.339,7z2x,B,Lentilactobacillus buchneri
rank00030_ca4_proteinbinders_4595_A,3k32-assembly2_C,0.008929,0.3388,3k32,C,Methanocaldococcus jannaschii
rank00030_ca4_proteinbinders_4595_A,6utp-assembly1_A,0.2224,0.3388,6utp,A,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,2ng1-assembly1_A,0.3201,0.3384,2ng1,A,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,3hgm-assembly2_C,0.04323,0.3371,3hgm,C,Halomonas elongata
rank00030_ca4_proteinbinders_4595_A,3d02-assembly1_A,2.675,0.337,3d02,A,Klebsiella pneumoniae subsp. pneumoniae MGH 78578
rank00030_ca4_proteinbinders_4595_A,8jjq-assembly3_B,0.2668,0.3366,8jjq,B,Variovorax paradoxus
rank00030_ca4_proteinbinders_4595_A,3edm-assembly1_A,0.007005,0.3364,3edm,A,Agrobacterium fabrum str. C58
rank00030_ca4_proteinbinders_4595_A,7xgx-assembly2_B,1.373,0.3361,7xgx,B,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
rank00030_ca4_proteinbinders_4595_A,7k5z-assembly1_D,0.02661,0.3359,7k5z,D,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
rank00030_ca4_proteinbinders_4595_A,3p52-assembly1_B,2.518,0.3359,3p52,B,Campylobacter jejuni
rank00030_ca4_proteinbinders_4595_A,2vsn-assembly2_B,0.01008,0.3357,2vsn,B,Xanthomonas campestris pv. campestris str. 8004
rank00030_ca4_proteinbinders_4595_A,4wgf-assembly1_B,0.05511,0.3357,4wgf,B,Pseudomonas aeruginosa PAO1
rank00030_ca4_proteinbinders_4595_A,6cy1-assembly1_A,0.005173,0.3353,6cy1,A,Elizabethkingia anophelis NUHP1
rank00030_ca4_proteinbinders_4595_A,8b63-assembly1_A,0.01008,0.3346,8b63,A,Pseudomonas aeruginosa
rank00030_ca4_proteinbinders_4595_A,5u4q-assembly1_B,0.04323,0.3344,5u4q,B,Klebsiella pneumoniae
rank00030_ca4_proteinbinders_4595_A,3p52-assembly1_A,2.23,0.334,3p52,A,Campylobacter jejuni
rank00030_ca4_proteinbinders_4595_A,2z1n-assembly1_A,0.01138,0.3331,2z1n,A,Aeropyrum pernix K1
rank00030_ca4_proteinbinders_4595_A,1jdb-assembly1_K,0.09513,0.3331,1jdb,K,Escherichia coli
rank00030_ca4_proteinbinders_4595_A,2cfc-assembly1_D,0.05511,0.3329,2cfc,D,Xanthobacter versatilis
rank00030_ca4_proteinbinders_4595_A,5udr-assembly1_E,1.292,0.3321,5udr,E,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,2wao-assembly1_A,0.3613,0.3319,2wao,A,Acetivibrio thermocellus
rank00030_ca4_proteinbinders_4595_A,4rk7-assembly1_B,0.1642,0.3317,4rk7,B,Weissella paramesenteroides ATCC 33313
rank00030_ca4_proteinbinders_4595_A,1ng1-assembly1_A,0.07463,0.3314,1ng1,A,Thermus aquaticus
rank00030_ca4_proteinbinders_4595_A,5l3s-assembly2_D,0.3012,0.3313,5l3s,D,Sulfolobus acidocaldarius DSM 639
rank00030_ca4_proteinbinders_4595_A,3bl5-assembly1_A,3.209,0.3308,3bl5,A,Bacillus subtilis subsp. subtilis str. 168
rank00030_ca4_proteinbinders_4595_A,1u7n-assembly1_B,0.01965,0.3305,1u7n,B,Enterococcus faecalis
rank00030_ca4_proteinbinders_4595_A,6zjh-assembly1_AAA,0.3401,0.3305,6zjh,AAA,Thermoproteus uzoniensis 768-20
rank00030_ca4_proteinbinders_4595_A,5l3s-assembly1_B,0.5871,0.3304,5l3s,B,Sulfolobus acidocaldarius DSM 639
rank00030_ca4_proteinbinders_4595_A,8b62-assembly2_B,0.008929,0.3303,8b62,B,Pseudomonas aeruginosa
rank00030_ca4_proteinbinders_4595_A,6o04-assembly1_D,3.623,0.3302,6o04,D,Mycobacterium tuberculosis H37Rv
rank00030_ca4_proteinbinders_4595_A,4xfj-assembly1_B,0.06221,0.3292,4xfj,B,Mycolicibacterium thermoresistibile ATCC 19527
rank00030_ca4_proteinbinders_4595_A,5ekp-assembly1_C,3.849,0.3286,5ekp,C,Synechocystis sp. PCC 6803 substr. Kazusa
rank00030_ca4_proteinbinders_4595_A,3jt1-assembly1_A,1.749,0.3283,3jt1,A,Legionella pneumophila str. Lens
rank00030_ca4_proteinbinders_4595_A,1jmv-assembly3_C,0.7483,0.3282,1jmv,C,Haemophilus influenzae
rank00030_ca4_proteinbinders_4595_A,6h1j-assembly1_B,0.3012,0.328,6h1j,B,Staphylococcus aureus subsp. aureus N315
rank00030_ca4_proteinbinders_4595_A,1u7n-assembly1_A,0.03004,0.3275,1u7n,A,Enterococcus faecalis
rank00030_ca4_proteinbinders_4595_A,5unm-assembly1_E,0.6628,0.3274,5unm,E,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,6b2o-assembly1_F,0.5871,0.3267,6b2o,F,Lactiplantibacillus plantarum
rank00030_ca4_proteinbinders_4595_A,8w0n-assembly1_A,0.04594,0.3265,8w0n,A,Bacillus subtilis
rank00030_ca4_proteinbinders_4595_A,3bl5-assembly6_F,0.1369,0.3261,3bl5,F,Bacillus subtilis subsp. subtilis str. 168
