query,target,evalue,lddt,pdb_id,chain,SCIENTIFIC_NAME
rank0009_ca6_proteinbinders_4013_A,2fmo-assembly1_C,0.03799,0.2885,2fmo,C,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,6b2o-assembly1_F,0.3231,0.2883,6b2o,F,Lactiplantibacillus plantarum
rank0009_ca6_proteinbinders_4013_A,1nmn-assembly2_B,0.5955,0.2882,1nmn,B,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,6pk5-assembly2_F,0.003498,0.2876,6pk5,F,Methanotorris igneus
rank0009_ca6_proteinbinders_4013_A,5uds-assembly1_B,0.8085,0.2876,5uds,B,Lactiplantibacillus plantarum WCFS1
rank0009_ca6_proteinbinders_4013_A,8wt1-assembly2_E,0.5602,0.2872,8wt1,E,Geobacillus stearothermophilus ATCC 12980
rank0009_ca6_proteinbinders_4013_A,1n78-assembly1_A,8.26,0.2863,1n78,A,Thermus thermophilus
rank0009_ca6_proteinbinders_4013_A,6igq-assembly1_A,0.2689,0.2857,6igq,A,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank0009_ca6_proteinbinders_4013_A,5c2g-assembly1_B,1.791,0.2848,5c2g,B,Gallionella
rank0009_ca6_proteinbinders_4013_A,5vq3-assembly1_A,1.584,0.2844,5vq3,A,Clostridium pasteurianum
rank0009_ca6_proteinbinders_4013_A,4rzs-assembly1_A,1.319,0.2835,4rzs,A,Escherichia coli DH1
rank0009_ca6_proteinbinders_4013_A,2fjk-assembly1_D,0.004467,0.2832,2fjk,D,Thermus caldophilus
rank0009_ca6_proteinbinders_4013_A,5yzn-assembly1_C,0.3434,0.283,5yzn,C,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank0009_ca6_proteinbinders_4013_A,5yzm-assembly1_D,0.1863,0.2828,5yzm,D,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank0009_ca6_proteinbinders_4013_A,8igw-assembly1_D,4.481,0.2828,8igw,D,Enterococcus hirae ATCC 9790
rank0009_ca6_proteinbinders_4013_A,2fjk-assembly1_B,0.007286,0.2826,2fjk,B,Thermus caldophilus
rank0009_ca6_proteinbinders_4013_A,3jy6-assembly2_D,0.253,0.282,3jy6,D,Levilactobacillus brevis ATCC 367
rank0009_ca6_proteinbinders_4013_A,2xgm-assembly1_A,0.04564,0.2817,2xgm,A,Xanthomonas campestris
rank0009_ca6_proteinbinders_4013_A,4gri-assembly1_A,1.903,0.2814,4gri,A,Borreliella burgdorferi B31
rank0009_ca6_proteinbinders_4013_A,1rv8-assembly1_A,0.02191,0.281,1rv8,A,Thermus aquaticus
rank0009_ca6_proteinbinders_4013_A,4s3k-assembly1_A,1.319,0.2803,4s3k,A,Priestia megaterium QM B1551
rank0009_ca6_proteinbinders_4013_A,8bf3-assembly1_B,6.468,0.2801,8bf3,B,uncultured bacterium
rank0009_ca6_proteinbinders_4013_A,5dte-assembly3_C,0.01939,0.2799,5dte,C,Actinobacillus succinogenes 130Z
rank0009_ca6_proteinbinders_4013_A,7ljj-assembly1_A,1.033,0.2798,7ljj,A,Phocaeicola plebeius DSM 17135
rank0009_ca6_proteinbinders_4013_A,7lnp-assembly4_E,0.253,0.2795,7lnp,E,Phocaeicola plebeius DSM 17135
rank0009_ca6_proteinbinders_4013_A,5g3r-assembly2_B,1.241,0.279,5g3r,B,Pseudomonas aeruginosa PAO1
rank0009_ca6_proteinbinders_4013_A,2vsy-assembly1_A,0.1459,0.2784,2vsy,A,Xanthomonas campestris pv. campestris str. ATCC 33913
rank0009_ca6_proteinbinders_4013_A,3pvs-assembly1_C,3.73,0.2783,3pvs,C,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,5ocp-assembly2_B,0.03162,0.2762,5ocp,B,Shewanella sp. ANA-3
rank0009_ca6_proteinbinders_4013_A,1jhz-assembly1_B,0.03799,0.2756,1jhz,B,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,3pvs-assembly1_D,1.319,0.2756,3pvs,D,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,5bnz-assembly2_B,8.781,0.2756,5bnz,B,Pseudomonas aeruginosa PAO1
rank0009_ca6_proteinbinders_4013_A,8wt1-assembly1_C,0.2379,0.2754,8wt1,C,Geobacillus stearothermophilus ATCC 12980
rank0009_ca6_proteinbinders_4013_A,4dlp-assembly3_C,0.5955,0.2753,4dlp,C,Brucella abortus 2308
rank0009_ca6_proteinbinders_4013_A,2hoe-assembly1_A,0.4386,0.2752,2hoe,A,Thermotoga maritima
rank0009_ca6_proteinbinders_4013_A,8txr-assembly1_D,0.1753,0.2748,8txr,D,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,6igq-assembly1_B,0.1863,0.2722,6igq,B,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank0009_ca6_proteinbinders_4013_A,3no5-assembly2_C,0.6331,0.2721,3no5,C,Cupriavidus pinatubonensis JMP134
rank0009_ca6_proteinbinders_4013_A,7wpn-assembly1_A,0.1551,0.2698,7wpn,A,Staphylococcus aureus subsp. aureus COL
rank0009_ca6_proteinbinders_4013_A,5zdl-assembly1_A,9.924,0.2679,5zdl,A,Thermus thermophilus HB8
rank0009_ca6_proteinbinders_4013_A,2paf-assembly1_B,0.05483,0.2672,2paf,B,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,7wpj-assembly1_A,0.2238,0.2655,7wpj,A,Staphylococcus aureus
rank0009_ca6_proteinbinders_4013_A,6igp-assembly1_C,0.2689,0.2643,6igp,C,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank0009_ca6_proteinbinders_4013_A,3pvs-assembly1_A,4.481,0.2596,3pvs,A,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,2o5r-assembly1_A,8.26,0.2591,2o5r,A,Thermotoga maritima
rank0009_ca6_proteinbinders_4013_A,4gri-assembly2_B,3.301,0.259,4gri,B,Borreliella burgdorferi B31
rank0009_ca6_proteinbinders_4013_A,8jpv-assembly1_A,1.684,0.2589,8jpv,A,Candidatus Methylacidiphilum fumarolicum
rank0009_ca6_proteinbinders_4013_A,7wpl-assembly1_A,0.05158,0.2587,7wpl,A,Staphylococcus aureus subsp. aureus COL
rank0009_ca6_proteinbinders_4013_A,7lnp-assembly3_D,0.4386,0.2571,7lnp,D,Phocaeicola plebeius DSM 17135
rank0009_ca6_proteinbinders_4013_A,1pg2-assembly1_A,0.7606,0.2541,1pg2,A,Escherichia coli
rank0009_ca6_proteinbinders_4013_A,7wpk-assembly1_A,0.07444,0.2513,7wpk,A,Staphylococcus aureus subsp. aureus COL
rank0009_ca6_proteinbinders_4013_A,6j7k-assembly1_A,2.747,0.2498,6j7k,A,Pseudomonas aeruginosa PAO1
rank0009_ca6_proteinbinders_4013_A,2osy-assembly1_A,1.903,0.2491,2osy,A,Rhodococcus sp. (in: high G+C Gram-positive bacteria)
rank0009_ca6_proteinbinders_4013_A,3lnc-assembly1_A,9.924,0.2446,3lnc,A,Anaplasma phagocytophilum str. HZ
rank0009_ca6_proteinbinders_4013_A,2ct8-assembly2_B,0.2689,0.2438,2ct8,B,Aquifex aeolicus
rank0009_ca6_proteinbinders_4013_A,1g59-assembly1_A,1.402,0.2352,1g59,A,Thermus thermophilus
rank0010_ca6_proteinbinders_4494_A,4aca-assembly4_D,0.004126,0.4496,4aca,D,Methanococcus maripaludis
rank0010_ca6_proteinbinders_4494_A,2bto-assembly1_A,0.02673,0.4443,2bto,A,Prosthecobacter dejongeii
rank0010_ca6_proteinbinders_4494_A,2pmb-assembly1_C,0.0365,0.4431,2pmb,C,Vibrio cholerae
rank0010_ca6_proteinbinders_4494_A,2bto-assembly1_B,0.1844,0.4429,2bto,B,Prosthecobacter dejongeii
rank0010_ca6_proteinbinders_4494_A,6m9u-assembly1_A,0.007691,0.4326,6m9u,A,Bifidobacterium adolescentis L2-32
rank0010_ca6_proteinbinders_4494_A,1ykg-assembly1_A,0.0873,0.4307,1ykg,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,5iz4-assembly1_A,0.01526,0.4285,5iz4,A,Paraburkholderia xenovorans LB400
rank0010_ca6_proteinbinders_4494_A,3gh1-assembly1_B,0.044,0.4269,3gh1,B,Vibrio cholerae O1 biovar El Tor str. N16961
rank0010_ca6_proteinbinders_4494_A,7eny-assembly2_G,0.0119,0.4246,7eny,G,Escherichia coli K-12
rank0010_ca6_proteinbinders_4494_A,3ksu-assembly1_B,4.952e-05,0.4244,3ksu,B,Oenococcus oeni PSU-1
rank0010_ca6_proteinbinders_4494_A,4aln-assembly1_C,0.002355,0.4241,4aln,C,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,2cxx-assembly2_B,1.353,0.423,2cxx,B,Pyrococcus horikoshii OT3
rank0010_ca6_proteinbinders_4494_A,5uof-assembly1_A,0.05304,0.4209,5uof,A,Burkholderia multivorans ATCC 17616
rank0010_ca6_proteinbinders_4494_A,5uof-assembly1_B,0.04984,0.4199,5uof,B,Burkholderia multivorans ATCC 17616
rank0010_ca6_proteinbinders_4494_A,5thk-assembly2_G,0.001115,0.4192,5thk,G,Burkholderia cenocepacia J2315
rank0010_ca6_proteinbinders_4494_A,1f4p-assembly1_A,0.02845,0.4184,1f4p,A,Nitratidesulfovibrio vulgaris
rank0010_ca6_proteinbinders_4494_A,5zue-assembly1_A,0.004391,0.4172,5zue,A,Mycobacterium tuberculosis H37Rv
rank0010_ca6_proteinbinders_4494_A,6t65-assembly1_D,0.007227,0.4171,6t65,D,Acinetobacter baumannii
rank0010_ca6_proteinbinders_4494_A,5tvg-assembly6_F,0.0365,0.4171,5tvg,F,Burkholderia vietnamiensis G4
rank0010_ca6_proteinbinders_4494_A,3lls-assembly1_B,0.004391,0.4158,3lls,B,Mycobacterium tuberculosis H37Ra
rank0010_ca6_proteinbinders_4494_A,2cxx-assembly3_C,0.9311,0.4158,2cxx,C,Pyrococcus horikoshii OT3
rank0010_ca6_proteinbinders_4494_A,2dcu-assembly1_A,0.01624,0.4143,2dcu,A,Pyrococcus furiosus DSM 3638
rank0010_ca6_proteinbinders_4494_A,8x89-assembly1_C,0.0002662,0.4135,8x89,C,Streptococcus pneumoniae
rank0010_ca6_proteinbinders_4494_A,1j8q-assembly1_A,0.0343,0.4116,1j8q,A,Nitratidesulfovibrio vulgaris
rank0010_ca6_proteinbinders_4494_A,2pmb-assembly1_B,0.003422,0.4093,2pmb,B,Vibrio cholerae
rank0010_ca6_proteinbinders_4494_A,5tvg-assembly3_A,0.1052,0.4092,5tvg,A,Burkholderia vietnamiensis G4
rank0010_ca6_proteinbinders_4494_A,8wky-assembly1_A,0.0236,0.409,8wky,A,Pyrococcus abyssi GE5
rank0010_ca6_proteinbinders_4494_A,3gh1-assembly1_D,0.04984,0.4088,3gh1,D,Vibrio cholerae O1 biovar El Tor str. N16961
rank0010_ca6_proteinbinders_4494_A,6won-assembly1_A,0.001115,0.4085,6won,A,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
rank0010_ca6_proteinbinders_4494_A,7evc-assembly1_B,0.2851,0.4082,7evc,B,Candidatus Odinarchaeum yellowstonii
rank0010_ca6_proteinbinders_4494_A,7wkq-assembly1_B,1.339e-05,0.4046,7wkq,B,Acidimicrobiia bacterium
rank0010_ca6_proteinbinders_4494_A,4aln-assembly2_H,0.0105,0.4027,4aln,H,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,2p91-assembly1_C,0.0001261,0.4009,2p91,C,Aquifex aeolicus VF5
rank0010_ca6_proteinbinders_4494_A,1akq-assembly1_A,0.01624,0.4003,1akq,A,Nitratidesulfovibrio vulgaris str. Hildenborough
rank0010_ca6_proteinbinders_4494_A,2d74-assembly1_A,0.01624,0.4,2d74,A,Pyrococcus furiosus DSM 3638
rank0010_ca6_proteinbinders_4494_A,2wte-assembly1_B,0.1844,0.3995,2wte,B,Saccharolobus solfataricus P2
rank0010_ca6_proteinbinders_4494_A,4pcv-assembly1_B,9.805e-06,0.3985,4pcv,B,Escherichia coli P0299438.9
rank0010_ca6_proteinbinders_4494_A,4aln-assembly3_L,0.0002833,0.3976,4aln,L,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,3bq9-assembly1_A,0.01958,0.3971,3bq9,A,Idiomarina baltica OS145
rank0010_ca6_proteinbinders_4494_A,4aln-assembly2_F,0.0005982,0.3955,4aln,F,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,1x1t-assembly1_A,0.0001261,0.3947,1x1t,A,Pseudomonas fragi
rank0010_ca6_proteinbinders_4494_A,6hcd-assembly1_A,0.044,0.3947,6hcd,A,Archaeoglobus fulgidus
rank0010_ca6_proteinbinders_4494_A,3edm-assembly1_C,9.232e-05,0.3941,3edm,C,Agrobacterium fabrum str. C58
rank0010_ca6_proteinbinders_4494_A,6kqi-assembly1_A,0.001431,0.3933,6kqi,A,Pyrococcus abyssi GE5
rank0010_ca6_proteinbinders_4494_A,1pui-assembly1_A,0.2851,0.3933,1pui,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,5ahw-assembly3_E,0.03028,0.3932,5ahw,E,Mycolicibacterium smegmatis MC2 155
rank0010_ca6_proteinbinders_4494_A,6j7u-assembly1_A,0.001115,0.3908,6j7u,A,uncultured bacterium
rank0010_ca6_proteinbinders_4494_A,3rot-assembly1_A,0.001621,0.3906,3rot,A,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
rank0010_ca6_proteinbinders_4494_A,5ahw-assembly1_B,0.06008,0.3898,5ahw,B,Mycolicibacterium smegmatis MC2 155
rank0010_ca6_proteinbinders_4494_A,3ksu-assembly1_A,0.0004381,0.3892,3ksu,A,Oenococcus oeni PSU-1
rank0010_ca6_proteinbinders_4494_A,6w11-assembly1_B,0.01118,0.3886,6w11,B,Saccharolobus solfataricus P2
rank0010_ca6_proteinbinders_4494_A,2e87-assembly1_A,0.112,0.3878,2e87,A,Pyrococcus horikoshii OT3
rank0010_ca6_proteinbinders_4494_A,1wmb-assembly1_A,0.0002833,0.3877,1wmb,A,Pseudomonas fragi
rank0010_ca6_proteinbinders_4494_A,6won-assembly1_E,0.0007212,0.3877,6won,E,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
rank0010_ca6_proteinbinders_4494_A,3e9n-assembly2_G,0.003642,0.3874,3e9n,G,Corynebacterium glutamicum
rank0010_ca6_proteinbinders_4494_A,2w9x-assembly1_B,0.2365,0.3863,2w9x,B,Cellvibrio japonicus
rank0010_ca6_proteinbinders_4494_A,6wxx-assembly2_C,0.005293,0.3862,6wxx,C,Treponema succinifaciens DSM 2489
rank0010_ca6_proteinbinders_4494_A,5ahw-assembly2_D,0.04984,0.3857,5ahw,D,Mycolicibacterium smegmatis MC2 155
rank0010_ca6_proteinbinders_4494_A,7do6-assembly2_G,0.01434,0.3848,7do6,G,Azotobacter vinelandii DJ
rank0010_ca6_proteinbinders_4494_A,9fnn-assembly1_A,0.09889,0.3845,9fnn,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,5f2h-assembly1_B,0.01266,0.3844,5f2h,B,Bacillus cereus ATCC 10987
rank0010_ca6_proteinbinders_4494_A,5djs-assembly1_A,0.001836,0.384,5djs,A,Thermobaculum terrenum
rank0010_ca6_proteinbinders_4494_A,6wxq-assembly1_B,0.01526,0.3835,6wxq,B,Saccharolobus solfataricus
rank0010_ca6_proteinbinders_4494_A,4xkp-assembly1_A,1.736,0.3833,4xkp,A,Staphylococcus aureus USA300-ISMMS1
rank0010_ca6_proteinbinders_4494_A,5jc8-assembly1_A,0.001048,0.3822,5jc8,A,Paraburkholderia xenovorans LB400
rank0010_ca6_proteinbinders_4494_A,3ab7-assembly2_A,0.000152,0.3822,3ab7,A,Thermus thermophilus HB8
rank0010_ca6_proteinbinders_4494_A,4l1c-assembly1_B,2.37,0.3811,4l1c,B,Escherichia coli UTI89
rank0010_ca6_proteinbinders_4494_A,4f97-assembly1_A,0.0003209,0.381,4f97,A,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,8aew-assembly1_B,0.0236,0.3802,8aew,B,Chloroflexus aurantiacus J-10-fl
rank0010_ca6_proteinbinders_4494_A,2rbg-assembly1_A,0.04683,0.3801,2rbg,A,Sulfurisphaera tokodaii
rank0010_ca6_proteinbinders_4494_A,1pui-assembly2_B,0.112,0.3785,1pui,B,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,3r3s-assembly1_D,0.001725,0.3783,3r3s,D,Salmonella enterica subsp. enterica serovar Typhimurium
rank0010_ca6_proteinbinders_4494_A,5gha-assembly1_B,0.02512,0.3781,5gha,B,Thermus thermophilus HB27
rank0010_ca6_proteinbinders_4494_A,2e89-assembly2_C,0.07242,0.3775,2e89,C,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,4aln-assembly1_A,0.001115,0.3772,4aln,A,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,5jc8-assembly1_C,0.004391,0.3769,5jc8,C,Paraburkholderia xenovorans LB400
rank0010_ca6_proteinbinders_4494_A,6k1x-assembly1_A,0.0184,0.3759,6k1x,A,Rhodothermus marinus DSM 4252
rank0010_ca6_proteinbinders_4494_A,7ejw-assembly1_B,0.1628,0.3758,7ejw,B,Pseudomonas aeruginosa PAO1
rank0010_ca6_proteinbinders_4494_A,4bo8-assembly1_C,0.0004381,0.3754,4bo8,C,Pseudomonas aeruginosa PAO1
rank0010_ca6_proteinbinders_4494_A,3kxl-assembly1_B,0.07708,0.3751,3kxl,B,Saccharolobus solfataricus
rank0010_ca6_proteinbinders_4494_A,3fg9-assembly1_B,0.09291,0.3744,3fg9,B,Lactiplantibacillus plantarum
rank0010_ca6_proteinbinders_4494_A,4pcv-assembly1_A,5.609e-05,0.3743,4pcv,A,Escherichia coli P0299438.9
rank0010_ca6_proteinbinders_4494_A,3hcw-assembly1_B,0.05645,0.3737,3hcw,B,Staphylococcus aureus subsp. aureus Mu50
rank0010_ca6_proteinbinders_4494_A,4bo8-assembly1_B,0.001725,0.3735,4bo8,B,Pseudomonas aeruginosa PAO1
rank0010_ca6_proteinbinders_4494_A,7ji4-assembly1_A,0.001344,0.3728,7ji4,A,Staphylococcus aureus subsp. aureus MRSA252
rank0010_ca6_proteinbinders_4494_A,5f2h-assembly1_A,0.01266,0.3727,5f2h,A,Bacillus cereus ATCC 10987
rank0010_ca6_proteinbinders_4494_A,1drk-assembly1_A,0.007691,0.3718,1drk,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,2w9x-assembly1_A,0.3658,0.3714,2w9x,A,Cellvibrio japonicus
rank0010_ca6_proteinbinders_4494_A,1dik-assembly1_A,0.112,0.3714,1dik,A,[Clostridium] symbiosum
rank0010_ca6_proteinbinders_4494_A,7szs-assembly1_A,0.3893,0.3712,7szs,A,Klebsiella pneumoniae subsp. pneumoniae HS11286
rank0010_ca6_proteinbinders_4494_A,6oz7-assembly1_D,0.0004117,0.3711,6oz7,D,Escherichia coli K-12
rank0010_ca6_proteinbinders_4494_A,1dbp-assembly1_A,0.00679,0.3711,1dbp,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,4hxy-assembly2_B,0.01434,0.3701,4hxy,B,Streptomyces sp. HK803
rank0010_ca6_proteinbinders_4494_A,4jro-assembly1_B,0.0001832,0.3699,4jro,B,Listeria monocytogenes EGD-e
rank0010_ca6_proteinbinders_4494_A,2nxi-assembly3_J,0.002355,0.3699,2nxi,J,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,5b3l-assembly1_A,0.1192,0.3699,5b3l,A,Pseudomonas aeruginosa PAO1
rank0010_ca6_proteinbinders_4494_A,5ztb-assembly3_C,0.009272,0.3693,5ztb,C,Thermus thermophilus HB27
rank0010_ca6_proteinbinders_4494_A,5enz-assembly1_B,0.003642,0.3692,5enz,B,Staphylococcus aureus
rank0010_ca6_proteinbinders_4494_A,8oy6-assembly1_A,0.1962,0.3684,8oy6,A,Methanosarcina mazei Go1
rank0010_ca6_proteinbinders_4494_A,3kxl-assembly1_A,0.01624,0.3682,3kxl,A,Saccharolobus solfataricus
rank0010_ca6_proteinbinders_4494_A,6oyc-assembly4_A,0.05645,0.3677,6oyc,A,Streptococcus agalactiae 2603V/R
rank0010_ca6_proteinbinders_4494_A,2z08-assembly1_A,0.04984,0.3671,2z08,A,Thermus thermophilus
rank0010_ca6_proteinbinders_4494_A,5ztb-assembly1_B,0.005293,0.3658,5ztb,B,Thermus thermophilus HB27
rank0010_ca6_proteinbinders_4494_A,2nws-assembly1_A,0.003642,0.3658,2nws,A,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,1drj-assembly1_A,0.009272,0.3654,1drj,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,2h1h-assembly2_B,0.007227,0.3652,2h1h,B,Escherichia coli RS218
rank0010_ca6_proteinbinders_4494_A,3tml-assembly1_B,0.001048,0.3651,3tml,B,Burkholderia cenocepacia J2315
rank0010_ca6_proteinbinders_4494_A,8jfi-assembly2_E,0.0001721,0.365,8jfi,E,Helicobacter pylori
rank0010_ca6_proteinbinders_4494_A,2xa1-assembly2_B,0.005633,0.3644,2xa1,B,Pyrococcus horikoshii
rank0010_ca6_proteinbinders_4494_A,2gx6-assembly1_A,0.01266,0.3644,2gx6,A,Escherichia coli K-12
rank0010_ca6_proteinbinders_4494_A,2xa1-assembly1_A,0.00638,0.364,2xa1,A,Pyrococcus horikoshii
rank0010_ca6_proteinbinders_4494_A,7szs-assembly1_B,0.6408,0.3632,7szs,B,Klebsiella pneumoniae subsp. pneumoniae HS11286
rank0010_ca6_proteinbinders_4494_A,3vdm-assembly1_A,0.01729,0.3631,3vdm,A,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,6won-assembly2_G,0.008712,0.363,6won,G,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
rank0010_ca6_proteinbinders_4494_A,2iel-assembly1_A,0.01624,0.3629,2iel,A,Thermus thermophilus
rank0010_ca6_proteinbinders_4494_A,6oz7-assembly2_H,0.001048,0.362,6oz7,H,Escherichia coli K-12
rank0010_ca6_proteinbinders_4494_A,4f97-assembly1_B,0.001344,0.3611,4f97,B,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,6zj4-assembly1_AAA,0.04134,0.361,6zj4,AAA,Thermoproteus uzoniensis
rank0010_ca6_proteinbinders_4494_A,3t7d-assembly1_B,0.003022,0.3609,3t7d,B,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,7w9z-assembly1_B,0.09889,0.3603,7w9z,B,Bacillus spizizenii ATCC 6633 = JCM 2499
rank0010_ca6_proteinbinders_4494_A,7w9x-assembly1_A,0.05645,0.36,7w9x,A,Bacillus spizizenii ATCC 6633 = JCM 2499
rank0010_ca6_proteinbinders_4494_A,2nx3-assembly1_B,0.002079,0.3599,2nx3,B,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,2nxi-assembly2_G,0.005995,0.3598,2nxi,G,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,6k1w-assembly1_A,0.0365,0.3595,6k1w,A,Rhodothermus marinus DSM 4252
rank0010_ca6_proteinbinders_4494_A,1psw-assembly1_A,0.009272,0.3592,1psw,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,2xa9-assembly1_A,0.002506,0.3592,2xa9,A,Pyrococcus horikoshii
rank0010_ca6_proteinbinders_4494_A,3kxk-assembly1_B,0.04134,0.3588,3kxk,B,Saccharolobus solfataricus
rank0010_ca6_proteinbinders_4494_A,5gha-assembly2_D,0.0119,0.3581,5gha,D,Thermus thermophilus HB27
rank0010_ca6_proteinbinders_4494_A,2rho-assembly2_B,0.1052,0.3575,2rho,B,Bacillus subtilis
rank0010_ca6_proteinbinders_4494_A,6xl1-assembly1_B,0.02845,0.3573,6xl1,B,Treponema succinifaciens DSM 2489
rank0010_ca6_proteinbinders_4494_A,7k5z-assembly1_A,0.002506,0.357,7k5z,A,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
rank0010_ca6_proteinbinders_4494_A,6scy-assembly1_B,0.000152,0.3569,6scy,B,Methanococcus maripaludis S2
rank0010_ca6_proteinbinders_4494_A,3q2i-assembly1_A,0.02512,0.3565,3q2i,A,Chromobacterium violaceum
rank0010_ca6_proteinbinders_4494_A,5ej1-assembly1_A,0.112,0.3557,5ej1,A,Cereibacter sphaeroides 2.4.1
rank0010_ca6_proteinbinders_4494_A,4had-assembly1_D,0.4693,0.3557,4had,D,Rhizobium etli CFN 42
rank0010_ca6_proteinbinders_4494_A,4had-assembly1_C,0.4409,0.3556,4had,C,Rhizobium etli CFN 42
rank0010_ca6_proteinbinders_4494_A,6zjh-assembly1_AAA,0.0119,0.3552,6zjh,AAA,Thermoproteus uzoniensis 768-20
rank0010_ca6_proteinbinders_4494_A,3i3o-assembly2_G,0.0001832,0.355,3i3o,G,Bacillus anthracis str. 'Ames Ancestor'
rank0010_ca6_proteinbinders_4494_A,8iye-assembly1_B,0.00638,0.3546,8iye,B,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,7k5z-assembly1_D,0.001048,0.3544,7k5z,D,Legionella pneumophila subsp. pneumophila str. Philadelphia 1
rank0010_ca6_proteinbinders_4494_A,1vl8-assembly1_B,0.0003635,0.3541,1vl8,B,Thermotoga maritima MSB8
rank0010_ca6_proteinbinders_4494_A,3aii-assembly1_A,0.1269,0.3537,3aii,A,Methanothermobacter thermautotrophicus str. Delta H
rank0010_ca6_proteinbinders_4494_A,8grw-assembly1_A,0.01347,0.3532,8grw,A,Spiroplasma melliferum KC3
rank0010_ca6_proteinbinders_4494_A,3osu-assembly1_B,0.0003015,0.353,3osu,B,Staphylococcus aureus subsp. aureus Mu50
rank0010_ca6_proteinbinders_4494_A,6y1v-assembly1_A,0.002668,0.353,6y1v,A,Mycobacterium tuberculosis CDC1551
rank0010_ca6_proteinbinders_4494_A,2nxi-assembly1_C,0.001431,0.3528,2nxi,C,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,7ocr-assembly1_A,0.08203,0.3523,7ocr,A,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
rank0010_ca6_proteinbinders_4494_A,8iyf-assembly1_B,0.001621,0.3522,8iyf,B,Streptomyces hygroscopicus subsp. limoneus
rank0010_ca6_proteinbinders_4494_A,4d92-assembly1_B,0.003422,0.3522,4d92,B,Salmonella enterica subsp. enterica serovar Typhimurium
rank0010_ca6_proteinbinders_4494_A,4rpi-assembly1_C,0.03885,0.352,4rpi,C,Mycobacterium tuberculosis
rank0010_ca6_proteinbinders_4494_A,7k86-assembly1_A,2.37,0.352,7k86,A,Stenotrophomonas maltophilia K279a
rank0010_ca6_proteinbinders_4494_A,9fmv-assembly1_A,0.04134,0.3518,9fmv,A,Escherichia coli
rank0010_ca6_proteinbinders_4494_A,4ijk-assembly1_D,0.0008693,0.3516,4ijk,D,Helicobacter pylori 26695
rank0010_ca6_proteinbinders_4494_A,4rzt-assembly1_A,0.6408,0.3515,4rzt,A,Escherichia coli DH1
rank0010_ca6_proteinbinders_4494_A,6ow4-assembly1_E,0.0008693,0.3514,6ow4,E,Bifidobacterium adolescentis L2-32
rank0010_ca6_proteinbinders_4494_A,5l3k-assembly1_B,0.001725,0.3511,5l3k,B,Mycolicibacterium thermoresistibile
rank0010_ca6_proteinbinders_4494_A,2xci-assembly1_A,0.01958,0.3511,2xci,A,Aquifex aeolicus
rank0010_ca6_proteinbinders_4494_A,4ioj-assembly1_A,0.08203,0.3505,4ioj,A,Moorella thermoacetica ATCC 39073
