genome_accession	query	uniprot	refseq	evalue	target
GCF_000008585.1	rank00033_ca4_proteinbinders_2874_A	P66778	WP_003411445	9.017e-05	AF-P66778-F1-model_v6
GCF_000008585.1	rank00047_ca4_proteinbinders_1921_A	I6YCF0	WP_003900097	7.427e-05	AF-I6YCF0-F1-model_v6
GCF_000008585.1	rank00098_ca4_proteinbinders_1421_A	P9WN95	WP_003411144	9.436e-07	AF-P9WN95-F1-model_v6
GCF_000008585.1	rank00098_ca4_proteinbinders_1421_A	P64171	WP_003411144	2.74e-06	AF-P64171-F1-model_v6
GCF_000008585.1	rank00098_ca4_proteinbinders_1421_A	P9WN94	WP_003411144	2.917e-06	AF-P9WN94-F1-model_v6
GCF_000008585.1	rank00098_ca4_proteinbinders_1421_A	A5U4H7	WP_003411144	3.748e-06	AF-A5U4H7-F1-model_v6
GCF_000008625.1	rank00098_ca4_proteinbinders_1421_A	O66809	WP_010880307	5.916e-05	AF-O66809-F1-model_v6
GCF_000008765.1	rank00074_ca4_proteinbinders_1688_A	Q97GC0	WP_010965744	3.894e-05	AF-Q97GC0-F1-model_v6
GCF_000008805.1	rank00047_ca4_proteinbinders_1921_A	P56985	WP_002249104	1.202e-05	AF-P56985-F1-model_v6
GCF_000008805.1	rank00098_ca4_proteinbinders_1421_A	P0A0S6	WP_002212501	9.017e-06	AF-P0A0S6-F1-model_v6
GCF_000008805.1	rank00098_ca4_proteinbinders_1421_A	P0A0S5	WP_002212501	2.169e-05	AF-P0A0S5-F1-model_v6
GCF_000008865.2	rank00038_ca4_proteinbinders_0758_A	P0A8D8	NP_309450	3.843e-07	AF-P0A8D8-F1-model_v6
GCF_000008865.2	rank00077_ca4_proteinbinders_1415_A	P0A8D8	NP_309450	7.502e-06	AF-P0A8D8-F1-model_v6
GCF_000008865.2	rank00091_ca4_proteinbinders_3594_A	P0A8D8	NP_309450	5.254e-06	AF-P0A8D8-F1-model_v6
GCF_000008865.2	rank00098_ca4_proteinbinders_1421_A	P0A9A8	NP_308126	1.07e-06	AF-P0A9A8-F1-model_v6
GCF_000008925.1	rank00028_ca4_proteinbinders_4940_A	Q1WTA0	WP_011476139	1.761e-05	AF-Q1WTA0-F1-model_v6
GCF_000009005.1	rank00048_ca4_proteinbinders_3631_A	Q2YY01	WP_000160912	2.829e-05	AF-Q2YY01-F1-model_v6
GCF_000009045.1	rank00028_ca4_proteinbinders_4940_A	P37585	NP_389405	3.476e-05	AF-P37585-F1-model_v6
GCF_000009045.1	rank00033_ca4_proteinbinders_2874_A	P14802	NP_389732	3.772e-05	AF-P14802-F1-model_v6
GCF_000009045.1	rank00033_ca4_proteinbinders_2874_A	P46331	NP_391863	5.832e-05	AF-P46331-F1-model_v6
GCF_000009045.1	rank00047_ca4_proteinbinders_1921_A	O34308	NP_390820	1.363e-05	AF-O34308-F1-model_v6
GCF_000009045.1	rank00071_ca4_proteinbinders_0926_A	P54616	NP_389054	3.685e-05	AF-P54616-F1-model_v6
GCF_000009045.1	rank00080_ca4_proteinbinders_1342_A	P37585	NP_389405	3.324e-05	AF-P37585-F1-model_v6
GCF_000009045.1	rank00092_ca4_proteinbinders_0441_A	O31680	NP_389260	8.739e-05	AF-O31680-F1-model_v6
GCF_000009105.1	rank00047_ca4_proteinbinders_1921_A	P56997	WP_002249820	2.252e-05	AF-P56997-F1-model_v6
GCF_000009225.2	rank00090_ca4_proteinbinders_1710_A	C3KCT0	WP_012722296	3.921e-05	AF-C3KCT0-F1-model_v6
GCF_000009285.1	rank00047_ca4_proteinbinders_1921_A	P14697	WP_010810131	6.551e-05	AF-P14697-F1-model_v6
GCF_000009425.1	rank00028_ca4_proteinbinders_4940_A	A2RJQ4	WP_011676626	8.264e-05	AF-A2RJQ4-F1-model_v6
GCF_000009525.1	rank00038_ca4_proteinbinders_0758_A	B5RBF3	WP_000203945	1.324e-06	AF-B5RBF3-F1-model_v6
GCF_000009525.1	rank00077_ca4_proteinbinders_1415_A	B5RBF3	WP_000203945	5.319e-05	AF-B5RBF3-F1-model_v6
GCF_000009605.1	rank00098_ca4_proteinbinders_1421_A	P57308	WP_010896007	9.436e-07	AF-P57308-F1-model_v6
GCF_000009625.1	rank00077_ca4_proteinbinders_1415_A	Q985D2	WP_010915078	2.058e-05	AF-Q985D2-F1-model_v6
GCF_000009645.1	rank00024_ca4_proteinbinders_0551_A	P0A029	WP_000888997	7.05e-05	AF-P0A029-F1-model_v6
GCF_000009645.1	rank00024_ca4_proteinbinders_0551_A	Q6GA26	WP_000888997	9.008e-05	AF-Q6GA26-F1-model_v6
GCF_000009645.1	rank00033_ca4_proteinbinders_2874_A	P99120	WP_000183771	7.961e-05	AF-P99120-F1-model_v6
GCF_000009645.1	rank00033_ca4_proteinbinders_2874_A	P66776	WP_000183771	7.961e-05	AF-P66776-F1-model_v6
GCF_000009645.1	rank00033_ca4_proteinbinders_2874_A	Q5HJP2	WP_000183771	9.017e-05	AF-Q5HJP2-F1-model_v6
GCF_000009645.1	rank00033_ca4_proteinbinders_2874_A	P66775	WP_000183771	9.596e-05	AF-P66775-F1-model_v6
GCF_000009645.1	rank00048_ca4_proteinbinders_3631_A	P65482	WP_000160906	1.261e-05	AF-P65482-F1-model_v6
GCF_000009645.1	rank00048_ca4_proteinbinders_3631_A	A5ISU9	WP_000160906	1.72e-05	AF-A5ISU9-F1-model_v6
GCF_000009645.1	rank00048_ca4_proteinbinders_3631_A	P65481	WP_000160906	2.206e-05	AF-P65481-F1-model_v6
GCF_000009645.1	rank00048_ca4_proteinbinders_3631_A	A7X2A2	WP_000160906	3.01e-05	AF-A7X2A2-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	Q6GHP9	WP_000888997	1.489e-05	AF-Q6GHP9-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	Q6GA26	WP_000888997	2.037e-05	AF-Q6GA26-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	P0A029	WP_000888997	2.169e-05	AF-P0A029-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	Q2FZ89	WP_000888997	2.618e-05	AF-Q2FZ89-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	P0A030	WP_000888997	3.365e-05	AF-P0A030-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	Q5HGP5	WP_000888997	4.061e-05	AF-Q5HGP5-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	P0A031	WP_000888997	4.603e-05	AF-P0A031-F1-model_v6
GCF_000009645.1	rank00098_ca4_proteinbinders_1421_A	P99108	WP_000888997	4.901e-05	AF-P99108-F1-model_v6
GCF_000009705.1	rank00098_ca4_proteinbinders_1421_A	P45482	WP_010997999	1.399e-05	AF-P45482-F1-model_v6
GCF_000009745.1	rank00080_ca4_proteinbinders_1342_A	Q7MIH2	WP_011079775	9.079e-06	AF-Q7MIH2-F1-model_v6
GCF_000009745.1	rank00080_ca4_proteinbinders_1342_A	Q8DBE8	WP_011079775	1.027e-05	AF-Q8DBE8-F1-model_v6
GCF_000009925.1	rank00028_ca4_proteinbinders_4940_A	Q64ZM1	WP_005784003	1.375e-05	AF-Q64ZM1-F1-model_v6
GCF_000009925.1	rank00028_ca4_proteinbinders_4940_A	Q5LIJ7	WP_005784003	2.715e-05	AF-Q5LIJ7-F1-model_v6
GCF_000009925.1	rank00080_ca4_proteinbinders_1342_A	Q5LIJ7	WP_005784003	5.123e-05	AF-Q5LIJ7-F1-model_v6
GCF_000009965.1	rank00077_ca4_proteinbinders_1415_A	Q5JER1	WP_011250841	9.074e-05	AF-Q5JER1-F1-model_v6
GCF_000010005.1	rank00020_ca4_proteinbinders_4093_A	B2G6K5	WP_003668321	9.2e-05	AF-B2G6K5-F1-model_v6
GCF_000010005.1	rank00028_ca4_proteinbinders_4940_A	A5VJ33	WP_003668321	6.066e-05	AF-A5VJ33-F1-model_v6
GCF_000010005.1	rank00028_ca4_proteinbinders_4940_A	B2G6K5	WP_003668321	6.864e-05	AF-B2G6K5-F1-model_v6
GCF_000010005.1	rank00080_ca4_proteinbinders_1342_A	B2G6K5	WP_003668321	3.761e-05	AF-B2G6K5-F1-model_v6
GCF_000010005.1	rank00080_ca4_proteinbinders_1342_A	A5VJ33	WP_003668321	7.895e-05	AF-A5VJ33-F1-model_v6
GCF_000010045.1	rank00028_ca4_proteinbinders_4940_A	Q24TE6	WP_011460696	1.215e-05	AF-Q24TE6-F1-model_v6
GCF_000010465.1	rank00048_ca4_proteinbinders_3631_A	Q2FYL5	WP_000160904	1.519e-05	AF-Q2FYL5-F1-model_v6
GCF_000010465.1	rank00048_ca4_proteinbinders_3631_A	Q5HG02	WP_000160904	1.617e-05	AF-Q5HG02-F1-model_v6
GCF_000010465.1	rank00048_ca4_proteinbinders_3631_A	Q8NWR4	WP_000160904	1.72e-05	AF-Q8NWR4-F1-model_v6
GCF_000010465.1	rank00048_ca4_proteinbinders_3631_A	A6QGX0	WP_000160904	2.073e-05	AF-A6QGX0-F1-model_v6
GCF_000010465.1	rank00048_ca4_proteinbinders_3631_A	Q6G9E3	WP_000160904	2.498e-05	AF-Q6G9E3-F1-model_v6
GCF_000010505.1	rank00028_ca4_proteinbinders_4940_A	B2RIF1	WP_012457659	6.453e-05	AF-B2RIF1-F1-model_v6
GCF_000011065.1	rank00028_ca4_proteinbinders_4940_A	Q8A258	WP_011108837	9.485e-06	AF-Q8A258-F1-model_v6
GCF_000011145.1	rank00098_ca4_proteinbinders_1421_A	Q9K9T7	WP_010898709	1.399e-05	AF-Q9K9T7-F1-model_v6
GCF_000011185.1	rank00038_ca4_proteinbinders_0758_A	Q97AU0	WP_010916977	8.463e-06	AF-Q97AU0-F1-model_v6
GCF_000011205.1	rank00029_ca4_proteinbinders_4407_A	Q96XY5	WP_010980467	1.513e-05	AF-Q96XY5-F1-model_v6
GCF_000011205.1	rank00038_ca4_proteinbinders_0758_A	Q96XY5	WP_010980467	4.349e-07	AF-Q96XY5-F1-model_v6
GCF_000011205.1	rank00077_ca4_proteinbinders_1415_A	Q96XY5	WP_010980467	5.917e-06	AF-Q96XY5-F1-model_v6
GCF_000011205.1	rank00091_ca4_proteinbinders_3594_A	Q96XY5	WP_010980467	2.106e-06	AF-Q96XY5-F1-model_v6
GCF_000011325.1	rank00098_ca4_proteinbinders_1421_A	P94337	WP_011014920	4.249e-06	AF-P94337-F1-model_v6
GCF_000012025.1	rank00098_ca4_proteinbinders_1421_A	Q83MF6	WP_000462780	1.766e-06	AF-Q83MF6-F1-model_v6
GCF_000012185.1	rank00080_ca4_proteinbinders_1342_A	Q4QLM6	WP_011272365	1.906e-05	AF-Q4QLM6-F1-model_v6
GCF_000012285.1	rank00001_ca4_proteinbinders_0004_A	Q4J9D2	WP_011278100	5.218e-06	AF-Q4J9D2-F1-model_v6
GCF_000012285.1	rank00038_ca4_proteinbinders_0758_A	Q4J9D2	WP_011278100	9.135e-07	AF-Q4J9D2-F1-model_v6
GCF_000012285.1	rank00091_ca4_proteinbinders_3594_A	Q4J9D2	WP_011278100	2.008e-05	AF-Q4J9D2-F1-model_v6
GCF_000012745.1	rank00032_ca4_proteinbinders_0332_A	Q3SJT0	WP_011311629	2.064e-05	AF-Q3SJT0-F1-model_v6
GCF_000012925.1	rank00028_ca4_proteinbinders_4940_A	Q39YL9	WP_004512384	5.702e-05	AF-Q39YL9-F1-model_v6
GCF_000013265.1	rank00010_ca4_proteinbinders_1972_A	Q47400	WP_000723250	8.459e-05	AF-Q47400-F1-model_v6
GCF_000013265.1	rank00024_ca4_proteinbinders_0551_A	P0A9A6	WP_000462776	7.969e-05	AF-P0A9A6-F1-model_v6
GCF_000013265.1	rank00024_ca4_proteinbinders_0551_A	P0A9A7	WP_000462776	9.008e-05	AF-P0A9A7-F1-model_v6
GCF_000013265.1	rank00098_ca4_proteinbinders_1421_A	P0A9A8	WP_000462776	1.07e-06	AF-P0A9A8-F1-model_v6
GCF_000013265.1	rank00098_ca4_proteinbinders_1421_A	P0A9A6	WP_000462776	1.07e-06	AF-P0A9A6-F1-model_v6
GCF_000013265.1	rank00098_ca4_proteinbinders_1421_A	P0A9A7	WP_000462776	2.74e-06	AF-P0A9A7-F1-model_v6
GCF_000014205.1	rank00071_ca4_proteinbinders_0926_A	A3CLN6	WP_011836646	7.396e-05	AF-A3CLN6-F1-model_v6
GCF_000014385.1	rank00028_ca4_proteinbinders_4940_A	Q04ET0	WP_011677631	2.12e-05	AF-Q04ET0-F1-model_v6
GCF_000014625.1	rank00056_ca4_proteinbinders_2494_A	P11759	WP_003110461	7.59e-05	AF-P11759-F1-model_v6
GCF_000014705.1	rank00080_ca4_proteinbinders_1342_A	Q085C9	WP_011636757	4.816e-05	AF-Q085C9-F1-model_v6
GCF_000014785.1	rank00087_ca4_proteinbinders_0988_A	Q0ABQ4	WP_011628129	3.623e-05	AF-Q0ABQ4-F1-model_v6
GCF_000015005.1	rank00048_ca4_proteinbinders_3631_A	A0QRG8	WP_011727419	2.206e-05	AF-A0QRG8-F1-model_v6
GCF_000015025.1	rank00020_ca4_proteinbinders_4093_A	A0LTM3	WP_011719846	5.571e-05	AF-A0LTM3-F1-model_v6
GCF_000015025.1	rank00028_ca4_proteinbinders_4940_A	A0LTM3	WP_011719846	8.791e-05	AF-A0LTM3-F1-model_v6
GCF_000015185.1	rank00080_ca4_proteinbinders_1342_A	A1RLL4	WP_011790015	8.934e-05	AF-A1RLL4-F1-model_v6
GCF_000015245.1	rank00080_ca4_proteinbinders_1342_A	A1S4Q3	WP_011759268	4.256e-05	AF-A1S4Q3-F1-model_v6
GCF_000015445.1	rank00098_ca4_proteinbinders_1421_A	O31314	WP_005767417	3.307e-06	AF-O31314-F1-model_v6
GCF_000016065.1	rank00080_ca4_proteinbinders_1342_A	A3QG90	WP_011866419	2.157e-05	AF-A3QG90-F1-model_v6
GCF_000016305.1	rank00047_ca4_proteinbinders_1921_A	A6T8N3	WP_004176334	1.986e-05	AF-A6T8N3-F1-model_v6
GCF_000016325.1	rank00038_ca4_proteinbinders_0758_A	A4W960	WP_012016957	2.493e-07	AF-A4W960-F1-model_v6
GCF_000016325.1	rank00077_ca4_proteinbinders_1415_A	A4W960	WP_012016957	4.667e-06	AF-A4W960-F1-model_v6
GCF_000016325.1	rank00091_ca4_proteinbinders_3594_A	A4W960	WP_012016957	6.391e-05	AF-A4W960-F1-model_v6
GCF_000017425.1	rank00080_ca4_proteinbinders_1342_A	A7GRN6	WP_012095001	4.816e-05	AF-A7GRN6-F1-model_v6
GCF_000017705.1	rank00071_ca4_proteinbinders_0926_A	A7MXR6	WP_012126987	5.058e-05	AF-A7MXR6-F1-model_v6
GCF_000017885.4	rank00028_ca4_proteinbinders_4940_A	A8FCY1	WP_012009869	1.375e-05	AF-A8FCY1-F1-model_v6
GCF_000018025.1	rank00080_ca4_proteinbinders_1342_A	A8FY29	WP_012143482	1.093e-05	AF-A8FY29-F1-model_v6
GCF_000018965.1	rank00071_ca4_proteinbinders_0926_A	C1C649	WP_000724836	5.058e-05	AF-C1C649-F1-model_v6
GCF_000018985.1	rank00071_ca4_proteinbinders_0926_A	C1CD52	WP_000724837	3.926e-05	AF-C1CD52-F1-model_v6
GCF_000019005.1	rank00071_ca4_proteinbinders_0926_A	C1CJF3	WP_000724816	7.88e-05	AF-C1CJF3-F1-model_v6
GCF_000019025.1	rank00071_ca4_proteinbinders_0926_A	C1CQG5	WP_000724835	4.457e-05	AF-C1CQG5-F1-model_v6
GCF_000019065.1	rank00020_ca4_proteinbinders_4093_A	B0K8K7	WP_009052546	9.2e-05	AF-B0K8K7-F1-model_v6
GCF_000019065.1	rank00028_ca4_proteinbinders_4940_A	B0K3H0	WP_009052546	4.185e-05	AF-B0K3H0-F1-model_v6
GCF_000019185.1	rank00080_ca4_proteinbinders_1342_A	B0TP70	WP_012278044	2.761e-05	AF-B0TP70-F1-model_v6
GCF_000019405.1	rank00080_ca4_proteinbinders_1342_A	B0UW62	WP_012341127	3.536e-05	AF-B0UW62-F1-model_v6
GCF_000019525.1	rank00080_ca4_proteinbinders_1342_A	B1KNT0	WP_012325874	3.125e-05	AF-B1KNT0-F1-model_v6
GCF_000020525.1	rank00020_ca4_proteinbinders_4093_A	B3QWT7	WP_012499385	2.176e-05	AF-B3QWT7-F1-model_v6
GCF_000020525.1	rank00080_ca4_proteinbinders_1342_A	B3QWT7	WP_012499385	7.422e-05	AF-B3QWT7-F1-model_v6
GCF_000020885.1	rank00038_ca4_proteinbinders_0758_A	B5F961	WP_000203946	7.588e-07	AF-B5F961-F1-model_v6
GCF_000020885.1	rank00077_ca4_proteinbinders_1415_A	B5F961	WP_000203946	5.917e-06	AF-B5F961-F1-model_v6
GCF_000021645.1	rank00028_ca4_proteinbinders_4940_A	B8E325	WP_012583607	8.791e-05	AF-B8E325-F1-model_v6
GCF_000021925.1	rank00028_ca4_proteinbinders_4940_A	B8FT56	WP_015944994	2.552e-05	AF-B8FT56-F1-model_v6
GCF_000022565.1	rank00065_ca4_proteinbinders_2934_A	C1F9K2	WP_015897258	7.966e-05	AF-C1F9K2-F1-model_v6
GCF_000023045.1	rank00028_ca4_proteinbinders_4940_A	C4L5U5	WP_015881310	3.476e-05	AF-C4L5U5-F1-model_v6
GCF_000023085.1	rank00077_ca4_proteinbinders_1415_A	Q88SK6	WP_003645538	7.07e-06	AF-Q88SK6-F1-model_v6
GCF_000023085.1	rank00080_ca4_proteinbinders_1342_A	Q88V81	WP_003640857	5.123e-05	AF-Q88V81-F1-model_v6
GCF_000025565.1	rank00038_ca4_proteinbinders_0758_A	D5CE05	WP_013097166	3.146e-06	AF-D5CE05-F1-model_v6
GCF_000025565.1	rank00077_ca4_proteinbinders_1415_A	D5CE05	WP_013097166	1.623e-05	AF-D5CE05-F1-model_v6
GCF_000026665.1	rank00071_ca4_proteinbinders_0926_A	B8ZMZ7	WP_000724826	9.529e-05	AF-B8ZMZ7-F1-model_v6
GCF_000026945.1	rank00089_ca4_proteinbinders_2478_A	B9WG98	XP_002420052	7.379e-05	AF-B9WG98-F1-model_v6
GCF_000048665.1	rank00080_ca4_proteinbinders_1342_A	Q5WWX7	WP_011215392	5.123e-05	AF-Q5WWX7-F1-model_v6
GCF_000060345.1	rank00020_ca4_proteinbinders_4093_A	A0M527	WP_011710625	8.116e-05	AF-A0M527-F1-model_v6
GCF_000060345.1	rank00095_ca4_proteinbinders_4866_A	A0M527	WP_011710625	5.416e-05	AF-A0M527-F1-model_v6
GCF_000061505.1	rank00080_ca4_proteinbinders_1342_A	A1K6Q8	WP_011765629	7.895e-05	AF-A1K6Q8-F1-model_v6
GCF_000091125.1	rank00092_ca4_proteinbinders_0441_A	D4YYG1	WP_013039118	1.233e-05	AF-D4YYG1-F1-model_v6
GCF_000091665.1	rank00021_ca4_proteinbinders_2504_A	Q57894	WP_010869951	9.571e-05	AF-Q57894-F1-model_v6
GCF_000091665.1	rank00037_ca4_proteinbinders_4160_A	Q57894	WP_010869951	6.002e-05	AF-Q57894-F1-model_v6
GCF_000091665.1	rank00048_ca4_proteinbinders_3631_A	Q57894	WP_010869951	1.113e-05	AF-Q57894-F1-model_v6
GCF_000091665.1	rank00064_ca4_proteinbinders_2948_A	Q57894	WP_010869951	3.667e-05	AF-Q57894-F1-model_v6
GCF_000091665.1	rank00092_ca4_proteinbinders_0441_A	Q57894	WP_010869951	1.601e-05	AF-Q57894-F1-model_v6
GCF_000092565.1	rank00038_ca4_proteinbinders_0758_A	Q8EYT0	WP_001060300	2.457e-06	AF-Q8EYT0-F1-model_v6
GCF_000143565.1	rank00095_ca4_proteinbinders_4866_A	B0DK66	XP_001884404	5.773e-05	AF-B0DK66-F1-model_v6
GCF_000148935.1	rank00029_ca4_proteinbinders_4407_A	E1SDF1	WP_013357869	2.531e-05	AF-E1SDF1-F1-model_v6
GCF_000148935.1	rank00038_ca4_proteinbinders_0758_A	E1SDF1	WP_013357869	4.286e-06	AF-E1SDF1-F1-model_v6
GCF_000148935.1	rank00077_ca4_proteinbinders_1415_A	E1SDF1	WP_013357869	6.744e-05	AF-E1SDF1-F1-model_v6
GCF_000151315.2	rank00038_ca4_proteinbinders_0758_A	A0A0D2UG83	XP_004347529	8.19e-08	AF-A0A0D2UG83-F1-model_v6
GCF_000153545.1	rank00092_ca4_proteinbinders_0441_A	Q1NEJ0	WP_009820498	3.13e-06	AF-Q1NEJ0-F1-model_v6
GCF_000158935.1	rank00020_ca4_proteinbinders_4093_A	Q9ZBA5	WP_003976731	8.496e-06	AF-Q9ZBA5-F1-model_v6
GCF_000158935.1	rank00080_ca4_proteinbinders_1342_A	Q9ZBA5	WP_003976731	6.977e-05	AF-Q9ZBA5-F1-model_v6
GCF_000158935.1	rank00098_ca4_proteinbinders_1421_A	P45500	WP_003976733	1.797e-05	AF-P45500-F1-model_v6
GCF_000182965.3	rank00003_ca4_proteinbinders_4112_A	Q59P96	XP_711548	5.288e-05	AF-Q59P96-F1-model_v6
GCF_000182965.3	rank00089_ca4_proteinbinders_2478_A	Q59P96	XP_711548	8.937e-05	AF-Q59P96-F1-model_v6
GCF_000195795.1	rank00028_ca4_proteinbinders_4940_A	Q929Y2	WP_010991777	3.698e-05	AF-Q929Y2-F1-model_v6
GCF_000195795.1	rank00080_ca4_proteinbinders_1342_A	Q929Y2	WP_010991777	4.001e-05	AF-Q929Y2-F1-model_v6
GCF_000195875.1	rank00098_ca4_proteinbinders_1421_A	Q50318	WP_010925292	6.298e-05	AF-Q50318-F1-model_v6
GCF_000195915.1	rank00098_ca4_proteinbinders_1421_A	O59635	WP_010900500	7.602e-05	AF-O59635-F1-model_v6
GCF_000195935.2	rank00077_ca4_proteinbinders_1415_A	Q9V0Y3	WP_048146596	8.965e-06	AF-Q9V0Y3-F1-model_v6
GCF_000195935.2	rank00098_ca4_proteinbinders_1421_A	Q9V2S0	WP_010867128	6.298e-05	AF-Q9V2S0-F1-model_v6
GCF_000195955.2	rank00033_ca4_proteinbinders_2874_A	P9WGS3	NP_216730	5.832e-05	AF-P9WGS3-F1-model_v6
GCF_000195955.2	rank00048_ca4_proteinbinders_3631_A	P9WMY5	NP_215071	4.95e-05	AF-P9WMY5-F1-model_v6
GCF_000195955.2	rank00048_ca4_proteinbinders_3631_A	P9WN65	NP_217981	9.808e-05	AF-P9WN65-F1-model_v6
GCF_000196035.1	rank00028_ca4_proteinbinders_4940_A	Q8Y5M2	NP_465559	7.302e-05	AF-Q8Y5M2-F1-model_v6
GCF_000196035.1	rank00038_ca4_proteinbinders_0758_A	Q8Y3S3	NP_466281	1.919e-06	AF-Q8Y3S3-F1-model_v6
GCF_000196035.1	rank00080_ca4_proteinbinders_1342_A	Q8Y5M2	NP_465559	1.684e-05	AF-Q8Y5M2-F1-model_v6
GCF_000221225.1	rank00089_ca4_proteinbinders_2478_A	G0S8F1	XP_006693421	6.923e-05	AF-G0S8F1-F1-model_v6
GCF_000221705.1	rank00048_ca4_proteinbinders_3631_A	Q8CMM3	WP_001831309	3.01e-05	AF-Q8CMM3-F1-model_v6
GCF_000221705.1	rank00048_ca4_proteinbinders_3631_A	Q5HPC0	WP_001831309	4.108e-05	AF-Q5HPC0-F1-model_v6
GCF_000300715.1	rank00060_ca4_proteinbinders_2908_A	K2PFJ6	WP_004103096	1.953e-06	AF-K2PFJ6-F1-model_v6
GCF_000418615.1	rank00080_ca4_proteinbinders_1342_A	B7N849	WP_000139685	8.934e-05	AF-B7N849-F1-model_v6
GCF_000429285.1	rank00084_ca4_proteinbinders_0714_A	Q9F0J6	WP_021760300	6.187e-05	AF-Q9F0J6-F1-model_v6
GCF_000430425.1	rank00080_ca4_proteinbinders_1342_A	Q87MF0	WP_005480975	5.123e-05	AF-Q87MF0-F1-model_v6
GCF_000438605.1	rank00028_ca4_proteinbinders_4940_A	Q8Y5M2	WP_009930513	7.302e-05	AF-Q8Y5M2-F1-model_v6
GCF_000438605.1	rank00080_ca4_proteinbinders_1342_A	Q8Y5M2	WP_009930513	1.684e-05	AF-Q8Y5M2-F1-model_v6
GCF_000454145.1	rank00001_ca4_proteinbinders_0004_A	Q87JZ5	WP_005482857	7.426e-05	AF-Q87JZ5-F1-model_v6
GCF_000454145.1	rank00004_ca4_proteinbinders_1808_A	Q87L90	WP_005477367	1.826e-05	AF-Q87L90-F1-model_v6
GCF_000454145.1	rank00077_ca4_proteinbinders_1415_A	Q87JZ5	WP_005482857	1.939e-05	AF-Q87JZ5-F1-model_v6
GCF_000455565.1	rank00028_ca4_proteinbinders_4940_A	A7Z4E5	WP_003154428	1.655e-05	AF-A7Z4E5-F1-model_v6
GCF_000455845.1	rank00080_ca4_proteinbinders_1342_A	Q5X5J5	WP_011213667	3.536e-05	AF-Q5X5J5-F1-model_v6
GCF_000455945.1	rank00077_ca4_proteinbinders_1415_A	Q8RHQ2	WP_005901748	4.195e-05	AF-Q8RHQ2-F1-model_v6
GCF_000455945.1	rank00099_ca4_proteinbinders_2323_A	Q8RHQ2	WP_005901748	7.894e-05	AF-Q8RHQ2-F1-model_v6
GCF_000481685.1	rank00098_ca4_proteinbinders_1421_A	P47204	WP_003094113	9.436e-07	AF-P47204-F1-model_v6
GCF_000497345.1	rank00071_ca4_proteinbinders_0926_A	P54616	WP_003232896	3.685e-05	AF-P54616-F1-model_v6
GCF_000497345.1	rank00092_ca4_proteinbinders_0441_A	P80873	WP_003246648	1.824e-05	AF-P80873-F1-model_v6
GCF_000497485.1	rank00033_ca4_proteinbinders_2874_A	P46331	WP_003244072	5.832e-05	AF-P46331-F1-model_v6
GCF_000497485.1	rank00072_ca4_proteinbinders_0942_A	O34737	WP_003232386	2.869e-05	AF-O34737-F1-model_v6
GCF_000497485.1	rank00072_ca4_proteinbinders_0942_A	O34589	WP_003245242	4.789e-05	AF-O34589-F1-model_v6
GCF_000497485.1	rank00092_ca4_proteinbinders_0441_A	O31680	WP_003245309	8.739e-05	AF-O31680-F1-model_v6
GCF_000497485.1	rank00092_ca4_proteinbinders_0441_A	O07575	WP_003244867	9.957e-05	AF-O07575-F1-model_v6
GCF_000510285.1	rank00092_ca4_proteinbinders_0441_A	P08088	WP_012052597	5.533e-05	AF-P08088-F1-model_v6
GCF_000512975.1	rank00092_ca4_proteinbinders_0441_A	Q8LKV5	NP_001291330	1.947e-05	AF-Q8LKV5-F1-model_v6
GCF_000536475.1	rank00048_ca4_proteinbinders_3631_A	A8Z3Z7	WP_000160913	2.347e-05	AF-A8Z3Z7-F1-model_v6
GCF_000536475.1	rank00048_ca4_proteinbinders_3631_A	Q2FH20	WP_000160913	4.108e-05	AF-Q2FH20-F1-model_v6
GCF_000713785.1	rank00059_ca4_proteinbinders_1062_A	P39830	WP_000546237	4.69e-05	AF-P39830-F1-model_v6
GCF_000723205.1	rank00047_ca4_proteinbinders_1921_A	T2KLZ8	WP_038530495	8.421e-05	AF-T2KLZ8-F1-model_v6
GCF_000755055.1	rank00047_ca4_proteinbinders_1921_A	Q57301	WP_005167749	6.152e-05	AF-Q57301-F1-model_v6
GCF_000764715.1	rank00020_ca4_proteinbinders_4093_A	Q820F6	WP_010987523	1.092e-05	AF-Q820F6-F1-model_v6
GCF_000785045.1	rank00092_ca4_proteinbinders_0441_A	P40288	WP_033578120	6.305e-05	AF-P40288-F1-model_v6
GCF_000826985.1	rank00098_ca4_proteinbinders_1421_A	P56097	WP_000233600	9.017e-06	AF-P56097-F1-model_v6
GCF_001077495.1	rank00090_ca4_proteinbinders_1710_A	Q88N76	WP_010952454	2.564e-05	AF-Q88N76-F1-model_v6
GCF_001084265.1	rank00071_ca4_proteinbinders_0926_A	Q8DQM1	WP_000724838	2.221e-05	AF-Q8DQM1-F1-model_v6
