GCA_008728755.1_ASM872875v1_genomic_CAS_Class1-Subtype-III-A_3	CasFinder	CAS_Class1-Subtype-III-A	CP041725.1_2324	CP041725.1_2333	CP041725.1_2324,CP041725.1_2325,CP041725.1_2326,CP041725.1_2327,CP041725.1_2328,CP041725.1_2329,CP041725.1_2330,CP041725.1_2331,CP041725.1_2333	9	cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_1,cas10_III-A_1,csm2gr11_III-A_1,csm3gr7_III-A_1,csm4gr5_III-A_3,csm5gr7_III-A_4,csm6_III_2,cas6_I_II_III_IV_V_VI_7
GCA_008728755.1_ASM872875v1_genomic_AbiD_1	AbiD	AbiD	CP041725.1_2042	CP041725.1_2042	CP041725.1_2042	1	AbiD__AbiD
GCA_008728755.1_ASM872875v1_genomic_RM_Type_I_2	RM	RM_Type_I	CP041725.1_443	CP041725.1_445	CP041725.1_443,CP041725.1_444,CP041725.1_445	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008728775.1_ASM872877v1_genomic_AbiD_1	AbiD	AbiD	CP041726.1_1823	CP041726.1_1823	CP041726.1_1823	1	AbiD__AbiD
GCA_008728775.1_ASM872877v1_genomic_RM_Type_II_2	RM	RM_Type_II	CP041726.1_116	CP041726.1_117	CP041726.1_116,CP041726.1_117	2	RM_Type_II__Type_II_REases,RM_Type_II__Type_II_MTases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008728795.1_ASM872879v1_genomic_CAS_Class1-Subtype-III-A_2	CasFinder	CAS_Class1-Subtype-III-A	CP041727.1_1683	CP041727.1_1691	CP041727.1_1683,CP041727.1_1684,CP041727.1_1685,CP041727.1_1686,CP041727.1_1687,CP041727.1_1688,CP041727.1_1689,CP041727.1_1690,CP041727.1_1691	9	cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_1,cas10_III-A_1,csm2gr11_III-A_1,csm3gr7_III-A_1,csm4gr5_III-A_3,csm5gr7_III-A_4,csm6_III_2,cas6_I_II_III_IV_V_VI_7
GCA_008728795.1_ASM872879v1_genomic_RM_Type_I_1	RM	RM_Type_I	CP041727.1_2269	CP041727.1_2271	CP041727.1_2269,CP041727.1_2270,CP041727.1_2271	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008728815.1_ASM872881v1_genomic_CAS_Class1-Subtype-III-A_3	CasFinder	CAS_Class1-Subtype-III-A	CP041722.1_661	CP041722.1_670	CP041722.1_661,CP041722.1_663,CP041722.1_664,CP041722.1_665,CP041722.1_666,CP041722.1_667,CP041722.1_668,CP041722.1_669,CP041722.1_670	9	cas6_I_II_III_IV_V_VI_7,csm6_III_2,csm5gr7_III-A_4,csm4gr5_III-A_3,csm3gr7_III-A_1,csm2gr11_III-A_1,cas10_III-A_1,cas2_I_II_III_IV_V_VI_1,cas1_I_II_III_IV_V_VI_5
GCA_008728815.1_ASM872881v1_genomic_Abi2_1	Abi2	Abi2	CP041722.1_2177	CP041722.1_2177	CP041722.1_2177	1	Abi2__Abi_2
GCA_008728815.1_ASM872881v1_genomic_RM_Type_I_2	RM	RM_Type_I	CP041722.1_79	CP041722.1_80	CP041722.1_79,CP041722.1_80	2	RM__Type_I_REases,RM__Type_I_MTases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934005.1_ASM893400v1_genomic_Stk2_2	Stk2	Stk2	CP030490.1_85	CP030490.1_85	CP030490.1_85	1	Stk2__Stk2
GCA_008934005.1_ASM893400v1_genomic_Abi2_1	Abi2	Abi2	CP030490.1_366	CP030490.1_366	CP030490.1_366	1	Abi2__Abi_2
GCA_008934005.1_ASM893400v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030490.1_148	CP030490.1_149	CP030490.1_148,CP030490.1_149	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934005.1_ASM893400v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030490.1_389	CP030490.1_389	CP030490.1_389	1	FS_Sma__Sma
GCA_008934005.1_ASM893400v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030490.1_1928	CP030490.1_1928	CP030490.1_1928	1	FS_Sma__Sma
GCA_008934005.1_ASM893400v1_genomic_Retron_III_6	Retron	Retron_III	CP030490.1_2237	CP030490.1_2239	CP030490.1_2237,CP030490.1_2239	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934035.1_ASM893403v1_genomic_Abi2_1	Abi2	Abi2	CP030493.1_370	CP030493.1_370	CP030493.1_370	1	Abi2__Abi_2
GCA_008934035.1_ASM893403v1_genomic_AbiD_2	AbiD	AbiD	CP030493.1_1933	CP030493.1_1933	CP030493.1_1933	1	AbiD__AbiD
GCA_008934035.1_ASM893403v1_genomic_Dodola_5	Dodola	Dodola	CP030493.1_2240	CP030493.1_2241	CP030493.1_2240,CP030493.1_2241	2	Dodola__DolB,Dodola__DolA
GCA_008934035.1_ASM893403v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030493.1_393	CP030493.1_393	CP030493.1_393	1	FS_Sma__Sma
GCA_008934035.1_ASM893403v1_genomic_Avs_II_3	Avs	Avs_II	CP030493.1_968	CP030493.1_968	CP030493.1_968	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934055.1_ASM893405v1_genomic_Abi2_1	Abi2	Abi2	CP030514.1_370	CP030514.1_370	CP030514.1_370	1	Abi2__Abi_2
GCA_008934055.1_ASM893405v1_genomic_AbiD_2	AbiD	AbiD	CP030514.1_829	CP030514.1_829	CP030514.1_829	1	AbiD__AbiD
GCA_008934055.1_ASM893405v1_genomic_Dodola_5	Dodola	Dodola	CP030514.1_2225	CP030514.1_2226	CP030514.1_2225,CP030514.1_2226	2	Dodola__DolB,Dodola__DolA
GCA_008934055.1_ASM893405v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030514.1_393	CP030514.1_393	CP030514.1_393	1	FS_Sma__Sma
GCA_008934055.1_ASM893405v1_genomic_Avs_II_3	Avs	Avs_II	CP030514.1_1843	CP030514.1_1843	CP030514.1_1843	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934075.1_ASM893407v1_genomic_Abi2_1	Abi2	Abi2	CP030495.1_371	CP030495.1_371	CP030495.1_371	1	Abi2__Abi_2
GCA_008934075.1_ASM893407v1_genomic_AbiD_2	AbiD	AbiD	CP030495.1_830	CP030495.1_830	CP030495.1_830	1	AbiD__AbiD
GCA_008934075.1_ASM893407v1_genomic_Dodola_5	Dodola	Dodola	CP030495.1_2164	CP030495.1_2165	CP030495.1_2164,CP030495.1_2165	2	Dodola__DolB,Dodola__DolA
GCA_008934075.1_ASM893407v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030495.1_394	CP030495.1_394	CP030495.1_394	1	FS_Sma__Sma
GCA_008934075.1_ASM893407v1_genomic_Avs_II_3	Avs	Avs_II	CP030495.1_1781	CP030495.1_1781	CP030495.1_1781	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934095.1_ASM893409v1_genomic_Stk2_2	Stk2	Stk2	CP030441.1_75	CP030441.1_75	CP030441.1_75	1	Stk2__Stk2
GCA_008934095.1_ASM893409v1_genomic_Abi2_1	Abi2	Abi2	CP030441.1_355	CP030441.1_355	CP030441.1_355	1	Abi2__Abi_2
GCA_008934095.1_ASM893409v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030441.1_137	CP030441.1_138	CP030441.1_137,CP030441.1_138	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934095.1_ASM893409v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030441.1_378	CP030441.1_378	CP030441.1_378	1	FS_Sma__Sma
GCA_008934095.1_ASM893409v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030441.1_1054	CP030441.1_1054	CP030441.1_1054	1	FS_Sma__Sma
GCA_008934095.1_ASM893409v1_genomic_Retron_III_6	Retron	Retron_III	CP030441.1_2213	CP030441.1_2215	CP030441.1_2213,CP030441.1_2215	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934115.1_ASM893411v1_genomic_Abi2_1	Abi2	Abi2	CP030496.1_381	CP030496.1_381	CP030496.1_381	1	Abi2__Abi_2
GCA_008934115.1_ASM893411v1_genomic_AbiD_3	AbiD	AbiD	CP030496.1_405	CP030496.1_405	CP030496.1_405	1	AbiD__AbiD
GCA_008934115.1_ASM893411v1_genomic_Abi2_2	Abi2	Abi2	CP030496.1_773	CP030496.1_773	CP030496.1_773	1	Abi2__Abi_2
GCA_008934115.1_ASM893411v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP030496.1_155	CP030496.1_156	CP030496.1_155,CP030496.1_156	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934115.1_ASM893411v1_genomic_RM_Type_IV_5	RM	RM_Type_IV	CP030496.1_98	CP030496.1_98	CP030496.1_98	1	RM_Type_IV__Type_IV_REases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934135.1_ASM893413v1_genomic_Stk2_2	Stk2	Stk2	CP030452.1_86	CP030452.1_86	CP030452.1_86	1	Stk2__Stk2
GCA_008934135.1_ASM893413v1_genomic_Abi2_1	Abi2	Abi2	CP030452.1_370	CP030452.1_370	CP030452.1_370	1	Abi2__Abi_2
GCA_008934135.1_ASM893413v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030452.1_149	CP030452.1_150	CP030452.1_149,CP030452.1_150	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934135.1_ASM893413v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030452.1_393	CP030452.1_393	CP030452.1_393	1	FS_Sma__Sma
GCA_008934135.1_ASM893413v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030452.1_1931	CP030452.1_1931	CP030452.1_1931	1	FS_Sma__Sma
GCA_008934135.1_ASM893413v1_genomic_Retron_III_6	Retron	Retron_III	CP030452.1_2239	CP030452.1_2241	CP030452.1_2239,CP030452.1_2241	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934155.1_ASM893415v1_genomic_Abi2_1	Abi2	Abi2	CP030498.1_406	CP030498.1_406	CP030498.1_406	1	Abi2__Abi_2
GCA_008934155.1_ASM893415v1_genomic_AbiD_2	AbiD	AbiD	CP030498.1_864	CP030498.1_864	CP030498.1_864	1	AbiD__AbiD
GCA_008934155.1_ASM893415v1_genomic_Dodola_5	Dodola	Dodola	CP030498.1_2155	CP030498.1_2156	CP030498.1_2155,CP030498.1_2156	2	Dodola__DolB,Dodola__DolA
GCA_008934155.1_ASM893415v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030498.1_430	CP030498.1_430	CP030498.1_430	1	FS_Sma__Sma
GCA_008934155.1_ASM893415v1_genomic_Avs_II_3	Avs	Avs_II	CP030498.1_1821	CP030498.1_1821	CP030498.1_1821	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934175.1_ASM893417v1_genomic_Abi2_1	Abi2	Abi2	CP030475.1_421	CP030475.1_421	CP030475.1_421	1	Abi2__Abi_2
GCA_008934175.1_ASM893417v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP030475.1_117	CP030475.1_118	CP030475.1_117,CP030475.1_118	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934175.1_ASM893417v1_genomic_PD-T7-3_3	PD-T7-3	PD-T7-3	CP030475.1_373	CP030475.1_373	CP030475.1_373	1	PD-T7-3__PD-T7-3
GCA_008934175.1_ASM893417v1_genomic_RM_Type_I_6	RM	RM_Type_I	CP030475.1_375	CP030475.1_378	CP030475.1_375,CP030475.1_377,CP030475.1_378	3	RM__Type_I_REases,RM__Type_I_MTases,RM__Type_I_S
GCA_008934175.1_ASM893417v1_genomic_FS_Sma_2	FS_Sma	FS_Sma	CP030475.1_445	CP030475.1_445	CP030475.1_445	1	FS_Sma__Sma
GCA_008934175.1_ASM893417v1_genomic_Retron_III_5	Retron	Retron_III	CP030475.1_2210	CP030475.1_2212	CP030475.1_2210,CP030475.1_2212	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934195.1_ASM893419v1_genomic_Abi2_1	Abi2	Abi2	CP030476.1_339	CP030476.1_339	CP030476.1_339	1	Abi2__Abi_2
GCA_008934195.1_ASM893419v1_genomic_AbiD_2	AbiD	AbiD	CP030476.1_360	CP030476.1_360	CP030476.1_360	1	AbiD__AbiD
GCA_008934195.1_ASM893419v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP030476.1_126	CP030476.1_127	CP030476.1_126,CP030476.1_127	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934195.1_ASM893419v1_genomic_PD-T7-2_3	PD-T7-2	PD-T7-2	CP030476.1_48	CP030476.1_49	CP030476.1_48,CP030476.1_49	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934215.1_ASM893421v1_genomic_Abi2_1	Abi2	Abi2	CP030443.1_353	CP030443.1_353	CP030443.1_353	1	Abi2__Abi_2
GCA_008934215.1_ASM893421v1_genomic_Dodola_4	Dodola	Dodola	CP030443.1_2154	CP030443.1_2155	CP030443.1_2154,CP030443.1_2155	2	Dodola__DolB,Dodola__DolA
GCA_008934215.1_ASM893421v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030443.1_376	CP030443.1_376	CP030443.1_376	1	FS_Sma__Sma
GCA_008934215.1_ASM893421v1_genomic_Avs_II_2	Avs	Avs_II	CP030443.1_1835	CP030443.1_1835	CP030443.1_1835	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934235.1_ASM893423v1_genomic_Stk2_2	Stk2	Stk2	CP030465.1_86	CP030465.1_86	CP030465.1_86	1	Stk2__Stk2
GCA_008934235.1_ASM893423v1_genomic_Abi2_1	Abi2	Abi2	CP030465.1_367	CP030465.1_367	CP030465.1_367	1	Abi2__Abi_2
GCA_008934235.1_ASM893423v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030465.1_149	CP030465.1_150	CP030465.1_149,CP030465.1_150	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934235.1_ASM893423v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030465.1_390	CP030465.1_390	CP030465.1_390	1	FS_Sma__Sma
GCA_008934235.1_ASM893423v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030465.1_1923	CP030465.1_1923	CP030465.1_1923	1	FS_Sma__Sma
GCA_008934235.1_ASM893423v1_genomic_Retron_III_6	Retron	Retron_III	CP030465.1_2232	CP030465.1_2234	CP030465.1_2232,CP030465.1_2234	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934255.1_ASM893425v1_genomic_Abi2_1	Abi2	Abi2	CP030431.1_374	CP030431.1_374	CP030431.1_374	1	Abi2__Abi_2
GCA_008934255.1_ASM893425v1_genomic_AbiD_2	AbiD	AbiD	CP030431.1_833	CP030431.1_833	CP030431.1_833	1	AbiD__AbiD
GCA_008934255.1_ASM893425v1_genomic_Dodola_6	Dodola	Dodola	CP030431.1_2233	CP030431.1_2234	CP030431.1_2233,CP030431.1_2234	2	Dodola__DolB,Dodola__DolA
GCA_008934255.1_ASM893425v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030431.1_397	CP030431.1_397	CP030431.1_397	1	FS_Sma__Sma
GCA_008934255.1_ASM893425v1_genomic_Avs_II_3	Avs	Avs_II	CP030431.1_1784	CP030431.1_1784	CP030431.1_1784	1	Avs_II__Avs2A
GCA_008934255.1_ASM893425v1_genomic_FS_Sma_5	FS_Sma	FS_Sma	CP030431.1_1917	CP030431.1_1917	CP030431.1_1917	1	FS_Sma__Sma
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934275.1_ASM893427v1_genomic_Stk2_2	Stk2	Stk2	CP030467.1_85	CP030467.1_85	CP030467.1_85	1	Stk2__Stk2
GCA_008934275.1_ASM893427v1_genomic_Abi2_1	Abi2	Abi2	CP030467.1_367	CP030467.1_367	CP030467.1_367	1	Abi2__Abi_2
GCA_008934275.1_ASM893427v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030467.1_149	CP030467.1_150	CP030467.1_149,CP030467.1_150	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934275.1_ASM893427v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030467.1_390	CP030467.1_390	CP030467.1_390	1	FS_Sma__Sma
GCA_008934275.1_ASM893427v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030467.1_1924	CP030467.1_1924	CP030467.1_1924	1	FS_Sma__Sma
GCA_008934275.1_ASM893427v1_genomic_Retron_III_6	Retron	Retron_III	CP030467.1_2231	CP030467.1_2233	CP030467.1_2231,CP030467.1_2233	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934295.1_ASM893429v1_genomic_Abi2_1	Abi2	Abi2	CP030479.1_361	CP030479.1_361	CP030479.1_361	1	Abi2__Abi_2
GCA_008934295.1_ASM893429v1_genomic_AbiQ_2	AbiQ	AbiQ	CP030478.1_40	CP030478.1_40	CP030478.1_40	1	AbiQ__AbiQ
GCA_008934295.1_ASM893429v1_genomic_RosmerTA_6	RosmerTA	RosmerTA	CP030479.1_117	CP030479.1_118	CP030479.1_117,CP030479.1_118	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934295.1_ASM893429v1_genomic_RM_Type_IIG_7	RM	RM_Type_IIG	CP030479.1_2120	CP030479.1_2120	CP030479.1_2120	1	RM_Type_IIG__Type_IIG
GCA_008934295.1_ASM893429v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030479.1_384	CP030479.1_384	CP030479.1_384	1	FS_Sma__Sma
GCA_008934295.1_ASM893429v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030479.1_1004	CP030479.1_1004	CP030479.1_1004	1	FS_Sma__Sma
GCA_008934295.1_ASM893429v1_genomic_PD-Lambda-1_5	PD-Lambda-1	PD-Lambda-1	CP030479.1_1764	CP030479.1_1764	CP030479.1_1764	1	PD-Lambda-1__PD-Lambda-1
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934315.1_ASM893431v1_genomic_Stk2_2	Stk2	Stk2	CP030455.1_85	CP030455.1_85	CP030455.1_85	1	Stk2__Stk2
GCA_008934315.1_ASM893431v1_genomic_Abi2_1	Abi2	Abi2	CP030455.1_365	CP030455.1_365	CP030455.1_365	1	Abi2__Abi_2
GCA_008934315.1_ASM893431v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030455.1_147	CP030455.1_148	CP030455.1_147,CP030455.1_148	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934315.1_ASM893431v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030455.1_388	CP030455.1_388	CP030455.1_388	1	FS_Sma__Sma
GCA_008934315.1_ASM893431v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030455.1_1924	CP030455.1_1924	CP030455.1_1924	1	FS_Sma__Sma
GCA_008934315.1_ASM893431v1_genomic_Retron_III_6	Retron	Retron_III	CP030455.1_2231	CP030455.1_2233	CP030455.1_2231,CP030455.1_2233	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934335.1_ASM893433v1_genomic_Abi2_1	Abi2	Abi2	CP030470.1_354	CP030470.1_354	CP030470.1_354	1	Abi2__Abi_2
GCA_008934335.1_ASM893433v1_genomic_Dodola_4	Dodola	Dodola	CP030470.1_2238	CP030470.1_2239	CP030470.1_2238,CP030470.1_2239	2	Dodola__DolB,Dodola__DolA
GCA_008934335.1_ASM893433v1_genomic_FS_Sma_2	FS_Sma	FS_Sma	CP030470.1_377	CP030470.1_377	CP030470.1_377	1	FS_Sma__Sma
GCA_008934335.1_ASM893433v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030470.1_1912	CP030470.1_1912	CP030470.1_1912	1	FS_Sma__Sma
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934355.1_ASM893435v1_genomic_Abi2_1	Abi2	Abi2	CP030459.1_351	CP030459.1_351	CP030459.1_351	1	Abi2__Abi_2
GCA_008934355.1_ASM893435v1_genomic_Dodola_4	Dodola	Dodola	CP030459.1_2140	CP030459.1_2141	CP030459.1_2140,CP030459.1_2141	2	Dodola__DolB,Dodola__DolA
GCA_008934355.1_ASM893435v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030459.1_374	CP030459.1_374	CP030459.1_374	1	FS_Sma__Sma
GCA_008934355.1_ASM893435v1_genomic_Avs_II_2	Avs	Avs_II	CP030459.1_1748	CP030459.1_1748	CP030459.1_1748	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934375.1_ASM893437v1_genomic_Abi2_1	Abi2	Abi2	CP030481.1_331	CP030481.1_331	CP030481.1_331	1	Abi2__Abi_2
GCA_008934375.1_ASM893437v1_genomic_RosmerTA_3	RosmerTA	RosmerTA	CP030481.1_114	CP030481.1_115	CP030481.1_114,CP030481.1_115	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934375.1_ASM893437v1_genomic_FS_Sma_2	FS_Sma	FS_Sma	CP030481.1_354	CP030481.1_354	CP030481.1_354	1	FS_Sma__Sma
GCA_008934375.1_ASM893437v1_genomic_Retron_III_4	Retron	Retron_III	CP030481.1_2092	CP030481.1_2094	CP030481.1_2092,CP030481.1_2094	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934395.1_ASM893439v1_genomic_Stk2_2	Stk2	Stk2	CP030462.1_74	CP030462.1_74	CP030462.1_74	1	Stk2__Stk2
GCA_008934395.1_ASM893439v1_genomic_Abi2_1	Abi2	Abi2	CP030462.1_354	CP030462.1_354	CP030462.1_354	1	Abi2__Abi_2
GCA_008934395.1_ASM893439v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030462.1_135	CP030462.1_136	CP030462.1_135,CP030462.1_136	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934395.1_ASM893439v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030462.1_377	CP030462.1_377	CP030462.1_377	1	FS_Sma__Sma
GCA_008934395.1_ASM893439v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030462.1_982	CP030462.1_982	CP030462.1_982	1	FS_Sma__Sma
GCA_008934395.1_ASM893439v1_genomic_Retron_III_6	Retron	Retron_III	CP030462.1_2145	CP030462.1_2147	CP030462.1_2145,CP030462.1_2147	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934415.1_ASM893441v1_genomic_Abi2_1	Abi2	Abi2	CP030445.1_371	CP030445.1_371	CP030445.1_371	1	Abi2__Abi_2
GCA_008934415.1_ASM893441v1_genomic_AbiD_2	AbiD	AbiD	CP030445.1_901	CP030445.1_901	CP030445.1_901	1	AbiD__AbiD
GCA_008934415.1_ASM893441v1_genomic_Dodola_7	Dodola	Dodola	CP030445.1_2297	CP030445.1_2298	CP030445.1_2297,CP030445.1_2298	2	Dodola__DolB,Dodola__DolA
GCA_008934415.1_ASM893441v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030445.1_394	CP030445.1_394	CP030445.1_394	1	FS_Sma__Sma
GCA_008934415.1_ASM893441v1_genomic_FS_Sma_5	FS_Sma	FS_Sma	CP030445.1_427	CP030445.1_427	CP030445.1_427	1	FS_Sma__Sma
GCA_008934415.1_ASM893441v1_genomic_Avs_II_3	Avs	Avs_II	CP030445.1_1851	CP030445.1_1851	CP030445.1_1851	1	Avs_II__Avs2A
GCA_008934415.1_ASM893441v1_genomic_FS_Sma_6	FS_Sma	FS_Sma	CP030445.1_1980	CP030445.1_1980	CP030445.1_1980	1	FS_Sma__Sma
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934435.1_ASM893443v1_genomic_Stk2_2	Stk2	Stk2	CP030432.1_78	CP030432.1_78	CP030432.1_78	1	Stk2__Stk2
GCA_008934435.1_ASM893443v1_genomic_Abi2_1	Abi2	Abi2	CP030432.1_424	CP030432.1_424	CP030432.1_424	1	Abi2__Abi_2
GCA_008934435.1_ASM893443v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP030432.1_139	CP030432.1_140	CP030432.1_139,CP030432.1_140	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934435.1_ASM893443v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP030432.1_447	CP030432.1_447	CP030432.1_447	1	FS_Sma__Sma
GCA_008934435.1_ASM893443v1_genomic_Retron_III_5	Retron	Retron_III	CP030432.1_2273	CP030432.1_2275	CP030432.1_2273,CP030432.1_2275	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_008934455.1_ASM893445v1_genomic_Stk2_2	Stk2	Stk2	CP030471.1_71	CP030471.1_71	CP030471.1_71	1	Stk2__Stk2
GCA_008934455.1_ASM893445v1_genomic_Abi2_1	Abi2	Abi2	CP030471.1_352	CP030471.1_352	CP030471.1_352	1	Abi2__Abi_2
GCA_008934455.1_ASM893445v1_genomic_RosmerTA_5	RosmerTA	RosmerTA	CP030471.1_133	CP030471.1_134	CP030471.1_133,CP030471.1_134	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_008934455.1_ASM893445v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP030471.1_375	CP030471.1_375	CP030471.1_375	1	FS_Sma__Sma
GCA_008934455.1_ASM893445v1_genomic_AbiK_3	AbiK	AbiK	CP030472.1_8	CP030472.1_8	CP030472.1_8	1	AbiK__AbiK
