sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_020685865.2_ASM2068586v2_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP098615.1_652	CP098615.1_658	CP098615.1_652,CP098615.1_653,CP098615.1_654,CP098615.1_655,CP098615.1_658	5	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13,RT_I_II_III_IV_V_VI_1
GCA_020685885.2_ASM2068588v2_genomic_CAS_Class2-Subtype-II-A_12	CasFinder	CAS_Class2-Subtype-II-A	CP098645.1_741	CP098645.1_744	CP098645.1_741,CP098645.1_742,CP098645.1_743,CP098645.1_744	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_020685905.2_ASM2068590v2_genomic_CAS_Class2-Subtype-II-A_12	CasFinder	CAS_Class2-Subtype-II-A	CP098636.1_668	CP098636.1_671	CP098636.1_668,CP098636.1_669,CP098636.1_670,CP098636.1_671	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_020685925.2_ASM2068592v2_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP098639.1_652	CP098639.1_658	CP098639.1_652,CP098639.1_653,CP098639.1_654,CP098639.1_655,CP098639.1_658	5	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13,RT_I_II_III_IV_V_VI_1
GCA_020693965.1_ASM2069396v1_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP085724.1_2479	CP085724.1_2482	CP085724.1_2479,CP085724.1_2480,CP085724.1_2481,CP085724.1_2482	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_020693985.1_ASM2069398v1_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP085723.1_695	CP085723.1_698	CP085723.1_695,CP085723.1_696,CP085723.1_697,CP085723.1_698	4	cas9_II-A_II-B_II-C_3,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_020883535.1_ASM2088353v1_genomic_CAS_Class2-Subtype-II-A_6	CasFinder	CAS_Class2-Subtype-II-A	CP086654.1_121	CP086654.1_125	CP086654.1_121,CP086654.1_123,CP086654.1_124,CP086654.1_125	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_021117155.1_ASM2111715v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP088218.1_105	CP088218.1_108	CP088218.1_105,CP088218.1_106,CP088218.1_107,CP088218.1_108	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_022815905.2_ASM2281590v2_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP119327.1_1907	CP119327.1_1910	CP119327.1_1907,CP119327.1_1908,CP119327.1_1909,CP119327.1_1910	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_024362285.1_ASM2436228v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP101472.1_27	CP101472.1_30	CP101472.1_27,CP101472.1_28,CP101472.1_29,CP101472.1_30	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_024722415.1_ASM2472241v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP102659.1_1424	CP102659.1_1427	CP102659.1_1424,CP102659.1_1425,CP102659.1_1426,CP102659.1_1427	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558055.1_ASM2555805v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP094696.1_1739	CP094696.1_1742	CP094696.1_1739,CP094696.1_1740,CP094696.1_1741,CP094696.1_1742	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025558115.1_ASM2555811v1_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP094697.1_441	CP094697.1_445	CP094697.1_441,CP094697.1_443,CP094697.1_444,CP094697.1_445	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025558115.1_ASM2555811v1_genomic_CAS_Class2-Subtype-II-A_8	CasFinder	CAS_Class2-Subtype-II-A	CP094697.1_1770	CP094697.1_1775	CP094697.1_1770,CP094697.1_1771,CP094697.1_1772,CP094697.1_1775	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025558185.1_ASM2555818v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP094698.1_411	CP094698.1_414	CP094698.1_411,CP094698.1_412,CP094698.1_413,CP094698.1_414	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025558205.1_ASM2555820v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP094702.1_429	CP094702.1_432	CP094702.1_429,CP094702.1_430,CP094702.1_431,CP094702.1_432	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025558205.1_ASM2555820v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP094702.1_1725	CP094702.1_1728	CP094702.1_1725,CP094702.1_1726,CP094702.1_1727,CP094702.1_1728	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025558245.1_ASM2555824v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP094706.1_1634	CP094706.1_1638	CP094706.1_1634,CP094706.1_1635,CP094706.1_1636,CP094706.1_1638	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558265.1_ASM2555826v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP094707.1_396	CP094707.1_399	CP094707.1_396,CP094707.1_397,CP094707.1_398,CP094707.1_399	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025558265.1_ASM2555826v1_genomic_CAS_Class2-Subtype-II-A_6	CasFinder	CAS_Class2-Subtype-II-A	CP094707.1_1746	CP094707.1_1750	CP094707.1_1746,CP094707.1_1747,CP094707.1_1748,CP094707.1_1750	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025558285.1_ASM2555828v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP094709.1_1766	CP094709.1_1769	CP094709.1_1766,CP094709.1_1767,CP094709.1_1768,CP094709.1_1769	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025558305.1_ASM2555830v1_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	CP094711.1_1378	CP094711.1_1383	CP094711.1_1378,CP094711.1_1379,CP094711.1_1380,CP094711.1_1382,CP094711.1_1383	5	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558325.1_ASM2555832v1_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	CP094712.1_1386	CP094712.1_1391	CP094712.1_1386,CP094712.1_1387,CP094712.1_1388,CP094712.1_1390,CP094712.1_1391	5	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558345.1_ASM2555834v1_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	CP094713.1_1386	CP094713.1_1391	CP094713.1_1386,CP094713.1_1387,CP094713.1_1388,CP094713.1_1390,CP094713.1_1391	5	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558365.1_ASM2555836v1_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	CP094714.1_1379	CP094714.1_1384	CP094714.1_1379,CP094714.1_1380,CP094714.1_1381,CP094714.1_1384	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_025558405.1_ASM2555840v1_genomic_CAS_Class2-Subtype-II-A_7	CasFinder	CAS_Class2-Subtype-II-A	CP094717.1_949	CP094717.1_953	CP094717.1_949,CP094717.1_951,CP094717.1_952,CP094717.1_953	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025558425.1_ASM2555842v1_genomic_CAS_Class2-Subtype-II-A_6	CasFinder	CAS_Class2-Subtype-II-A	CP094718.1_961	CP094718.1_965	CP094718.1_961,CP094718.1_963,CP094718.1_964,CP094718.1_965	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025558445.1_ASM2555844v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP094719.1_1002	CP094719.1_1005	CP094719.1_1002,CP094719.1_1003,CP094719.1_1004,CP094719.1_1005	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025558525.1_ASM2555852v1_genomic_CAS_Class2-Subtype-II-A_9	CasFinder	CAS_Class2-Subtype-II-A	CP094720.1_1009	CP094720.1_1012	CP094720.1_1009,CP094720.1_1010,CP094720.1_1011,CP094720.1_1012	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025558565.1_ASM2555856v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP094722.1_934	CP094722.1_937	CP094722.1_934,CP094722.1_935,CP094722.1_936,CP094722.1_937	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025558625.1_ASM2555862v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP094725.1_736	CP094725.1_739	CP094725.1_736,CP094725.1_737,CP094725.1_738,CP094725.1_739	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_025558865.1_ASM2555886v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP094741.1_145	CP094741.1_148	CP094741.1_145,CP094741.1_146,CP094741.1_147,CP094741.1_148	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025560885.1_ASM2556088v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP094808.1_185	CP094808.1_188	CP094808.1_185,CP094808.1_186,CP094808.1_187,CP094808.1_188	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025560905.1_ASM2556090v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP094809.1_181	CP094809.1_185	CP094809.1_181,CP094809.1_183,CP094809.1_184,CP094809.1_185	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_025561445.1_ASM2556144v1_genomic_CAS_Class2-Subtype-II-C_6	CasFinder	CAS_Class2-Subtype-II-C	CP095096.1_456	CP095096.1_458	CP095096.1_456,CP095096.1_458	2	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5
GCA_025561445.1_ASM2556144v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP095096.1_1784	CP095096.1_1787	CP095096.1_1784,CP095096.1_1785,CP095096.1_1786,CP095096.1_1787	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025561465.1_ASM2556146v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP095100.1_402	CP095100.1_405	CP095100.1_402,CP095100.1_403,CP095100.1_404,CP095100.1_405	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025561465.1_ASM2556146v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP095100.1_1600	CP095100.1_1603	CP095100.1_1600,CP095100.1_1601,CP095100.1_1602,CP095100.1_1603	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025561505.1_ASM2556150v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP095102.1_402	CP095102.1_405	CP095102.1_402,CP095102.1_403,CP095102.1_404,CP095102.1_405	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_025561505.1_ASM2556150v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP095102.1_1601	CP095102.1_1604	CP095102.1_1601,CP095102.1_1602,CP095102.1_1603,CP095102.1_1604	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_025561545.1_ASM2556154v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP095104.1_956	CP095104.1_959	CP095104.1_956,CP095104.1_957,CP095104.1_958,CP095104.1_959	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_13
GCA_026427455.1_ASM2642745v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP084434.1_1419	CP084434.1_1423	CP084434.1_1419,CP084434.1_1420,CP084434.1_1421,CP084434.1_1423	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_028335145.1_ASM2833514v1_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	CP116597.1_2128	CP116597.1_2133	CP116597.1_2128,CP116597.1_2130,CP116597.1_2131,CP116597.1_2133	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_030254625.1_ASM3025462v1_genomic_CAS_Class2-Subtype-II-A_15	CasFinder	CAS_Class2-Subtype-II-A	CP127094.1_744	CP127094.1_747	CP127094.1_744,CP127094.1_745,CP127094.1_746,CP127094.1_747	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_030263975.1_ASM3026397v1_genomic_CAS_Class2-Subtype-II-A_5	CasFinder	CAS_Class2-Subtype-II-A	CP127101.1_624	CP127101.1_627	CP127101.1_624,CP127101.1_625,CP127101.1_626,CP127101.1_627	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_030264095.1_ASM3026409v1_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	CP127096.1_1906	CP127096.1_1909	CP127096.1_1906,CP127096.1_1907,CP127096.1_1908,CP127096.1_1909	4	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1
GCA_030444425.1_ASM3044442v1_genomic_CAS_Class2-Subtype-II-A_10	CasFinder	CAS_Class2-Subtype-II-A	CP129461.1_613	CP129461.1_616	CP129461.1_613,CP129461.1_614,CP129461.1_615,CP129461.1_616	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_030520085.1_ASM3052008v1_genomic_CAS_Class2-Subtype-II-A_6	CasFinder	CAS_Class2-Subtype-II-A	CP130489.1_1849	CP130489.1_1852	CP130489.1_1849,CP130489.1_1850,CP130489.1_1851,CP130489.1_1852	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_900186985.1_50377_C01_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	LT906447.1_1671	LT906447.1_1674	LT906447.1_1671,LT906447.1_1672,LT906447.1_1673,LT906447.1_1674	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_900458895.2_GCA_900458895_genomic_CAS_Class2-Subtype-II-A_3	CasFinder	CAS_Class2-Subtype-II-A	LR962863.1_1511	LR962863.1_1517	LR962863.1_1511,LR962863.1_1512,LR962863.1_1513,LR962863.1_1515,LR962863.1_1516,LR962863.1_1517	6	csn2_II-A_10,cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_1,cas9_II-A_II-B_II-C_1
GCA_900474585.1_41315_E01_genomic_CAS_Class2-Subtype-II-A_2	CasFinder	CAS_Class2-Subtype-II-A	LS483304.1_189	LS483304.1_192	LS483304.1_189,LS483304.1_190,LS483304.1_191,LS483304.1_192	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_900474685.1_40961_B01_genomic_CAS_Class2-Subtype-II-A_10	CasFinder	CAS_Class2-Subtype-II-A	LS483313.1_1715	LS483313.1_1718	LS483313.1_1715,LS483313.1_1716,LS483313.1_1717,LS483313.1_1718	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_900474705.1_41236_B02_genomic_CAS_Class2-Subtype-II-A_1	CasFinder	CAS_Class2-Subtype-II-A	LS483312.1_137	LS483312.1_140	LS483312.1_137,LS483312.1_138,LS483312.1_139,LS483312.1_140	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_10
GCA_900478415.1_35910_E02_genomic_CAS_Class2-Subtype-II-C_5	CasFinder	CAS_Class2-Subtype-II-C	LS483491.1_2079	LS483491.1_2082	LS483491.1_2079,LS483491.1_2080,LS483491.1_2081,LS483491.1_2082	4	cas2_I_II_III_IV_V_VI_11,cas1_I_II_III_IV_V_VI_5,cas9_II-A_II-B_II-C_3,cas9_II-A_II-B_II-C_1
GCA_900636255.1_40295_A02_genomic_CAS_Class2-Subtype-II-A_1	CasFinder	CAS_Class2-Subtype-II-A	LR134242.1_92	LR134242.1_95	LR134242.1_92,LR134242.1_93,LR134242.1_94,LR134242.1_95	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
GCA_900636325.1_40415_H02_genomic_CAS_Class2-Subtype-II-A_10	CasFinder	CAS_Class2-Subtype-II-A	LR134263.1_685	LR134263.1_688	LR134263.1_685,LR134263.1_686,LR134263.1_687,LR134263.1_688	4	cas9_II-A_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_11,csn2_II-A_13
GCA_900636345.2_40871_E01_genomic_CAS_Class2-Subtype-II-A_6	CasFinder	CAS_Class2-Subtype-II-A	LR134264.1_1767	LR134264.1_1770	LR134264.1_1767,LR134264.1_1768,LR134264.1_1769,LR134264.1_1770	4	csn2_II-A_13,cas2_I_II_III_IV_V_VI_6,cas1_I_II_III_IV_V_VI_5,cas9_II-A_1
GCA_902509495.1_Se_BPH0704_genomic_CAS_Class2-Subtype-II-A_4	CasFinder	CAS_Class2-Subtype-II-A	LR735429.1_49	LR735429.1_52	LR735429.1_49,LR735429.1_50,LR735429.1_51,LR735429.1_52	4	cas9_II-A_II-B_II-C_1,cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_6,csn2_II-A_10
